date,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue
2005-09-30,2125586000.0,2528293000.0,-32789000.0,20568000.0,328272000.0,,28865000.0,1382313000.0,128196000.0,0.32,424364000,-245432000.0,158138000.0,105368000.0,3154224000.0,1028638000.0,456468000.0,28850000.0,105368000,105368000.0,0.0,11241000.0,183243000.0,202800000.0,0.0,-238000.0,-114641000.0,212949000.0,132615000.0,191629000.0,,344860000.0,128196000.0,,19247000.0,,,-7736000.0,291749000.0,145918000.0,,,2697756000.0,1585113000.0,202800000.0,185551000.0,328000.0,,0.31,51430000.0,156798000.0,,,-862766000.0,-17971000.0,,-44219000.0,0.0,-8580000.0,-81309000.0,327959000.0,1862554000.0,,176109000.0,149000000.0,145831000,17249000.0,52701000.0,69879000.0,117053000.0,12675000.0,64695000.0,-9562000.0,999788000.0,,166399000,
2005-12-31,1909793000.0,2443976000.0,-39995000.0,20531000.0,322791000.0,,31053000.0,1192930000.0,118636000.0,0.35,445881000,-153675000.0,99310000.0,112558000.0,2957033000.0,1047240000.0,441427000.0,29628000.0,112558000,112558000.0,,16081000.0,197772000.0,148466000.0,0.0,-1376000.0,149365000.0,221029000.0,141937000.0,173574000.0,,337429000.0,,,19400000.0,,,-10986000.0,303944000.0,147931000.0,,,2515606000.0,1341396000.0,148466000.0,202800000.0,321000.0,,0.33,54691000.0,167249000.0,,,-862766000.0,-37435000.0,,-340444000.0,21259000.0,-9593000.0,-334604000.0,323935000.0,1880378000.0,,136745000.0,341851000.0,156013000,-54334000.0,52775000.0,12896000.0,116878000.0,-30825000.0,77042000.0,-9039000.0,1017612000.0,,176544000,
2006-03-31,1941243000.0,2517406000.0,-40024000.0,21817000.0,323287000.0,,33036000.0,1092791000.0,110259000.0,0.38,478120000,-8965000.0,77492000.0,120309000.0,3041556000.0,1100313000.0,433546000.0,39459000.0,120309000,120309000.0,0.0,11805000.0,204598000.0,243310000.0,0.0,-8942000.0,53333000.0,259921000.0,156901000.0,174518000.0,,334036000.0,110259000.0,,22433000.0,,,-6654000.0,321219000.0,152898000.0,,,2608010000.0,1336101000.0,243310000.0,148466000.0,321000.0,,0.36,58456000.0,178765000.0,,,-862766000.0,-40235000.0,,-76216000.0,8690000.0,-8907000.0,-87760000.0,320686000.0,1923620000.0,,117727000.0,109931000.0,168321000,94844000.0,43820000.0,42878000.0,119862000.0,-66884000.0,82516000.0,-5282000.0,1060854000.0,,190138000,
2006-06-30,2052116000.0,2761183000.0,-40192000.0,27408000.0,494361000.0,,85807000.0,920317000.0,16687000.0,,508580000,-7965000.0,82967000.0,49466000.0,3286537000.0,1234421000.0,511048000.0,33527000.0,47823000,49466000.0,,21992000.0,210895000.0,422333000.0,0.0,1393000.0,69550000.0,297285000.0,207094000.0,261805000.0,,,,,21127000.0,,,3036000.0,301486000.0,246152000.0,,,2775489000.0,1342650000.0,422333000.0,243310000.0,320000.0,,,21219000.0,69042000.0,,,-911541000.0,-105562000.0,,-79056000.0,14711000.0,-8119000.0,-76714000.0,,2076025000.0,,188529000.0,181684000.0,55334000,179023000.0,84348000.0,23139000.0,160345000.0,44581000.0,127081000.0,-34973000.0,1164484000.0,,82742000,
2006-09-30,2116535000.0,2731501000.0,-50020000.0,24347000.0,560767000.0,183958000.0,69691000.0,926654000.0,16085000.0,0.06,502745000,-302399000.0,118983000.0,20338000.0,3480237000.0,1363702000.0,576852000.0,109209000.0,20338000,20338000.0,,21562000.0,223835000.0,466818000.0,0.0,3380000.0,-92437000.0,296462000.0,203687000.0,269721000.0,,328210000.0,,,22253000.0,,,-12959000.0,299058000.0,282928000.0,,,2903385000.0,1393472000.0,466818000.0,422333000.0,321000.0,,0.06,9181000.0,29519000.0,,,,-94909000.0,,-76970000.0,8143000.0,-6151000.0,-60767000.0,320068000.0,1254493000.0,,213892000.0,301491000.0,16130000,44485000.0,130010000.0,25674000.0,213237000.0,33399000.0,138783000.0,-48150000.0,1254493000.0,,40477000,
2006-12-31,2091671000.0,2778973000.0,-50096000.0,25889000.0,486528000.0,56246000.0,42993000.0,945023000.0,15423000.0,0.3,497453000,-256257000.0,-12239000.0,97568000.0,3483449000.0,1391778000.0,501951000.0,87774000.0,97568000,97568000.0,,24228000.0,246861000.0,370714000.0,0.0,-4871000.0,-120833000.0,277065000.0,189270000.0,278650000.0,,329620000.0,,,21191000.0,,,-24020000.0,308183000.0,181337000.0,,,2981498000.0,1315737000.0,370714000.0,466818000.0,321000.0,,0.3,44045000.0,141613000.0,,,,-99464000.0,,-62496000.0,-12400000.0,-5366000.0,0.0,320553000.0,1304004000.0,,87225000.0,239759000.0,126846000,-96104000.0,85433000.0,0.0,138344000.0,-70513000.0,101254000.0,-21965000.0,1304004000.0,,152735000,
2007-03-31,2077671000.0,2805033000.0,-50008000.0,27265000.0,461028000.0,62404000.0,40567000.0,941189000.0,17700000.0,0.24,476556000,-210875000.0,84075000.0,76068000.0,3523056000.0,1445385000.0,478728000.0,48647000.0,76068000,76068000.0,,19052000.0,249078000.0,383061000.0,0.0,-14630000.0,-73129000.0,250703000.0,190286000.0,275124000.0,,330365000.0,,,23812000.0,,,-3331000.0,286270000.0,200001000.0,,,3044328000.0,1324250000.0,383061000.0,370714000.0,321000.0,,0.23,25263000.0,101331000.0,,,-911541000.0,-64049000.0,,-62648000.0,-12640000.0,-9023000.0,0.0,320553000.0,2260726000.0,,148124000.0,216425000.0,86269000,12347000.0,43095000.0,0.0,159434000.0,-11719000.0,118997000.0,-5894000.0,1349185000.0,,113534000,
2007-06-30,2070573000.0,2847281000.0,-50005000.0,27142000.0,454904000.0,67448000.0,51222000.0,722286000.0,19946000.0,,532370000,-10121000.0,24000000.0,92253000.0,3606784000.0,1536211000.0,474850000.0,43911000.0,92253000,92253000.0,,15555000.0,262713000.0,577068000.0,0.0,4456000.0,83465000.0,244998000.0,209454000.0,267188000.0,,,,,23641000.0,,,-13932000.0,322916000.0,199748000.0,,,3131934000.0,1299354000.0,577068000.0,383061000.0,321000.0,,,48964000.0,141217000.0,,,-996333000.0,-143318000.0,,-56776000.0,-10119000.0,-8271000.0,0.0,,2427606000.0,,167318000.0,230114000.0,123168000,194007000.0,70302000.0,1000.0,148526000.0,9189000.0,93773000.0,-27517000.0,1431273000.0,,150310000,
2007-09-30,2130015000.0,2847351000.0,-60104000.0,30345000.0,591381000.0,72925000.0,57194000.0,535292000.0,134405000.0,0.26,524081000,-107112000.0,118449000.0,83626000.0,3742069000.0,1612054000.0,725786000.0,43338000.0,83626000,83626000.0,,9529000.0,261018000.0,813673000.0,0.0,934000.0,131882000.0,275383000.0,206515000.0,410857000.0,,328873000.0,,,21727000.0,,,1586000.0,317566000.0,208027000.0,,,3016283000.0,1348965000.0,813673000.0,577068000.0,321000.0,,0.25,43267000.0,126893000.0,,,-996333000.0,-56953000.0,,-70679000.0,-10565000.0,-7566000.0,,320553000.0,2466077000.0,,175402000.0,295767000.0,109539000,236605000.0,53459000.0,,150833000.0,-3033000.0,105338000.0,-8461000.0,1469744000.0,,139884000,
2007-12-31,1981935000.0,2894268000.0,-60103000.0,34479000.0,417660000.0,37631000.0,56460000.0,147375000.0,133917000.0,0.33,540025000,-3898000.0,-11413000.0,107020000.0,3638595000.0,1656660000.0,551577000.0,21507000.0,107020000,107020000.0,,52197000.0,255165000.0,1007426000.0,0.0,2938000.0,264984000.0,286675000.0,204409000.0,301120000.0,,326284000.0,,,22250000.0,,,5811000.0,335616000.0,195039000.0,,62386000.0,3087018000.0,1154801000.0,1007426000.0,813673000.0,321000.0,,0.33,55483000.0,162503000.0,,,-996333000.0,-76730000.0,,-136548000.0,-76435000.0,-9668000.0,,320553000.0,2497152000.0,,65317000.0,391885000.0,140577000,193753000.0,4002000.0,,138579000.0,-130976000.0,90288000.0,26721000.0,1500819000.0,,175056000,
2008-03-31,2009228000.0,2895196000.0,-60104000.0,46352000.0,426576000.0,34351000.0,60449000.0,,133372000.0,0.19,487410000,-837000.0,110203000.0,61032000.0,3674018000.0,1664790000.0,559948000.0,28272000.0,61032000,61032000.0,,45696000.0,264075000.0,1189051000.0,0.0,-8361000.0,94451000.0,269292000.0,202614000.0,325284000.0,,322480000.0,,,19791000.0,,,-11132000.0,284796000.0,203738000.0,,61364000.0,3114070000.0,1189051000.0,1189051000.0,1007426000.0,321000.0,,0.19,31641000.0,92673000.0,,,-996333000.0,-45940000.0,,-68969000.0,-8855000.0,-8178000.0,,320553000.0,2493794000.0,,156143000.0,148112000.0,81058000,181625000.0,4002000.0,,143289000.0,26612000.0,77499000.0,-11935000.0,1497461000.0,,127410000,
2008-06-30,2046561000.0,2901139000.0,-60104000.0,50731000.0,419155000.0,39493000.0,60484000.0,205079000.0,141424000.0,,501267000,-204335000.0,86315000.0,66047000.0,3708390000.0,1661829000.0,560579000.0,26344000.0,66047000,66047000.0,,30423000.0,272421000.0,1013119000.0,0.0,13620000.0,-226228000.0,272029000.0,200857000.0,317210000.0,,,,,21447000.0,,,-5552000.0,300410000.0,205531000.0,,61655000.0,3147811000.0,1218198000.0,1013119000.0,1189051000.0,321000.0,,,34664000.0,100711000.0,,,-1018816000.0,-36247000.0,,-72266000.0,-12152000.0,-5127000.0,,,2504016000.0,,122562000.0,0.0,94879000,-175932000.0,825000.0,,145047000.0,-12985000.0,79673000.0,-20973000.0,1485200000.0,,145610000,
2008-09-30,2070599000.0,2904595000.0,-64111000.0,46781000.0,402068000.0,45914000.0,47601000.0,205262000.0,142105000.0,0.21,501204000,-1370000.0,119069000.0,67567000.0,3700763000.0,1630164000.0,544173000.0,28795000.0,67567000,67567000.0,,18747000.0,263244000.0,1051194000.0,-11449000.0,-3206000.0,-39811000.0,268570000.0,209654000.0,272414000.0,,323815000.0,,,21309000.0,,,6429000.0,291550000.0,193859000.0,,60290000.0,3156590000.0,1256456000.0,1051194000.0,1013119000.0,0.0,,0.21,35119000.0,102686000.0,,,-1018816000.0,-37995000.0,,-79178000.0,-15057000.0,-3823000.0,,320553000.0,2480585000.0,,157064000.0,2438000.0,97691000,38075000.0,21807000.0,,138915000.0,-2974000.0,86538000.0,-924000.0,1461769000.0,,144472000,
2008-12-31,1695697000.0,2742567000.0,-62303000.0,50893000.0,293367000.0,-18947000.0,64124000.0,207259000.0,175525000.0,-0.12,410675000,-1370000.0,42875000.0,-38784000.0,3209982000.0,1514285000.0,468892000.0,29354000.0,-38784000,-38784000.0,140732000.0,17681000.0,251661000.0,718200000.0,-57366000.0,1960000.0,-56398000.0,213370000.0,221842000.0,190281000.0,15936000.0,312718000.0,34793000.0,,20597000.0,,,7780000.0,188833000.0,266328000.0,,62981000.0,2741090000.0,925459000.0,718200000.0,1051194000.0,0.0,,-0.12,-34671000.0,-73455000.0,,,-1018816000.0,-29540000.0,,-349011000.0,-13316000.0,-1781000.0,,312718000.0,2423049000.0,,72415000.0,2237000.0,-77495000,-332994000.0,832000.0,,148183000.0,-90903000.0,81657000.0,169498000.0,1404233000.0,,-26602000,
2009-03-31,1607999000.0,2633638000.0,-60961000.0,51236000.0,276571000.0,-23067000.0,48760000.0,205474000.0,221430000.0,-0.09,339665000,-1392000.0,69968000.0,-26426000.0,3129928000.0,1521929000.0,498001000.0,51049000.0,-26426000,-26426000.0,27148000.0,22590000.0,239900000.0,692825000.0,-10956000.0,2119000.0,-63532000.0,196344000.0,171960000.0,194346000.0,22370000.0,304415000.0,79971000.0,114311000.0,18010000.0,,,13291000.0,167705000.0,173703000.0,,65279000.0,2631927000.0,898299000.0,692825000.0,718200000.0,304000.0,,-0.09,9244000.0,-17182000.0,,,,-35997000.0,,-67808000.0,-41291000.0,-2015000.0,0.0,304415000.0,,,105965000.0,2438000.0,-5998000,-25375000.0,820000.0,,120974000.0,55342000.0,63395000.0,41055000.0,1381474000.0,,45238000,
2009-06-30,1584951000.0,2580610000.0,-61126000.0,56513000.0,268776000.0,-217505000.0,50643000.0,204055000.0,218534000.0,,394471000,-1392000.0,78454000.0,8098000.0,3081775000.0,1496824000.0,487310000.0,21853000.0,8098000,8098000.0,26398000.0,34015000.0,217847000.0,709348000.0,535000.0,0.0,-31976000.0,207807000.0,203934000.0,179789000.0,26710000.0,,67273000.0,124863000.0,16760000.0,2042000.0,,21624000.0,190537000.0,169485000.0,0.0,76295000.0,2594465000.0,913403000.0,709348000.0,692825000.0,306000.0,0.0,,14472000.0,22570000.0,-11463000.0,,-946794000.0,-31897000.0,,-61852000.0,19862000.0,-7656000.0,-20588000.0,,2312846000.0,2140000.0,110351000.0,1313000.0,21052000,16523000.0,0.0,,117456000.0,30319000.0,70087000.0,-7277000.0,1366052000.0,34997000.0,77565000,
2009-09-30,1578411000.0,2561185000.0,-61377000.0,36496000.0,268943000.0,-6330000.0,54990000.0,101551000.0,220025000.0,0.14,449246000,0.0,112052000.0,41952000.0,3061307000.0,1482896000.0,488968000.0,130039000.0,41952000,41952000.0,152265000.0,24078000.0,192277000.0,836029000.0,-6730000.0,953000.0,71063000.0,228843000.0,197619000.0,165880000.0,,312162000.0,67760000.0,,18764000.0,-14891000.0,,24525000.0,251627000.0,154798000.0,-4000000.0,,2572339000.0,937580000.0,836029000.0,709348000.0,324000.0,,0.13,50048000.0,92000000.0,-21036000.0,,,-26463000.0,,-82897000.0,4224000.0,-8345000.0,-25744000.0,306276000.0,,26333000.0,138515000.0,100233000.0,96829000,126681000.0,0.0,,116693000.0,12984000.0,57966000.0,17809000.0,1352857000.0,26465000.0,133325000,
2009-12-31,1531560000.0,2553889000.0,-61017000.0,39832000.0,257392000.0,-1522000.0,64043000.0,101038000.0,195927000.0,0.19,473515000,0.0,2672000.0,58635000.0,2998452000.0,1466892000.0,453319000.0,125060000.0,58635000,58635000.0,25544000.0,26535000.0,196044000.0,737522000.0,-2063000.0,784000.0,-27180000.0,281122000.0,181727000.0,167409000.0,,310090000.0,170383000.0,,18227000.0,14248000.0,,-5522000.0,291788000.0,180596000.0,0.0,,2545133000.0,838560000.0,737522000.0,836029000.0,305000.0,0.0,0.19,54124000.0,112759000.0,-52279000.0,,,-28289000.0,,-102288000.0,1742000.0,-9061000.0,-53696000.0,305324000.0,,2501000.0,30961000.0,0.0,111192000,-98507000.0,0.0,,118367000.0,-95715000.0,69255000.0,8594000.0,1341832000.0,26933000.0,151024000,
2010-03-31,1632750000.0,2415172000.0,-60949000.0,40810000.0,472603000.0,11674000.0,67489000.0,100425000.0,200948000.0,0.22,508880000,0.0,138995000.0,-33903000.0,3078673000.0,1445923000.0,673551000.0,20215000.0,-33903000,-33903000.0,124775000.0,23091000.0,190589000.0,758436000.0,625000.0,-2000000.0,-26967000.0,297352000.0,200177000.0,371233000.0,29586000.0,309445000.0,76173000.0,,21105000.0,15388000.0,,5208000.0,308703000.0,357589000.0,0.0,64860000.0,2405122000.0,858861000.0,758436000.0,737522000.0,303000.0,-10000.0,0.21,-13714000.0,-47617000.0,-16257000.0,,,-25482000.0,,-116596000.0,1369000.0,-10353000.0,-57006000.0,304518000.0,,914000.0,164477000.0,0.0,-48886000,20914000.0,0.0,0.0,117100000.0,200329000.0,79351000.0,-53931000.0,1325348000.0,15279000.0,-8076000,
2010-06-30,1706613000.0,2364598000.0,-60412000.0,50385000.0,532517000.0,19741000.0,49880000.0,0.0,596850000.0,,565962000,0.0,113333000.0,58455000.0,3482325000.0,1775712000.0,1129367000.0,30325000.0,58455000,58455000.0,160326000.0,33909000.0,206040000.0,826512000.0,576000.0,-3735000.0,-258564000.0,339322000.0,225014000.0,37030000.0,226223000.0,,136524000.0,300000000.0,25779000.0,26446000.0,,-1530000.0,340948000.0,200441000.0,-312784000.0,194728000.0,2352958000.0,826512000.0,826512000.0,758436000.0,301000.0,30000.0,,84466000.0,142921000.0,-34686000.0,,-976884000.0,-43667000.0,,169640000.0,24402000.0,-11941000.0,-54459000.0,,2301320000.0,13053000.0,157000000.0,100000000.0,140507000,68076000.0,173000000.0,-40175000.0,122492000.0,-27880000.0,107797000.0,56618000.0,1324436000.0,9100000.0,190892000,
2010-09-30,1461681000.0,2355323000.0,-62467000.0,52134000.0,356760000.0,-4752000.0,73035000.0,,606423000.0,0.39,626139000,0.0,119970000.0,117550000.0,3305103000.0,1843422000.0,963183000.0,29968000.0,117550000,117550000.0,158471000.0,46235000.0,204207000.0,718280000.0,-1166000.0,535000.0,-111101000.0,331347000.0,239925000.0,192138000.0,249447000.0,301688000.0,147952000.0,300000000.0,32286000.0,11590000.0,,4817000.0,386214000.0,205925000.0,-73107000.0,240815000.0,2341920000.0,718280000.0,718280000.0,826512000.0,297000.0,-1422000.0,0.39,57897000.0,175447000.0,9541000.0,,-1014239000.0,-38529000.0,,-155630000.0,-2199000.0,-13700000.0,-89346000.0,298216000.0,2337431000.0,11991000.0,158499000.0,,180289000,-108232000.0,0.0,,127779000.0,-126207000.0,120345000.0,92635000.0,1323192000.0,27139000.0,232423000,
2010-12-31,1561686000.0,2399329000.0,-62278000.0,52228000.0,335350000.0,-1425000.0,72240000.0,,645377000.0,0.37,612936000,,140916000.0,109590000.0,3365693000.0,1804007000.0,980727000.0,27625000.0,109590000,109590000.0,183947000.0,129305000.0,217578000.0,798344000.0,-488000.0,0.0,-34354000.0,293264000.0,232661000.0,196593000.0,249777000.0,303260000.0,161430000.0,300000000.0,34265000.0,-18667000.0,,-13605000.0,380275000.0,227788000.0,0.0,228450000.0,2384966000.0,798344000.0,798344000.0,718280000.0,297000.0,-3237000.0,0.36,38309000.0,147899000.0,38083000.0,,-1002870000.0,-59068000.0,,-85566000.0,6047000.0,-14660000.0,-35969000.0,296550000.0,2301025000.0,8023000.0,199984000.0,,152487000,80064000.0,0.0,14555000.0,130001000.0,-7610000.0,96469000.0,11232000.0,1298155000.0,24522000.0,204715000,
2011-03-31,1676593000.0,2473271000.0,-62323000.0,,391153000.0,44734000.0,73510000.0,49924000.0,596224000.0,0.46,606775000,,227104000.0,136276000.0,3452417000.0,1775824000.0,987377000.0,25798000.0,136276000,136276000.0,23672000.0,89435000.0,234933000.0,868923000.0,-16000.0,0.0,-79300000.0,304591000.0,234125000.0,40984000.0,247526000.0,304515000.0,180442000.0,300000000.0,35571000.0,10952000.0,,-17673000.0,372650000.0,208639000.0,0.0,216439000.0,2465040000.0,918847000.0,868923000.0,798344000.0,5865000.0,0.0,0.45,26149000.0,162425000.0,-11327000.0,,-1037354000.0,-29593000.0,,-106818000.0,4229000.0,-14096000.0,-46689000.0,296511000.0,2323415000.0,,256697000.0,0.0,164011000,70579000.0,0.0,-2064000.0,130955000.0,3645000.0,107444000.0,43468000.0,1286061000.0,21228000.0,214695000,
2011-06-30,1727852000.0,2524790000.0,-62077000.0,,414340000.0,19427000.0,67045000.0,50346000.0,602585000.0,,626491000,0.0,198211000.0,125593000.0,3527743000.0,1799891000.0,1016925000.0,21653000.0,125593000,125593000.0,22771000.0,65495000.0,237928000.0,962541000.0,423000.0,0.0,-53579000.0,297632000.0,235666000.0,47767000.0,265125000.0,,183715000.0,300000000.0,36881000.0,-8621000.0,,-2974000.0,390825000.0,213326000.0,-7811000.0,204263000.0,2510818000.0,1012887000.0,962541000.0,868923000.0,296000.0,0.0,,50307000.0,175900000.0,6959000.0,,-1069876000.0,-48063000.0,,-99077000.0,4818000.0,-14268000.0,-59008000.0,,2378726000.0,,246274000.0,0.0,177499000,93618000.0,0.0,17202000.0,136573000.0,32551000.0,110153000.0,23295000.0,1308850000.0,21408000.0,227515000,
2011-09-30,1503942000.0,2526598000.0,-64781000.0,52071000.0,386667000.0,133446000.0,82456000.0,50299000.0,622360000.0,0.45,636002000,,71485000.0,133446000.0,3521583000.0,2017641000.0,1009027000.0,20552000.0,133446000,133446000.0,22155000.0,80972000.0,253159000.0,710041000.0,-492000.0,0.0,-203593000.0,328989000.0,240529000.0,73066000.0,411241000.0,301076000.0,189763000.0,311792000.0,34580000.0,4882000.0,,-9799000.0,395473000.0,222601000.0,-154269000.0,257016000.0,2512556000.0,760340000.0,710041000.0,962541000.0,293000.0,-16217000.0,0.44,34834000.0,168280000.0,-30790000.0,,-1098612000.0,-49324000.0,4100000.0,-169716000.0,2821000.0,-14335000.0,-88674000.0,294475000.0,2427444000.0,,120809000.0,,172872000,-252500000.0,0.0,-2865000.0,140213000.0,-126752000.0,126794000.0,41273000.0,1328832000.0,23465000.0,224943000,
2011-12-31,1465200000.0,2517166000.0,-64158000.0,,379659000.0,86977000.0,80826000.0,75375000.0,636530000.0,0.3,591359000,,180959000.0,88130000.0,3520655000.0,2055455000.0,1016189000.0,19055000.0,88130000,88130000.0,21529000.0,81396000.0,233404000.0,741160000.0,-6047000.0,-21883000.0,-100553000.0,246229000.0,243399000.0,62579000.0,432809000.0,299290000.0,197839000.0,308700000.0,31136000.0,-18397000.0,,19045000.0,347960000.0,227403000.0,-12018000.0,237776000.0,2504466000.0,816535000.0,741160000.0,710041000.0,292000.0,-4189000.0,0.29,28754000.0,116884000.0,82760000.0,,-1130003000.0,-68361000.0,,-117648000.0,4242000.0,-12992000.0,-72486000.0,291824000.0,2495818000.0,,249320000.0,,120557000,31119000.0,0.0,18943000.0,142084000.0,94599000.0,118427000.0,-1796000.0,1365815000.0,23474000.0,172552000,
2012-03-31,1637246000.0,2507298000.0,-64384000.0,,437627000.0,59074000.0,78011000.0,75405000.0,729412000.0,0.19,571212000,0.0,126446000.0,54517000.0,3670237000.0,2032991000.0,1167039000.0,26264000.0,22708000,54517000.0,22143000.0,79584000.0,220153000.0,860551000.0,-7940000.0,57852000.0,-1652000.0,296255000.0,235782000.0,72242000.0,423073000.0,300221000.0,205727000.0,308700000.0,28729000.0,27228000.0,,12412000.0,335430000.0,215604000.0,0.0,222354000.0,2503198000.0,935956000.0,860551000.0,741160000.0,9125000.0,0.0,0.18,88948000.0,111656000.0,-50026000.0,,-1150303000.0,-70053000.0,,-75456000.0,5172000.0,-13225000.0,-51631000.0,292276000.0,2511603000.0,,196499000.0,,119826000,119391000.0,0.0,-1172000.0,136075000.0,121172000.0,132906000.0,-9942000.0,1361300000.0,22038000.0,173302000,
2012-06-30,1699366000.0,2553418000.0,-64408000.0,53554000.0,755389000.0,41688000.0,79980000.0,75326000.0,444280000.0,0.38,604956000,0.0,113484000.0,110634000.0,3737946000.0,2038580000.0,1199669000.0,52988000.0,110634000,110634000.0,27797000.0,85177000.0,242162000.0,881060000.0,-22401000.0,-1245000.0,-78967000.0,317461000.0,232967000.0,255938000.0,423073000.0,299793000.0,198502000.0,5592000.0,26280000.0,11802000.0,,-22090000.0,371989000.0,213567000.0,-5737000.0,208913000.0,2538277000.0,956386000.0,881060000.0,860551000.0,293000.0,-400000.0,0.37,25279000.0,135913000.0,-21206000.0,303496000.0,-1166033000.0,-76610000.0,108000.0,-90618000.0,5247000.0,-15434000.0,-33621000.0,292757000.0,2519639000.0,22589000.0,190094000.0,,158422000,20509000.0,0.0,39123000.0,134007000.0,-13790000.0,147086000.0,1224000.0,1353606000.0,20890000.0,211976000,
2012-09-30,1666796000.0,2583060000.0,-70199000.0,53674000.0,682397000.0,21320000.0,80187000.0,75283000.0,453740000.0,0.44,623075000,,86042000.0,127888000.0,3704574000.0,2037778000.0,1136137000.0,60403000.0,127888000,127888000.0,26254000.0,94875000.0,258689000.0,849850000.0,-2707000.0,0.0,-50359000.0,316538000.0,237384000.0,205357000.0,422083000.0,298782000.0,195893000.0,5592000.0,27025000.0,-26466000.0,,-16015000.0,385691000.0,217581000.0,0.0,195410000.0,2568437000.0,925133000.0,849850000.0,881060000.0,292000.0,-224000.0,0.43,31773000.0,159661000.0,923000.0,303272000.0,-1196792000.0,-50703000.0,5742000.0,-117596000.0,5219000.0,-14915000.0,-72256000.0,292213000.0,2556674000.0,19437000.0,136745000.0,,168110000,-31210000.0,0.0,0.0,132930000.0,-88858000.0,127306000.0,22772000.0,1359882000.0,22497000.0,221784000,
2012-12-31,1723995000.0,2589619000.0,-70063000.0,51880000.0,673819000.0,43639000.0,80058000.0,75192000.0,483522000.0,0.26,605306000,0.0,192995000.0,76622000.0,3738553000.0,2014558000.0,1157341000.0,50940000.0,76622000,76622000.0,26321000.0,90470000.0,257690000.0,955107000.0,-24458000.0,0.0,-57987000.0,264545000.0,241931000.0,211022000.0,422083000.0,298759000.0,192434000.0,3997000.0,25362000.0,-9536000.0,,570000.0,363375000.0,221369000.0,0.0,182521000.0,2581212000.0,1030299000.0,955107000.0,849850000.0,7040000.0,-74000.0,0.26,38128000.0,114750000.0,51993000.0,304794000.0,-1100910000.0,-62102000.0,,-91853000.0,-861000.0,-15447000.0,-56973000.0,292075000.0,2459924000.0,22146000.0,255097000.0,0.0,142006000,105257000.0,0.0,16768000.0,135742000.0,96023000.0,110495000.0,-12979000.0,1359014000.0,22845000.0,193886000,
