date,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue
2013-03-31,2335958000.0,2629895000.0,-70421000.0,50391000.0,706963000.0,16633000.0,81954000.0,25095000.0,1014589000.0,0.45,604884000,0.0,156748000.0,131388000.0,4334118000.0,1998160000.0,1721552000.0,41660000.0,128785000,131388000.0,26063000.0,113010000.0,268018000.0,1547980000.0,-151000.0,0.0,5254000.0,300046000.0,228782000.0,241969000.0,422004000.0,300082000.0,213138000.0,503573000.0,25851000.0,10453000.0,,-12143000.0,376102000.0,221673000.0,0.0,165591000.0,2612566000.0,1573075000.0,1547980000.0,955107000.0,292000.0,-903000.0,0.44,22824000.0,151609000.0,-35501000.0,304314000.0,-1125918000.0,-54945000.0,3800000.0,375926000.0,4297000.0,-17621000.0,-74271000.0,292888000.0,2494823000.0,20200000.0,211693000.0,50000000.0,154429000,592873000.0,0.0,0.0,134138000.0,-2229000.0,114629000.0,18392000.0,1368905000.0,19613000.0,204820000,
2013-06-30,1939906000.0,2523457000.0,-69532000.0,51191000.0,404893000.0,16419000.0,82083000.0,25060000.0,1023019000.0,0.41,608194000,0.0,165478000.0,119014000.0,3935910000.0,1996004000.0,1427912000.0,43730000.0,119014000,119014000.0,29894000.0,96609000.0,275640000.0,1174986000.0,-442000.0,0.0,-36280000.0,285438000.0,236795000.0,248562000.0,422004000.0,296756000.0,206855000.0,503573000.0,26557000.0,-6961000.0,,-7657000.0,371399000.0,219867000.0,-3267000.0,157146000.0,2507998000.0,1200046000.0,1174986000.0,1547980000.0,288000.0,-302299000.0,0.4,25245000.0,144259000.0,14608000.0,2015000.0,-1152307000.0,-48922000.0,,-551114000.0,-7434000.0,-15747000.0,-200677000.0,290146000.0,2525431000.0,22437000.0,214400000.0,0.0,151532000,-372994000.0,0.0,19529000.0,132009000.0,24588000.0,105322000.0,-2813000.0,1373124000.0,18853000.0,202723000,
2013-09-30,1781768000.0,2412262000.0,-73744000.0,51133000.0,335357000.0,13555000.0,77430000.0,25036000.0,1030204000.0,0.36,585241000,0.0,59565000.0,103120000.0,3763997000.0,1982229000.0,1365561000.0,40063000.0,103120000,103120000.0,29300000.0,116225000.0,278218000.0,1009547000.0,-5547000.0,0.0,-33281000.0,297888000.0,238045000.0,180515000.0,422004000.0,290260000.0,205221000.0,500955000.0,27179000.0,-9162000.0,,-2301000.0,347196000.0,213040000.0,0.0,145618000.0,2398436000.0,1034583000.0,1009547000.0,1174986000.0,283000.0,0.0,0.36,22026000.0,125146000.0,-12450000.0,4804000.0,-1181166000.0,-36329000.0,4300000.0,-228052000.0,1697000.0,-14109000.0,-161352000.0,284654000.0,2555710000.0,21799000.0,95894000.0,0.0,134156000,-165439000.0,0.0,0.0,129902000.0,-97479000.0,101060000.0,25529000.0,1374544000.0,18740000.0,185289000,
2013-12-31,1890136000.0,2368350000.0,-73324000.0,64404000.0,381116000.0,24881000.0,83471000.0,0.0,1569702000.0,0.17,620274000,,188298000.0,44353000.0,4306882000.0,2416746000.0,1950818000.0,42803000.0,44353000,44353000.0,29343000.0,85554000.0,297234000.0,1149909000.0,-19561000.0,0.0,-472639000.0,288285000.0,291602000.0,231883000.0,596898000.0,288565000.0,202435000.0,1000871000.0,25542000.0,-3252000.0,,14030000.0,328672000.0,238717000.0,-453506000.0,404652000.0,2356064000.0,1149909000.0,1149909000.0,1009547000.0,283000.0,-1839000.0,0.17,20208000.0,64561000.0,33056000.0,2965000.0,-1194363000.0,-46133000.0,,378570000.0,-5573000.0,-12569000.0,-66207000.0,282664000.0,2566756000.0,21717000.0,234431000.0,27000000.0,89955000,140362000.0,0.0,19096000.0,142971000.0,112233000.0,99009000.0,-11705000.0,1372393000.0,22869000.0,154359000,
2014-03-31,1979278000.0,2412627000.0,-73481000.0,64665000.0,391388000.0,23845000.0,80680000.0,0.0,1562573000.0,0.43,605681000,,185291000.0,122544000.0,4354565000.0,2375287000.0,1953961000.0,38176000.0,122544000,122544000.0,37977000.0,79346000.0,290518000.0,1231248000.0,-3250000.0,0.0,-31539000.0,304128000.0,265744000.0,249568000.0,597676000.0,288575000.0,171431000.0,1000871000.0,24259000.0,-4044000.0,,7717000.0,339937000.0,229949000.0,-5750000.0,384167000.0,2400604000.0,1231248000.0,1231248000.0,1149909000.0,283000.0,-439000.0,0.42,-10632000.0,111912000.0,-15566000.0,2526000.0,-1229348000.0,-26407000.0,,-98820000.0,5035000.0,-12306000.0,-59473000.0,282627000.0,2584616000.0,20720000.0,211698000.0,0.0,109988000,81339000.0,0.0,0.0,141493000.0,33728000.0,94315000.0,-36482000.0,1355268000.0,22057000.0,174653000,
2014-06-30,2086702000.0,2423794000.0,-73626000.0,64391000.0,398635000.0,30815000.0,83153000.0,49953000.0,1577072000.0,0.3,642467000,-49953000.0,210430000.0,84793000.0,4405618000.0,2318916000.0,1975707000.0,29766000.0,84793000,84793000.0,53365000.0,54560000.0,289292000.0,1322472000.0,-12237000.0,0.0,-71980000.0,295828000.0,273507000.0,250760000.0,596637000.0,289487000.0,159879000.0,1001026000.0,25734000.0,5203000.0,,1226000.0,368960000.0,240173000.0,0.0,360994000.0,2429911000.0,1372425000.0,1322472000.0,1231248000.0,285000.0,-2430000.0,0.29,22814000.0,107607000.0,8300000.0,372000.0,-1243864000.0,-23654000.0,,-70880000.0,4897000.0,-17173000.0,-49666000.0,283431000.0,2575383000.0,20065000.0,234084000.0,0.0,128787000,91224000.0,0.0,23713000.0,143802000.0,62518000.0,102076000.0,-9501000.0,1331519000.0,21786000.0,193178000,
2014-09-30,2027779000.0,2430194000.0,-79763000.0,63693000.0,335130000.0,32007000.0,79989000.0,75094000.0,1558591000.0,0.35,580275000,-25142000.0,85311000.0,99980000.0,4305125000.0,2277346000.0,1893721000.0,40127000.0,99980000,99980000.0,61572000.0,67383000.0,305108000.0,1243883000.0,-11611000.0,0.0,-56616000.0,281932000.0,241454000.0,191840000.0,595441000.0,289430000.0,145597000.0,1001026000.0,26821000.0,4455000.0,,-15650000.0,338821000.0,226252000.0,,337917000.0,2411404000.0,1318977000.0,1243883000.0,1322472000.0,284000.0,-437000.0,0.35,-5499000.0,94481000.0,13896000.0,0.0,-1287286000.0,-31686000.0,,-138970000.0,2249000.0,-19074000.0,-70723000.0,284086000.0,2591147000.0,20122000.0,116997000.0,,112569000,-78589000.0,0.0,0.0,140362000.0,-85134000.0,96347000.0,6207000.0,1303861000.0,22420000.0,176262000,
2014-12-31,2072990000.0,2259997000.0,-79169000.0,71625000.0,334239000.0,162371000.0,79778000.0,75012000.0,1548547000.0,-0.25,566809000,0.0,154270000.0,-72034000.0,4124527000.0,2051537000.0,1882786000.0,38265000.0,-72034000,-72034000.0,64988000.0,67244000.0,306564000.0,1305870000.0,-157390000.0,0.0,5882000.0,258506000.0,252732000.0,204508000.0,511838000.0,282992000.0,120308000.0,1000000000.0,27103000.0,-12007000.0,,-1486000.0,314077000.0,220763000.0,0.0,306111000.0,2241741000.0,1380882000.0,1305870000.0,1243883000.0,283000.0,0.0,-0.25,359000.0,-71675000.0,23426000.0,,-1298986000.0,-18585000.0,,-116750000.0,1931000.0,-18539000.0,-66488000.0,282992000.0,2494309000.0,20102000.0,172855000.0,0.0,93314000,61987000.0,0.0,18653000.0,135945000.0,39898000.0,82526000.0,-30849000.0,1195323000.0,20776000.0,164939000,
2015-03-31,2180688000.0,2260011000.0,-79419000.0,71439000.0,355334000.0,25746000.0,75766000.0,75142000.0,1558534000.0,0.28,577263000,-200000.0,171879000.0,79433000.0,4167717000.0,1987029000.0,1913868000.0,36231000.0,79433000,79433000.0,56412000.0,66298000.0,297270000.0,1392197000.0,-8346000.0,0.0,-8270000.0,278427000.0,261995000.0,219321000.0,511824000.0,288840000.0,116284000.0,1000000000.0,30550000.0,477000.0,,9194000.0,315268000.0,201472000.0,0.0,283385000.0,2253849000.0,1467339000.0,1392197000.0,1305870000.0,12359000.0,0.0,0.28,20483000.0,99916000.0,-19921000.0,,-1319816000.0,-10185000.0,,-87467000.0,5997000.0,-18521000.0,-45143000.0,283418000.0,2475405000.0,20102000.0,182064000.0,500000.0,113796000,86327000.0,0.0,0.0,123913000.0,21545000.0,85361000.0,-15658000.0,1155589000.0,18586000.0,185235000,
2015-06-30,2320581000.0,2279112000.0,-79558000.0,92639000.0,383177000.0,15087000.0,72532000.0,75154000.0,1555187000.0,0.35,582517000,0.0,206428000.0,98659000.0,4228384000.0,1907803000.0,1938364000.0,43765000.0,98659000,98659000.0,54221000.0,49838000.0,288474000.0,1550965000.0,-13347000.0,0.0,22931000.0,278844000.0,278816000.0,229749000.0,511647000.0,289346000.0,90588000.0,1000000000.0,30327000.0,2874000.0,,10105000.0,303701000.0,195406000.0,0.0,261652000.0,2290020000.0,1626119000.0,1550965000.0,1392197000.0,283000.0,0.0,0.34,24789000.0,123448000.0,-417000.0,,-1263514000.0,-15360000.0,,-85951000.0,2372000.0,-17234000.0,-43391000.0,284202000.0,2354253000.0,34779000.0,221788000.0,0.0,108295000,158768000.0,0.0,22298000.0,121552000.0,84687000.0,88322000.0,-32207000.0,1090739000.0,17709000.0,200934000,
2015-09-30,2279046000.0,2121582000.0,-85387000.0,102053000.0,345954000.0,172411000.0,71995000.0,100285000.0,1484131000.0,-0.25,562510000,-26055000.0,101518000.0,-72143000.0,3944886000.0,1665840000.0,1830085000.0,107190000.0,-72143000,-72143000.0,53724000.0,46627000.0,290712000.0,1508347000.0,-164823000.0,0.0,-41270000.0,282471000.0,276159000.0,170632000.0,511647000.0,284588000.0,10602000.0,1000000000.0,35091000.0,-9776000.0,,-2167000.0,286351000.0,197293000.0,-1000000.0,241423000.0,2114801000.0,1608632000.0,1508347000.0,1550965000.0,10819000.0,0.0,-0.25,-10024000.0,-82167000.0,-3627000.0,,-944489000.0,-15821000.0,,-118687000.0,2249000.0,-17600000.0,-44519000.0,284588000.0,1750069000.0,59479000.0,117339000.0,,89058000,-42618000.0,0.0,0.0,121392000.0,-31718000.0,80752000.0,-53111000.0,805580000.0,16963000.0,191111000,
2015-12-31,2326629000.0,2103339000.0,-85712000.0,49082000.0,315251000.0,16449000.0,73643000.0,124955000.0,1473406000.0,0.24,510831000,-31040000.0,168959000.0,67469000.0,3937481000.0,1610852000.0,1788657000.0,146779000.0,67469000,67469000.0,52874000.0,47235000.0,274741000.0,1648518000.0,-12602000.0,2380000.0,7519000.0,231180000.0,218662000.0,176511000.0,490648000.0,290521000.0,651000.0,1000000000.0,32067000.0,-7659000.0,,15811000.0,292169000.0,190034000.0,,202877000.0,2148824000.0,1773473000.0,1648518000.0,1508347000.0,63014000.0,0.0,0.23,12471000.0,79940000.0,51291000.0,,-961692000.0,-13530000.0,,-49837000.0,3920000.0,-17529000.0,-30872000.0,285526000.0,1732240000.0,32528000.0,182489000.0,,102135000,140171000.0,0.0,14350000.0,113100000.0,33210000.0,74145000.0,18816000.0,770548000.0,18419000.0,151217000,
2016-03-31,2461910000.0,2154767000.0,-85714000.0,47088000.0,342033000.0,16890000.0,71778000.0,150076000.0,1500672000.0,0.49,555252000,-26782000.0,150456000.0,139810000.0,3981468000.0,1519558000.0,1842705000.0,91619000.0,139810000,139810000.0,48930000.0,88389000.0,234603000.0,1710340000.0,-3058000.0,0.0,60824000.0,278502000.0,236411000.0,193973000.0,490648000.0,289783000.0,643000.0,1000000000.0,34457000.0,8683000.0,11807000.0,22785000.0,318841000.0,138075000.0,,188510000.0,2138763000.0,1860416000.0,1710340000.0,1648518000.0,280000.0,,0.48,31525000.0,171335000.0,-47322000.0,,-953244000.0,-17530000.0,,-166988000.0,1491000.0,-16284000.0,-92654000.0,285854000.0,1702025000.0,30907000.0,167986000.0,,180766000,61822000.0,0.0,0.0,119178000.0,19832000.0,82696000.0,-333000.0,748781000.0,17875000.0,227854000,
2016-06-30,2807048000.0,2121749000.0,-85210000.0,46414000.0,609403000.0,18211000.0,71483000.0,125439000.0,1517399000.0,0.32,566126000,-25000000.0,231583000.0,92339000.0,4234616000.0,1427568000.0,2126802000.0,97829000.0,92339000,92339000.0,45908000.0,91920000.0,227929000.0,2105229000.0,-32180000.0,0.0,35649000.0,256531000.0,219099000.0,217219000.0,490648000.0,288544000.0,756000.0,990090000.0,38779000.0,5076000.0,,7657000.0,347027000.0,192474000.0,-1554000.0,146540000.0,2107814000.0,2230668000.0,2105229000.0,1710340000.0,284000.0,0.0,0.32,23607000.0,115946000.0,21971000.0,249717000.0,-937230000.0,-22488000.0,,105169000.0,1890000.0,-14219000.0,-93125000.0,285354000.0,1629781000.0,21153000.0,254071000.0,50000000.0,154553000,394889000.0,0.0,19625000.0,113491000.0,77967000.0,82535000.0,-13510000.0,692551000.0,16444000.0,200967000,
2016-09-30,2833914000.0,2141326000.0,-93627000.0,43485000.0,531967000.0,23254000.0,70852000.0,175441000.0,1525413000.0,0.49,561396000,-77561000.0,109092000.0,137614000.0,4192616000.0,1358702000.0,2057380000.0,57744000.0,137614000,137614000.0,37368000.0,89398000.0,223484000.0,2092073000.0,-16099000.0,0.0,73000.0,253518000.0,215664000.0,159698000.0,491015000.0,288574000.0,,990685000.0,35754000.0,-858000.0,,2517000.0,345732000.0,157560000.0,,131496000.0,2135236000.0,2267514000.0,2092073000.0,2105229000.0,284000.0,,0.48,27589000.0,165203000.0,3013000.0,249788000.0,-956586000.0,-14310000.0,,-136631000.0,-5206000.0,-6374000.0,-62915000.0,283633000.0,1635033000.0,3138000.0,123402000.0,49540000.0,188172000,-13156000.0,0.0,,112746000.0,-69878000.0,83589000.0,14895000.0,678447000.0,17120000.0,231657000,
2016-12-31,2622562000.0,2155698000.0,-93562000.0,42140000.0,260673000.0,18456000.0,71543000.0,399461000.0,1543110000.0,0.46,550998000,-225948000.0,176855000.0,130477000.0,3947974000.0,1325412000.0,1803783000.0,56344000.0,130477000,130477000.0,37331000.0,75284000.0,236040000.0,1687435000.0,-1247000.0,0.0,-213045000.0,224342000.0,210820000.0,150893000.0,491015000.0,288106000.0,,991281000.0,36137000.0,-11999000.0,,-12512000.0,340178000.0,189857000.0,,117393000.0,2144191000.0,2086896000.0,1687435000.0,2092073000.0,284000.0,-250000000.0,0.45,17961000.0,148438000.0,29176000.0,0.0,-977960000.0,-15775000.0,,-384223000.0,-4239000.0,-11791000.0,-65474000.0,283294000.0,1638620000.0,3138000.0,192630000.0,26454000.0,150321000,-404638000.0,0.0,17658000.0,114057000.0,5179000.0,70505000.0,-7520000.0,660660000.0,18073000.0,192461000,
2017-03-31,2715107000.0,2169760000.0,-93387000.0,40473000.0,294110000.0,19300000.0,73987000.0,499154000.0,1563364000.0,0.5,581216000,-99560000.0,212411000.0,140213000.0,4017783000.0,1302676000.0,1857474000.0,70845000.0,140213000,140213000.0,37459000.0,60195000.0,241439000.0,1656727000.0,-1450000.0,0.0,-107059000.0,257592000.0,214312000.0,170910000.0,491015000.0,287882000.0,,991877000.0,35724000.0,11887000.0,,-5505000.0,366904000.0,191202000.0,,103981000.0,2160309000.0,2155881000.0,1656727000.0,1687435000.0,284000.0,0.0,0.49,30155000.0,170368000.0,-33250000.0,0.0,-985868000.0,-8286000.0,,-144346000.0,-8268000.0,-9735000.0,-68461000.0,282903000.0,1622703000.0,4538000.0,220697000.0,0.0,175702000,-30708000.0,0.0,-3194000.0,113163000.0,32869000.0,82938000.0,-16967000.0,636835000.0,18300000.0,216175000,
2017-06-30,3305594000.0,2212301000.0,-93396000.0,38194000.0,278997000.0,18289000.0,75129000.0,498718000.0,2088542000.0,0.58,602005000,-49891000.0,223878000.0,163309000.0,4570233000.0,1264639000.0,2367539000.0,76176000.0,163309000,163309000.0,43366000.0,57059000.0,247242000.0,2246121000.0,-1175000.0,0.0,-5365000.0,256454000.0,208339000.0,182962000.0,491015000.0,287494000.0,1514000.0,1487678000.0,14974000.0,-5235000.0,,-5715000.0,393666000.0,193113000.0,,90867000.0,2202694000.0,2744839000.0,2246121000.0,1656727000.0,283000.0,0.0,0.57,32271000.0,195580000.0,1139000.0,0.0,-952915000.0,-13050000.0,3798000.0,357831000.0,-3688000.0,-9890000.0,-83324000.0,282747000.0,1559496000.0,3688000.0,236928000.0,50000000.0,200553000,589394000.0,0.0,19805000.0,114011000.0,8433000.0,77373000.0,1697000.0,606581000.0,17624000.0,238747000,
2017-09-30,3307582000.0,2207052000.0,-101462000.0,36754000.0,233912000.0,17329000.0,73681000.0,1196827000.0,2104350000.0,0.55,575676000,-716304000.0,205384000.0,154533000.0,4536006000.0,1228424000.0,2338262000.0,61937000.0,154533000,154533000.0,40677000.0,55033000.0,245347000.0,1577160000.0,-5475000.0,0.0,-711657000.0,233215000.0,201845000.0,146315000.0,491015000.0,286437000.0,1436000.0,1488406000.0,16994000.0,-9979000.0,,1835000.0,373831000.0,183190000.0,-606000.0,79850000.0,2197744000.0,2773987000.0,1577160000.0,2246121000.0,283000.0,,0.54,26419000.0,180952000.0,23239000.0,0.0,-972829000.0,-14321000.0,,-177009000.0,-5416000.0,-9591000.0,-80707000.0,282170000.0,1568451000.0,3688000.0,219705000.0,18101000.0,190641000,-668961000.0,0.0,0.0,108601000.0,-1087000.0,66915000.0,12115000.0,595622000.0,17287000.0,227395000,
2017-12-31,3342720000.0,1997207000.0,-101421000.0,35813000.0,745390000.0,21890000.0,85323000.0,1191765000.0,1833424000.0,-0.27,622637000,-137166000.0,207462000.0,-75015000.0,4564512000.0,1221792000.0,2578814000.0,65243000.0,-75015000,-75015000.0,41736000.0,24153000.0,259597000.0,1631510000.0,-7373000.0,0.0,-19529000.0,235695000.0,212961000.0,151403000.0,491015000.0,281560000.0,,990428000.0,0.0,13643000.0,,-14125000.0,409676000.0,201255000.0,-1500000.0,67716000.0,1985698000.0,2823275000.0,1631510000.0,1577160000.0,283000.0,0.0,-0.27,272942000.0,197927000.0,-2480000.0,498694000.0,-993030000.0,-22413000.0,,-155996000.0,-6104000.0,-11792000.0,-83057000.0,281560000.0,1590848000.0,10523000.0,229875000.0,140106000.0,208421000,54350000.0,0.0,14975000.0,115896000.0,251024000.0,84770000.0,-3188000.0,597818000.0,21040000.0,244234000,
2018-03-31,3340838000.0,1963912000.0,-117883000.0,37201000.0,803951000.0,,81304000.0,1094801000.0,1868253000.0,0.69,648599000,-270071000.0,206295000.0,193627000.0,4623195000.0,1282357000.0,2672204000.0,69428000.0,193627000,193627000.0,59497000.0,22275000.0,273616000.0,1629593000.0,-2272000.0,,22367000.0,320553000.0,224653000.0,196155000.0,532904000.0,285881000.0,,990787000.0,0.0,-235000.0,,-11036000.0,423946000.0,196836000.0,-57773000.0,90848000.0,1950991000.0,2724394000.0,1629593000.0,1631510000.0,283000.0,0.0,0.68,28677000.0,222304000.0,-80953000.0,499050000.0,-989337000.0,-16930000.0,,-247509000.0,-9642000.0,-13204000.0,-137342000.0,280850000.0,1578514000.0,24339000.0,223225000.0,364297000.0,227110000,-1917000.0,,0.0,114390000.0,-26698000.0,84407000.0,-2670000.0,589177000.0,20605000.0,264311000,
2018-06-30,3210409000.0,1945646000.0,-117321000.0,36083000.0,797395000.0,,82611000.0,1082915000.0,1723226000.0,0.7,633154000,-327227000.0,134541000.0,194172000.0,4451561000.0,1241152000.0,2520621000.0,51291000.0,194172000,194172000.0,70743000.0,21548000.0,282390000.0,1543484000.0,-833000.0,,-1247000.0,280072000.0,214486000.0,187456000.0,532251000.0,283934000.0,,991147000.0,0.0,6131000.0,,-9450000.0,418668000.0,195440000.0,0.0,78246000.0,1930940000.0,2626399000.0,1543484000.0,1629593000.0,279000.0,0.0,0.68,29528000.0,223700000.0,40480000.0,499406000.0,-1002587000.0,-12118000.0,,-231521000.0,-9148000.0,-14985000.0,-137172000.0,279304000.0,1581951000.0,17961000.0,146659000.0,338036000.0,223228000,-86109000.0,,21346000.0,112056000.0,-125230000.0,92572000.0,21458000.0,579364000.0,19753000.0,259311000,
2018-09-30,3311525000.0,1924764000.0,-127857000.0,31191000.0,928277000.0,-117000.0,81518000.0,964643000.0,1707952000.0,0.71,638495000,-191630000.0,188869000.0,197423000.0,4548552000.0,1237027000.0,2636229000.0,56977000.0,197423000,197423000.0,64283000.0,33329000.0,275374000.0,1598772000.0,-994000.0,,97378000.0,439407000.0,208259000.0,148364000.0,532251000.0,282454000.0,,991506000.0,0.0,-5263000.0,,7002000.0,430236000.0,195059000.0,-2949000.0,74785000.0,1912323000.0,2563415000.0,1598772000.0,1543484000.0,279000.0,,0.7,36214000.0,233637000.0,-23604000.0,499762000.0,-1025713000.0,-18316000.0,,-249275000.0,-8000000.0,-12720000.0,-120026000.0,278045000.0,1598727000.0,60877000.0,207185000.0,310272000.0,235177000,55288000.0,135187000.0,0.0,112708000.0,-39398000.0,84087000.0,-3032000.0,573014000.0,20497000.0,266368000,
2018-12-31,2657918000.0,1766471000.0,-126808000.0,26803000.0,406480000.0,,77853000.0,553901000.0,1727033000.0,0.48,576906000,-23863000.0,211653000.0,131892000.0,3888927000.0,1231009000.0,2133513000.0,59614000.0,131892000,131892000.0,62116000.0,26933000.0,278925000.0,1406740000.0,-1932000.0,,399076000.0,391419000.0,203858000.0,136795000.0,532251000.0,280008000.0,,991866000.0,,7664000.0,,-3505000.0,373048000.0,188912000.0,0.0,67161000.0,1755414000.0,1960641000.0,1406740000.0,1598772000.0,279000.0,-500000000.0,0.47,50784000.0,182676000.0,43402000.0,,-1043979000.0,-12597000.0,,-815358000.0,0.0,-11336000.0,-213474000.0,276252000.0,1615962000.0,39507000.0,224250000.0,435535000.0,184136000,-192032000.0,,17689000.0,110303000.0,46045000.0,99577000.0,-5174000.0,571983000.0,21656000.0,210939000,
2019-03-31,2576769000.0,1672938000.0,-125566000.0,27182000.0,398997000.0,,74116000.0,243864000.0,1742110000.0,0.48,542383000,-770000.0,185681000.0,130613000.0,3803854000.0,1227085000.0,2141107000.0,61843000.0,130613000,130613000.0,61105000.0,24358000.0,272832000.0,1654563000.0,-1744000.0,-540000.0,288933000.0,381152000.0,201552000.0,162009000.0,532251000.0,276610000.0,,992225000.0,,-13372000.0,,6123000.0,340831000.0,181947000.0,0.0,61036000.0,1662747000.0,1898427000.0,1654563000.0,1406740000.0,279000.0,0.0,0.47,29845000.0,160458000.0,-14323000.0,,-1063310000.0,-21257000.0,,-248048000.0,-1052000.0,-10470000.0,-126573000.0,273221000.0,1635265000.0,44179000.0,206938000.0,311468000.0,158884000,247823000.0,,0.0,107075000.0,30221000.0,86798000.0,-3955000.0,571955000.0,22820000.0,186066000,
2019-06-30,2539500000.0,1856358000.0,-125345000.0,25569000.0,371167000.0,,75130000.0,140990000.0,1527539000.0,1.35,556545000,-1500000.0,206814000.0,367558000.0,3743982000.0,1204482000.0,1898706000.0,38267000.0,367558000,367558000.0,65537000.0,34640000.0,246512000.0,1757342000.0,-1715000.0,-60000.0,71524000.0,360016000.0,200154000.0,152577000.0,532251000.0,275834000.0,,992584000.0,0.0,699000.0,,26383000.0,356391000.0,181105000.0,0.0,56242000.0,1845276000.0,1898332000.0,1757342000.0,1654563000.0,272000.0,0.0,1.33,-189908000.0,177650000.0,,,-1072795000.0,-30653000.0,,-206212000.0,0.0,-11354000.0,-108767000.0,272382000.0,1650517000.0,33765000.0,237467000.0,103431000.0,175286000,102779000.0,,22486000.0,105136000.0,-204157000.0,84335000.0,26118000.0,577722000.0,22004000.0,200855000,
2019-09-30,2424624000.0,1793012000.0,-130222000.0,23921000.0,342516000.0,27000.0,76115000.0,98176000.0,1556985000.0,0.52,533040000,0.0,120639000.0,140156000.0,3680787000.0,1256163000.0,1899501000.0,97439000.0,140156000,140156000.0,117903000.0,24982000.0,235959000.0,1695191000.0,-1434000.0,-35000.0,22814000.0,370316000.0,189717000.0,138812000.0,532251000.0,274436000.0,,992944000.0,,1242000.0,,10578000.0,343323000.0,185885000.0,0.0,52376000.0,1781286000.0,1793367000.0,1695191000.0,1757342000.0,271000.0,,0.51,17677000.0,157833000.0,,,-1092016000.0,-20631000.0,,-226235000.0,,-11997000.0,-103495000.0,271388000.0,1666113000.0,31704000.0,141270000.0,42921000.0,157438000,-62151000.0,,0.0,108989000.0,-48334000.0,81794000.0,453000.0,574097000.0,24671000.0,181359000,
2019-12-31,2379297000.0,1737528000.0,-129810000.0,24087000.0,360471000.0,5934000.0,76071000.0,63006000.0,1539849000.0,0.54,551070000,0.0,223795000.0,146050000.0,3626829000.0,1247532000.0,1900320000.0,95413000.0,146050000,146050000.0,112803000.0,23797000.0,223958000.0,1720194000.0,-2728000.0,-33000.0,21055000.0,348342000.0,190546000.0,127478000.0,532251000.0,273269000.0,,993303000.0,,3602000.0,,12005000.0,360524000.0,188740000.0,-516000.0,48509000.0,1726509000.0,1783200000.0,1720194000.0,1695191000.0,270000.0,0.0,0.53,22989000.0,169039000.0,,,,-13670000.0,,-233517000.0,-8000000.0,-11289000.0,-115580000.0,270330000.0,,38307000.0,237465000.0,35146000.0,171784000,25003000.0,,,111914000.0,39898000.0,89449000.0,-2684000.0,571359000.0,24067000.0,195871000,
