date,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
1998-12-31,,-143000000.0,469000000.0,94000000.0,2208000000.0,,0.0,-9397000000.0,-353000000.0,-14000000.0,1255000000.0,282000000.0,,211000000.0,852000000.0,75000000.0,-260000000.0,8555000000.0,-18000000.0,,469000000.0,,10763000000.0,,12029000000.0,68000000.0,,,,226000000.0,338000000.0,5126000000.0,187000000.0,187000000.0,447000000.0,1631000000,,560000000,187000000.0,-118000000.0,187000000,6677000000.0,93000000.0,,1039000000.0,373000000.0,1266000000.0,,-10000000.0,17952000000.0,1641000000.0,-86000000.0,,,,,592000000.0,,5352000000.0,25000000.0,834000000.0,559000000.0,,2347000000.0,93000000,93000000.0,,238000000.0,4888000000.0,,,,,,,,
1999-03-31,360330000.0,-180000000.0,616000000.0,47000000.0,2194000000.0,,0.0,-9672000000.0,25000000.0,9000000.0,1261000000.0,275000000.0,,680000000.0,549000000.0,315000000.0,361000000.0,8674000000.0,106000000.0,,616000000.0,0.305,10868000000.0,,12296000000.0,500000000.0,,,,228000000.0,322000000.0,,548000000.0,548000000.0,187000000.0,1412000000,,636000000,548000000.0,-344000000.0,357000000,6858000000.0,209000000.0,,906000000.0,279000000.0,1428000000.0,360330000.0,-32000000.0,18346000000.0,1933000000.0,-89000000.0,,,2243000000.0,,506000000.0,,5438000000.0,-164000000.0,995000000.0,462000000.0,,2207000000.0,209000000,209000000.0,,143000000.0,,,0.305,,,,,,
1999-06-30,358482000.0,-198000000.0,1387000000.0,58000000.0,2626000000.0,,0.0,-9917000000.0,879000000.0,32000000.0,1138000000.0,301000000.0,,410000000.0,891000000.0,105000000.0,47000000.0,9083000000.0,28000000.0,,1387000000.0,0.1125,11709000000.0,,13306000000.0,212000000.0,,,,228000000.0,369000000.0,,595000000.0,595000000.0,548000000.0,1614000000,,379000000,595000000.0,-1242000000.0,135000000,7925000000.0,77000000.0,,1026000000.0,244000000.0,1597000000.0,358482000.0,-52000000.0,19000000000.0,2847000000.0,-89000000.0,,,2231000000.0,,588000000.0,,5381000000.0,-1044000000.0,1091000000.0,521000000.0,,2493000000.0,77000000,77000000.0,,180000000.0,4746000000.0,,0.1125,,,,,,
1999-09-30,358282000.0,-229000000.0,519000000.0,58000000.0,2760000000.0,,0.0,-10029000000.0,-344000000.0,39000000.0,1112000000.0,308000000.0,,428000000.0,729000000.0,447000000.0,-225000000.0,9142000000.0,156000000.0,,519000000.0,0.425,11902000000.0,,13520000000.0,199000000.0,,,,228000000.0,462000000.0,,370000000.0,370000000.0,595000000.0,1892000000,,715000000,370000000.0,-309000000.0,470000000,7936000000.0,291000000.0,,1199000000.0,245000000.0,1618000000.0,358282000.0,-5000000.0,19171000000.0,2257000000.0,-89000000.0,,,2433000000.0,,693000000.0,,5584000000.0,-80000000.0,1276000000.0,658000000.0,,3091000000.0,291000000,291000000.0,,282000000.0,5357000000.0,,0.425,,,,,,
1999-12-31,,-254000000.0,464000000.0,59000000.0,2804000000.0,,0.0,-10290000000.0,223000000.0,1000000.0,1079000000.0,343000000.0,,45000000.0,729000000.0,152000000.0,-9000000.0,9264000000.0,32000000.0,,464000000.0,,12068000000.0,,13441000000.0,-209000000.0,,,,226000000.0,407000000.0,5370000000.0,361000000.0,361000000.0,370000000.0,1520000000,,486000000,361000000.0,-277000000.0,214000000,7845000000.0,120000000.0,,943000000.0,296000000.0,1373000000.0,,-27000000.0,19554000000.0,1870000000.0,-88000000.0,,,,,577000000.0,,5596000000.0,-23000000.0,999000000.0,482000000.0,,3478000000.0,120000000,120000000.0,,187000000.0,5849000000.0,,,,,,,,
2000-03-31,356332670.0,-301000000.0,246000000.0,62000000.0,2968000000.0,,0.0,-10551000000.0,-326000000.0,7000000.0,1166000000.0,312000000.0,,480000000.0,689000000.0,178000000.0,-257000000.0,9316000000.0,57000000.0,,246000000.0,0.1775,12284000000.0,,13361000000.0,179000000.0,,,,228000000.0,448000000.0,,104000000.0,104000000.0,361000000.0,1468000000,,496000000,104000000.0,-411000000.0,237000000,7743000000.0,121000000.0,,926000000.0,359000000.0,1077000000.0,356332670.0,-16000000.0,19867000000.0,1697000000.0,-92000000.0,,,2494000000.0,,542000000.0,,5618000000.0,-110000000.0,1003000000.0,463000000.0,,3478000000.0,121000000,121000000.0,,198000000.0,,,0.1775,,,,,,
2000-06-30,340000000.0,-359000000.0,823000000.0,64000000.0,3130000000.0,,0.0,-10764000000.0,468000000.0,26000000.0,1176000000.0,320000000.0,,268000000.0,718000000.0,305000000.0,130000000.0,9456000000.0,101000000.0,,823000000.0,0.6,12586000000.0,,14196000000.0,-91000000.0,,,,228000000.0,547000000.0,,234000000.0,234000000.0,104000000.0,1670000000,,613000000,234000000.0,-606000000.0,347000000,8471000000.0,204000000.0,,1065000000.0,64000000.0,1610000000.0,340000000.0,-18000000.0,20220000000.0,2428000000.0,-91000000.0,,,2606000000.0,,605000000.0,,5725000000.0,-247000000.0,1058000000.0,578000000.0,,3479000000.0,204000000,204000000.0,,478000000.0,5754000000.0,,0.6,,,,,,
2000-09-30,340000000.0,-255000000.0,1178000000.0,74000000.0,3452000000.0,,0.0,-10940000000.0,210000000.0,46000000.0,1254000000.0,331000000.0,,307000000.0,731000000.0,479000000.0,143000000.0,9642000000.0,165000000.0,,1178000000.0,0.92,13094000000.0,,14937000000.0,52000000.0,,,,228000000.0,613000000.0,,377000000.0,377000000.0,234000000.0,2087000000,,748000000,377000000.0,-374000000.0,511000000,9032000000.0,314000000.0,,1242000000.0,-7000000.0,1843000000.0,342000000.0,-51000000.0,20582000000.0,2953000000.0,-92000000.0,,,2829000000.0,,845000000.0,,5905000000.0,275000000.0,1162000000.0,690000000.0,,3480000000.0,314000000,314000000.0,,445000000.0,5800000000.0,,0.925,,,,,,
2000-12-31,,-384000000.0,1223000000.0,77000000.0,3585000000.0,,0.0,-11088000000.0,383000000.0,13000000.0,1378000000.0,370000000.0,,-79000000.0,835000000.0,78000000.0,-248000000.0,9934000000.0,13000000.0,,1223000000.0,,13519000000.0,,15300000000.0,-463000000.0,,,,226000000.0,564000000.0,5593000000.0,129000000.0,129000000.0,377000000.0,1857000000,,415000000,129000000.0,-552000000.0,146000000,9481000000.0,65000000.0,,981000000.0,-1459000000.0,1781000000.0,,-65000000.0,21022000000.0,2763000000.0,-91000000.0,,,,,876000000.0,,5819000000.0,-584000000.0,976000000.0,637000000.0,,3976000000.0,65000000,65000000.0,,645000000.0,6611000000.0,,,,,,,,
2001-03-31,351715140.0,-333000000.0,1385000000.0,85000000.0,3730000000.0,,300000000.0,-11290000000.0,-213000000.0,15000000.0,1467000000.0,340000000.0,,502000000.0,750000000.0,166000000.0,-54000000.0,10139000000.0,56000000.0,,1385000000.0,0.1625,13869000000.0,,15663000000.0,169000000.0,,,,228000000.0,525000000.0,13000000.0,109000000.0,109000000.0,66000000.0,1941000000,,480000000,12000000.0,-343000000.0,240000000,9813000000.0,110000000.0,,990000000.0,392000000.0,1794000000.0,351715140.0,,21429000000.0,2973000000.0,-87000000.0,,,2819000000.0,,951000000.0,,5850000000.0,-10000000.0,1063000000.0,619000000.0,,3977000000.0,110000000,110000000.0,,726000000.0,,,0.1625,,,,,,
2001-06-30,338000000.0,-262000000.0,1562000000.0,82000000.0,4059000000.0,,-401000000.0,-11508000000.0,856000000.0,34000000.0,1398000000.0,373000000.0,,347000000.0,732000000.0,328000000.0,-3000000.0,10637000000.0,109000000.0,,1562000000.0,0.647929,14696000000.0,,16559000000.0,85000000.0,,,,228000000.0,622000000.0,5000000.0,72000000.0,72000000.0,12000000.0,2166000000,,625000000,72000000.0,-1206000000.0,380000000,10584000000.0,219000000.0,,1112000000.0,238000000.0,1863000000.0,338000000.0,,22145000000.0,3311000000.0,,,,2944000000.0,,1054000000.0,,5975000000.0,-944000000.0,1127000000.0,670000000.0,,4474000000.0,219000000,219000000.0,,748000000.0,,,0.65,,,,,,
2001-09-30,338000000.0,-255000000.0,1563000000.0,83000000.0,4065000000.0,,-97000000.0,-11463000000.0,292000000.0,46000000.0,1307000000.0,341000000.0,,814000000.0,747000000.0,499000000.0,227000000.0,11284000000.0,165000000.0,,1563000000.0,0.99,15349000000.0,,17355000000.0,559000000.0,,,,228000000.0,464000000.0,-9000000.0,299000000.0,299000000.0,72000000.0,2529000000,,786000000,299000000.0,-879000000.0,540000000,11150000000.0,334000000.0,,1287000000.0,,2006000000.0,338000000.0,,22747000000.0,3537000000.0,,,,3181000000.0,,1242000000.0,,6205000000.0,-624000000.0,1510000000.0,806000000.0,,4872000000.0,334000000,334000000.0,,560000000.0,,,0.99,,,,,,
2001-12-31,,-304000000.0,1982000000.0,74000000.0,4199000000.0,,0.0,-11726000000.0,345000000.0,8000000.0,1442000000.0,349000000.0,,279000000.0,819000000.0,167000000.0,-217000000.0,11662000000.0,49000000.0,,1982000000.0,,15861000000.0,,17463000000.0,-25000000.0,,,,228000000.0,473000000.0,-219000000.0,82000000.0,82000000.0,299000000.0,1839000000,,488000000,82000000.0,-841000000.0,237000000,11222000000.0,118000000.0,,1056000000.0,,1602000000.0,,,23388000000.0,3639000000.0,-92000000.0,,,3207000000.0,,783000000.0,,6241000000.0,-587000000.0,1184000000.0,780000000.0,,4858000000.0,118000000,118000000.0,,391000000.0,7443000000.0,,,,,,,,
2002-03-31,338200000.0,-269000000.0,1547000000.0,80000000.0,3642000000.0,,-16000000.0,-11953000000.0,-102000000.0,13000000.0,1481000000.0,283000000.0,,690000000.0,783000000.0,185000000.0,35000000.0,12271000000.0,19000000.0,6000000.0,1547000000.0,-0.165387,15913000000.0,,17474000000.0,421000000.0,,,,228000000.0,432000000.0,8000000.0,117000000.0,117000000.0,82000000.0,1843000000,,520000000,117000000.0,-553000000.0,256000000,11435000000.0,-56000000.0,,1039000000.0,524000000.0,1561000000.0,338600000.0,-98000000.0,24224000000.0,3403000000.0,,,,3053000000.0,,804000000.0,,6039000000.0,-284000000.0,1424000000.0,615000000.0,,5333000000.0,166000000,-56000000.0,,546000000.0,,,-0.165,,,,,,
2002-06-30,341200000.0,-289000000.0,1129000000.0,79000000.0,3362000000.0,,-19000000.0,-11904000000.0,161000000.0,47000000.0,1475000000.0,358000000.0,,737000000.0,750000000.0,373000000.0,267000000.0,12964000000.0,123000000.0,336000000.0,1129000000.0,0.73,16326000000.0,,18152000000.0,448000000.0,,,,228000000.0,619000000.0,8000000.0,384000000.0,384000000.0,117000000.0,2248000000,,639000000,384000000.0,-631000000.0,409000000,11678000000.0,250000000.0,,1159000000.0,,1826000000.0,342200000.0,,24868000000.0,2980000000.0,,,,3205000000.0,,1089000000.0,,6474000000.0,-342000000.0,1232000000.0,656000000.0,,5697000000.0,250000000,250000000.0,,428000000.0,8488000000.0,,0.73,,,,,,
2002-09-30,351400000.0,-245000000.0,1270000000.0,74000000.0,3302000000.0,,-8000000.0,-11984000000.0,79000000.0,18000000.0,1560000000.0,310000000.0,,801000000.0,1004000000.0,207000000.0,312000000.0,13172000000.0,57000000.0,18000000.0,1270000000.0,0.425,16474000000.0,,18693000000.0,556000000.0,,,,228000000.0,628000000.0,12000000.0,696000000.0,696000000.0,384000000.0,2353000000,,492000000,696000000.0,-568000000.0,267000000,12137000000.0,150000000.0,,1271000000.0,,2219000000.0,351800000.0,,25156000000.0,3369000000.0,-102000000.0,147000000.0,,3253000000.0,,1082000000.0,,6556000000.0,-323000000.0,1471000000.0,810000000.0,,5727000000.0,150000000,150000000.0,,403000000.0,8566000000.0,,0.425,,,,,,
2002-12-31,,-474000000.0,2302000000.0,77000000.0,3578000000.0,,-9000000.0,-12201000000.0,975000000.0,7000000.0,1667000000.0,448000000.0,,110000000.0,884000000.0,174000000.0,-430000000.0,14304000000.0,45000000.0,18000000.0,2302000000.0,,17882000000.0,,19790000000.0,-364000000.0,,,,228000000.0,458000000.0,-176000000.0,266000000.0,266000000.0,696000000.0,2060000000,,482000000,266000000.0,-1515000000.0,248000000,13174000000.0,129000000.0,,1132000000.0,,1908000000.0,,,26505000000.0,3911000000.0,-102000000.0,-1047000000.0,178000000.0,3280000000.0,,928000000.0,,6616000000.0,-1041000000.0,1151000000.0,865000000.0,,5790000000.0,129000000,129000000.0,,329000000.0,9143000000.0,,,,,,,,
2003-03-31,353600000.0,-300000000.0,2469000000.0,77000000.0,3679000000.0,,-9000000.0,-11072000000.0,68000000.0,26000000.0,1683000000.0,407000000.0,,686000000.0,844000000.0,253000000.0,66000000.0,16455000000.0,78000000.0,16000000.0,2469000000.0,0.494071,20134000000.0,,22395000000.0,386000000.0,,,,228000000.0,746000000.0,24000000.0,332000000.0,332000000.0,266000000.0,2173000000,,567000000,332000000.0,-688000000.0,308000000,15673000000.0,175000000.0,,1152000000.0,59000000.0,2261000000.0,354200000.0,,27527000000.0,4512000000.0,-106000000.0,243000000.0,132000000.0,3349000000.0,,1021000000.0,,6722000000.0,-388000000.0,1297000000.0,965000000.0,41000000.0,5791000000.0,175000000,175000000.0,,557000000.0,,,0.495,,,,,,
2003-06-30,354600000.0,-333000000.0,2071000000.0,84000000.0,3912000000.0,,-9000000.0,-11287000000.0,470000000.0,24000000.0,1761000000.0,408000000.0,,346000000.0,863000000.0,350000000.0,-51000000.0,16969000000.0,111000000.0,14000000.0,2071000000.0,0.67,20881000000.0,,23421000000.0,13000000.0,,,,228000000.0,728000000.0,43000000.0,281000000.0,281000000.0,332000000.0,2459000000,,684000000,281000000.0,-867000000.0,414000000,16519000000.0,239000000.0,,1277000000.0,,2540000000.0,356200000.0,,28256000000.0,4175000000.0,-106000000.0,23000000.0,74000000.0,3483000000.0,,1182000000.0,,6902000000.0,-534000000.0,1376000000.0,1041000000.0,0.0,6765000000.0,239000000,239000000.0,,810000000.0,,,0.675,,,,,,
2003-09-30,355600000.0,-313000000.0,1885000000.0,106000000.0,3973000000.0,,-9000000.0,-11663000000.0,735000000.0,54000000.0,1936000000.0,422000000.0,,577000000.0,892000000.0,495000000.0,654000000.0,17924000000.0,160000000.0,25000000.0,1885000000.0,0.93,21897000000.0,,25155000000.0,264000000.0,,,,228000000.0,608000000.0,11000000.0,935000000.0,935000000.0,281000000.0,2974000000,,845000000,935000000.0,-658000000.0,550000000,18024000000.0,332000000.0,,1442000000.0,,3258000000.0,356600000.0,,29587000000.0,4031000000.0,,-185000000.0,170000000.0,3708000000.0,,1532000000.0,,7131000000.0,-345000000.0,1538000000.0,1131000000.0,-5000000.0,8331000000.0,335000000,332000000.0,,770000000.0,,,0.93,,,,,,
2003-12-31,,-445000000.0,1287000000.0,112000000.0,4168000000.0,,-21000000.0,-9975000000.0,-575000000.0,5000000.0,2155000000.0,458000000.0,,645000000.0,962000000.0,163000000.0,-806000000.0,20297000000.0,19000000.0,18000000.0,1287000000.0,,24465000000.0,,26935000000.0,200000000.0,,,,7000000.0,542000000.0,-177000000.0,129000000.0,129000000.0,935000000.0,2025000000,,565000000,129000000.0,-876000000.0,260000000,19963000000.0,144000000.0,,1222000000.0,,2470000000.0,,90000000.0,30272000000.0,3353000000.0,,-243000000.0,212000000.0,3745000000.0,,803000000.0,,6972000000.0,-431000000.0,1524000000.0,1187000000.0,-35000000.0,8723000000.0,144000000,144000000.0,,696000000.0,,,,,,,,,
2004-03-31,356800000.0,-402000000.0,1269000000.0,122000000.0,4343000000.0,,-39000000.0,-10192000000.0,-214000000.0,27000000.0,2284000000.0,410000000.0,,947000000.0,911000000.0,166000000.0,103000000.0,20469000000.0,28000000.0,19000000.0,1269000000.0,0.385,24812000000.0,,27078000000.0,545000000.0,,,,7000000.0,566000000.0,-19000000.0,232000000.0,232000000.0,129000000.0,2331000000,,575000000,232000000.0,-630000000.0,261000000,20062000000.0,138000000.0,,1172000000.0,77000000.0,2266000000.0,359200000.0,,30661000000.0,3245000000.0,-111000000.0,202000000.0,47000000.0,3773000000.0,,1159000000.0,,7016000000.0,-228000000.0,1410000000.0,1007000000.0,15000000.0,8667000000.0,138000000,138000000.0,,617000000.0,,,0.39,,,,,,
2004-06-30,358200000.0,-400000000.0,984000000.0,124000000.0,4183000000.0,,46000000.0,-10338000000.0,-461000000.0,10000000.0,2358000000.0,376000000.0,,784000000.0,919000000.0,352000000.0,-10000000.0,20660000000.0,95000000.0,28000000.0,984000000.0,0.715,24843000000.0,,27206000000.0,384000000.0,,,,7000000.0,793000000.0,-24000000.0,222000000.0,222000000.0,232000000.0,2619000000,,767000000,222000000.0,-333000000.0,457000000,19984000000.0,257000000.0,,1376000000.0,-54000000.0,2363000000.0,359800000.0,,30998000000.0,3209000000.0,-111000000.0,256000000.0,74000000.0,3918000000.0,,1243000000.0,,7222000000.0,67000000.0,1432000000.0,1087000000.0,33000000.0,8526000000.0,257000000,257000000.0,,678000000.0,14074000000.0,,0.715,,,,,,
2004-09-30,359200000.0,-183000000.0,1169000000.0,122000000.0,4486000000.0,,-34000000.0,-10391000000.0,56000000.0,52000000.0,2785000000.0,377000000.0,,581000000.0,972000000.0,463000000.0,229000000.0,20744000000.0,143000000.0,16000000.0,1169000000.0,0.88,25230000000.0,,28518000000.0,398000000.0,,,,7000000.0,679000000.0,-50000000.0,451000000.0,451000000.0,222000000.0,2983000000,,834000000,451000000.0,-408000000.0,523000000,21085000000.0,320000000.0,,1495000000.0,88000000.0,3288000000.0,362200000.0,,31135000000.0,4096000000.0,-123000000.0,-351000000.0,439000000.0,4116000000.0,,1488000000.0,,7433000000.0,-225000000.0,2248000000.0,1397000000.0,-4000000.0,8551000000.0,320000000,320000000.0,,1063000000.0,14585000000.0,,0.89,,,,,,
2004-12-31,,-550000000.0,1717000000.0,121000000.0,4580000000.0,,-12000000.0,-10494000000.0,-63000000.0,29000000.0,2766000000.0,394000000.0,,338000000.0,1007000000.0,173000000.0,-226000000.0,21226000000.0,1000000.0,47000000.0,1717000000.0,,25806000000.0,,28333000000.0,-212000000.0,,,,2000000.0,762000000.0,-209000000.0,225000000.0,225000000.0,451000000.0,2589000000,,565000000,225000000.0,-501000000.0,254000000,20796000000.0,172000000.0,,1261000000.0,-55000000.0,2527000000.0,,,31720000000.0,4248000000.0,-122000000.0,387000000.0,-132000000.0,4166000000.0,,1328000000.0,,7537000000.0,432000000.0,1769000000.0,1044000000.0,-15000000.0,8027000000.0,172000000,172000000.0,,864000000.0,14349000000.0,,,,,,,,
2005-03-31,370700000.0,-380000000.0,1327000000.0,138000000.0,4713000000.0,,-40000000.0,-10653000000.0,522000000.0,53000000.0,2929000000.0,442000000.0,,214000000.0,965000000.0,159000000.0,16000000.0,21471000000.0,22000000.0,603000000.0,1327000000.0,0.36,26184000000.0,,29343000000.0,-166000000.0,,,,4000000.0,684000000.0,-101000000.0,241000000.0,241000000.0,225000000.0,2437000000,,560000000,241000000.0,-720000000.0,234000000,21253000000.0,137000000.0,,1199000000.0,53000000.0,3159000000.0,376700000.0,-5000000.0,32124000000.0,3973000000.0,-135000000.0,-358000000.0,190000000.0,4168000000.0,,1238000000.0,,8090000000.0,-340000000.0,1962000000.0,1277000000.0,-49000000.0,8501000000.0,137000000,137000000.0,,1199000000.0,,,0.37,,,,,,
2005-06-30,381400000.0,-471000000.0,1743000000.0,140000000.0,4777000000.0,,62000000.0,-10815000000.0,-63000000.0,39000000.0,2870000000.0,475000000.0,,580000000.0,1002000000.0,257000000.0,-87000000.0,21804000000.0,54000000.0,7000000.0,1743000000.0,0.52,26581000000.0,,29971000000.0,109000000.0,,,,4000000.0,1074000000.0,-113000000.0,154000000.0,154000000.0,241000000.0,2741000000,,704000000,154000000.0,-604000000.0,346000000,21718000000.0,203000000.0,,1348000000.0,-34000000.0,3390000000.0,386300000.0,0.0,32619000000.0,4612000000.0,-136000000.0,113000000.0,-26000000.0,4235000000.0,,1393000000.0,,8253000000.0,-133000000.0,1795000000.0,1655000000.0,-32000000.0,8108000000.0,203000000,203000000.0,,1106000000.0,14585000000.0,,0.53,,,,,,
2005-09-30,383800000.0,-297000000.0,1945000000.0,150000000.0,5471000000.0,,0.0,-10875000000.0,-233000000.0,81000000.0,2969000000.0,467000000.0,,1722000000.0,1119000000.0,492000000.0,948000000.0,22142000000.0,153000000.0,23000000.0,1945000000.0,0.87,27613000000.0,,33644000000.0,1425000000.0,,,,4000000.0,1341000000.0,-213000000.0,1102000000.0,1102000000.0,154000000.0,3504000000,,1074000000,1102000000.0,-541000000.0,559000000,25247000000.0,339000000.0,,1678000000.0,90000000.0,6031000000.0,389800000.0,0.0,33017000000.0,7963000000.0,-136000000.0,1287000000.0,118000000.0,4437000000.0,,1826000000.0,,8397000000.0,-244000000.0,4677000000.0,1826000000.0,8000000.0,7787000000.0,339000000,339000000.0,,2636000000.0,14570000000.0,,0.88,,,,,,
2005-12-31,,-468000000.0,2563000000.0,165000000.0,5554000000.0,,-32000000.0,-10888000000.0,697000000.0,0.0,3077000000.0,567000000.0,,-969000000.0,1099000000.0,249000000.0,-572000000.0,22463000000.0,43000000.0,6000000.0,2563000000.0,,28017000000.0,,33004000000.0,-1437000000.0,,,,4000000.0,1245000000.0,-351000000.0,530000000.0,530000000.0,1102000000.0,3164000000,,733000000,530000000.0,-300000000.0,352000000,24505000000.0,206000000.0,,1451000000.0,-29000000.0,4987000000.0,,0.0,33351000000.0,7267000000.0,-137000000.0,-958000000.0,51000000.0,4506000000.0,,1713000000.0,,8499000000.0,168000000.0,3459000000.0,1430000000.0,-100000000.0,8039000000.0,206000000,206000000.0,,2460000000.0,14267000000.0,,,,,,,,
2006-03-31,389200000.0,-548000000.0,3619000000.0,169000000.0,5529000000.0,,26000000.0,-11133000000.0,968000000.0,7000000.0,3322000000.0,747000000.0,,-117000000.0,1058000000.0,323000000.0,-382000000.0,23285000000.0,75000000.0,509000000.0,3619000000.0,0.63,28814000000.0,,32836000000.0,-665000000.0,671000000.0,,,4000000.0,926000000.0,-130000000.0,148000000.0,148000000.0,530000000.0,3584000000,-1340000000.0,815000000,148000000.0,-1233000000.0,473000000,23895000000.0,248000000.0,,1531000000.0,,4022000000.0,392900000.0,-258000000.0,34418000000.0,6490000000.0,-148000000.0,-823000000.0,132000000.0,4606000000.0,,2053000000.0,,8941000000.0,-16000000.0,1945000000.0,1529000000.0,-167000000.0,7828000000.0,248000000,248000000.0,,1598000000.0,,,0.64,,,,,,
2006-06-30,394300000.0,-1567000000.0,3570000000.0,178000000.0,5519000000.0,,-47000000.0,-11301000000.0,333000000.0,30000000.0,3310000000.0,777000000.0,,591000000.0,1197000000.0,315000000.0,-14000000.0,23878000000.0,77000000.0,-206000000.0,3570000000.0,0.6,29397000000.0,,33764000000.0,-976000000.0,,,,4000000.0,1061000000.0,-111000000.0,134000000.0,134000000.0,148000000.0,3809000000,,769000000,134000000.0,-938000000.0,438000000,24689000000.0,238000000.0,,1635000000.0,,4367000000.0,396700000.0,,35179000000.0,6830000000.0,-148000000.0,-205000000.0,136000000.0,4696000000.0,,2174000000.0,,9075000000.0,-40000000.0,2199000000.0,1372000000.0,-30000000.0,8360000000.0,238000000,238000000.0,,2084000000.0,14947000000.0,,0.6,,,,,,
