date,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
2006-09-30,394900000.0,812000000.0,2270000000.0,179000000.0,5786000000.0,,6000000.0,-11451000000.0,-186000000.0,49000000.0,3239000000.0,772000000.0,,946000000.0,1171000000.0,753000000.0,25000000.0,24249000000.0,229000000.0,9000000.0,2270000000.0,1.32,30035000000.0,,34869000000.0,1758000000.0,,,,4000000.0,1065000000.0,-10000000.0,159000000.0,159000000.0,134000000.0,4694000000,,1367000000,159000000.0,-735000000.0,867000000,25289000000.0,524000000.0,,2038000000.0,-457000000.0,4834000000.0,397600000.0,,35700000000.0,6163000000.0,-149000000.0,112000000.0,65000000.0,5072000000.0,,2656000000.0,,9580000000.0,-1604000000.0,2828000000.0,1862000000.0,5000000.0,9631000000.0,524000000,524000000.0,,2041000000.0,16143000000.0,,1.33,,,,,,
2006-12-31,,-523000000.0,2742000000.0,180000000.0,6493000000.0,,-7000000.0,-11653000000.0,284000000.0,123000000.0,3432000000.0,785000000.0,,1078000000.0,1239000000.0,288000000.0,461000000.0,24499000000.0,17000000.0,21000000.0,2742000000.0,,30992000000.0,,35991000000.0,555000000.0,,,,4000000.0,1060000000.0,-28000000.0,620000000.0,620000000.0,159000000.0,3623000000,,685000000,620000000.0,-901000000.0,324000000,26061000000.0,271000000.0,,1563000000.0,2000000.0,4999000000.0,,,36152000000.0,6493000000.0,-148000000.0,-46000000.0,60000000.0,5256000000.0,,2060000000.0,,9930000000.0,-321000000.0,2691000000.0,1656000000.0,-11000000.0,9591000000.0,271000000,271000000.0,,1938000000.0,15916000000.0,,,,,,,,
2007-03-31,396800000.0,-559000000.0,2686000000.0,180000000.0,6423000000.0,,7000000.0,-11807000000.0,-760000000.0,15000000.0,3476000000.0,719000000.0,,1219000000.0,1105000000.0,156000000.0,-394000000.0,25171000000.0,6000000.0,11000000.0,2686000000.0,0.38,31594000000.0,,35535000000.0,660000000.0,525000000.0,,,4000000.0,995000000.0,50000000.0,226000000.0,226000000.0,620000000.0,3075000000,-830000000.0,649000000,226000000.0,-853000000.0,298000000,25664000000.0,150000000.0,,1403000000.0,-4000000.0,3941000000.0,399700000.0,,36978000000.0,5953000000.0,-163000000.0,-163000000.0,317000000.0,5255000000.0,,1672000000.0,,9871000000.0,11000000.0,2272000000.0,1935000000.0,66000000.0,9091000000.0,150000000,150000000.0,,1061000000.0,,,0.38,,,,,,
2007-06-30,397600000.0,-339000000.0,2506000000.0,178000000.0,6817000000.0,,-21000000.0,-11980000000.0,852000000.0,41000000.0,3645000000.0,814000000.0,,631000000.0,1159000000.0,532000000.0,497000000.0,25825000000.0,127000000.0,16000000.0,2506000000.0,1.01,32642000000.0,,37343000000.0,292000000.0,802000000.0,,,4000000.0,1247000000.0,101000000.0,723000000.0,723000000.0,226000000.0,3929000000,-658000000.0,1025000000,723000000.0,-986000000.0,664000000,27142000000.0,405000000.0,,1823000000.0,114000000.0,4701000000.0,400400000.0,,37805000000.0,6193000000.0,-163000000.0,116000000.0,-15000000.0,5497000000.0,,2106000000.0,,10201000000.0,-791000000.0,2440000000.0,1879000000.0,-95000000.0,10322000000.0,405000000,405000000.0,,1285000000.0,17188000000.0,,1.02,,,,,,
2007-09-30,398100000.0,-413000000.0,2968000000.0,194000000.0,7473000000.0,,176000000.0,-12191000000.0,774000000.0,50000000.0,3627000000.0,868000000.0,,896000000.0,1232000000.0,760000000.0,-373000000.0,27714000000.0,227000000.0,9000000.0,2968000000.0,1.33,35187000000.0,,39571000000.0,483000000.0,-1210000000.0,,,4000000.0,1279000000.0,115000000.0,350000000.0,350000000.0,723000000.0,4575000000,1357000000.0,1265000000,350000000.0,-2043000000.0,900000000,28956000000.0,533000000.0,,2132000000.0,73000000.0,4384000000.0,400900000.0,,39905000000.0,6872000000.0,-164000000.0,121000000.0,-53000000.0,5866000000.0,,2443000000.0,,10615000000.0,-1777000000.0,2625000000.0,1861000000.0,3000000.0,10844000000.0,533000000,533000000.0,,1305000000.0,18295000000.0,,1.34,,,,,,
2007-12-31,,-546000000.0,2418000000.0,210000000.0,7692000000.0,,-152000000.0,-12388000000.0,-211000000.0,-74000000.0,3821000000.0,857000000.0,,847000000.0,1292000000.0,232000000.0,-60000000.0,28652000000.0,8000000.0,10000000.0,2418000000.0,,36344000000.0,,40123000000.0,301000000.0,21000000.0,,,4000000.0,1204000000.0,2000000.0,290000000.0,290000000.0,350000000.0,3684000000,-25000000.0,823000000,290000000.0,-696000000.0,421000000,29388000000.0,224000000.0,,1713000000.0,-45000000.0,3779000000.0,,,41040000000.0,5758000000.0,-164000000.0,0.0,153000000.0,5945000000.0,,1971000000.0,,10735000000.0,-146000000.0,2136000000.0,1721000000.0,12000000.0,11280000000.0,224000000,224000000.0,,911000000.0,19679000000.0,,,,,,,,
2008-03-31,399100000.0,-649000000.0,1734000000.0,199000000.0,7600000000.0,,3000000.0,-12489000000.0,184000000.0,15000000.0,3952000000.0,836000000.0,,1317000000.0,1265000000.0,279000000.0,313000000.0,29451000000.0,30000000.0,8000000.0,1734000000.0,0.62,37051000000.0,,41330000000.0,668000000.0,410000000.0,,,4000000.0,1328000000.0,-10000000.0,603000000.0,603000000.0,290000000.0,3434000000,-988000000.0,834000000,603000000.0,-1188000000.0,443000000,30616000000.0,249000000.0,,1708000000.0,208000000.0,4279000000.0,402000000.0,,41940000000.0,5879000000.0,-178000000.0,291000000.0,138000000.0,6030000000.0,,1726000000.0,,10714000000.0,39000000.0,2817000000.0,1710000000.0,15000000.0,12304000000.0,249000000,249000000.0,,1130000000.0,,,0.62,,,,,,
2008-06-30,399800000.0,-1747000000.0,2603000000.0,195000000.0,7766000000.0,,10000000.0,-12683000000.0,412000000.0,13000000.0,3782000000.0,1096000000.0,,751000000.0,1308000000.0,160000000.0,-179000000.0,30499000000.0,-49000000.0,15000000.0,2603000000.0,0.52,38265000000.0,,43753000000.0,-996000000.0,794000000.0,,,4000000.0,1912000000.0,-187000000.0,424000000.0,424000000.0,603000000.0,3585000000,-311000000.0,715000000,424000000.0,-1342000000.0,313000000,33139000000.0,209000000.0,,1621000000.0,126000000.0,5488000000.0,402600000.0,,43182000000.0,8347000000.0,-178000000.0,263000000.0,-52000000.0,6060000000.0,,1964000000.0,,10614000000.0,-78000000.0,3832000000.0,2028000000.0,-248000000.0,12057000000.0,209000000,209000000.0,,1940000000.0,20959000000.0,,0.52,,,,,,
2008-09-30,400400000.0,699000000.0,4220000000.0,203000000.0,7825000000.0,,4000000.0,-12901000000.0,2204000000.0,-20000000.0,4215000000.0,1019000000.0,,291000000.0,1323000000.0,1135000000.0,1168000000.0,31345000000.0,361000000.0,9000000.0,4220000000.0,1.92,39170000000.0,,45478000000.0,990000000.0,-1120000000.0,,,4000000.0,1423000000.0,103000000.0,1592000000.0,1592000000.0,424000000.0,5387000000,1111000000.0,1684000000,1592000000.0,-1327000000.0,1336000000,33944000000.0,774000000.0,,2659000000.0,-312000000.0,6308000000.0,403000000.0,,44246000000.0,8501000000.0,-179000000.0,-523000000.0,422000000.0,6656000000.0,,2728000000.0,,11534000000.0,-2017000000.0,2858000000.0,2068000000.0,77000000.0,12814000000.0,774000000,774000000.0,,1629000000.0,21734000000.0,,1.93,,,,,,
2008-12-31,,-577000000.0,3253000000.0,216000000.0,7018000000.0,,-11000000.0,-13117000000.0,-150000000.0,-11000000.0,4231000000.0,968000000.0,,1044000000.0,1303000000.0,515000000.0,-1057000000.0,32411000000.0,108000000.0,9000000.0,3253000000.0,,39429000000.0,,44821000000.0,467000000.0,-56000000.0,,,4000000.0,1062000000.0,-113000000.0,535000000.0,535000000.0,1592000000.0,4003000000,104000000.0,1324000000,535000000.0,-1951000000.0,706000000,33140000000.0,407000000.0,,2009000000.0,-222000000.0,5392000000.0,,,45528000000.0,7689000000.0,-179000000.0,-204000000.0,61000000.0,6885000000.0,,1994000000.0,,11681000000.0,-1422000000.0,3374000000.0,1443000000.0,50000000.0,13833000000.0,407000000,407000000.0,,2182000000.0,22571000000.0,,,,,,,,
2009-03-31,402300000.0,-654000000.0,1940000000.0,211000000.0,5223000000.0,939000000.0,7000000.0,-13411000000.0,-206000000.0,-31000000.0,4216000000.0,871000000.0,,1043000000.0,1311000000.0,383000000.0,-259000000.0,33053000000.0,19000000.0,49000000.0,3207000000.0,0.9,40150000000.0,162000000.0,45304000000.0,389000000.0,897000000.0,,469000000.0,4000000.0,1058000000.0,61000000.0,276000000.0,276000000.0,535000000.0,3705000000,-1340000000.0,1063000000,276000000.0,-1096000000.0,583000000,33305000000.0,364000000.0,-130000000.0,1894000000.0,40000000.0,5154000000.0,404800000.0,,46464000000.0,6643000000.0,-191000000.0,-36000000.0,-18000000.0,7058000000.0,,1811000000.0,,11999000000.0,1000000.0,438000000.0,1281000000.0,97000000.0,15099000000.0,364000000,364000000.0,-1579000000.0,2333000000.0,7129000000.0,26662000000.0,0.9,,,,,,
2009-06-30,406000000.0,-621000000.0,1582000000.0,215000000.0,5437000000.0,946000000.0,-5000000.0,-13659000000.0,224000000.0,34000000.0,4322000000.0,906000000.0,,1101000000.0,1409000000.0,441000000.0,0.0,34197000000.0,71000000.0,34000000.0,3079000000.0,0.91,41535000000.0,-167000000.0,46404000000.0,480000000.0,1105000000.0,,494000000.0,4000000.0,1255000000.0,114000000.0,276000000.0,276000000.0,276000000.0,3811000000,-1814000000.0,1091000000,276000000.0,-1325000000.0,605000000,34160000000.0,370000000.0,189000000.0,2014000000.0,-64000000.0,4869000000.0,406000000.0,,47856000000.0,6450000000.0,-191000000.0,77000000.0,91000000.0,7242000000.0,,1797000000.0,,12244000000.0,5000000.0,534000000.0,1448000000.0,-35000000.0,15864000000.0,370000000,370000000.0,-478000000.0,1901000000.0,7332000000.0,27710000000.0,0.91,,,,,,
2009-09-30,408000000.0,-881000000.0,2243000000.0,204000000.0,5809000000.0,979000000.0,14000000.0,-14009000000.0,303000000.0,44000000.0,4493000000.0,884000000.0,,1182000000.0,1460000000.0,715000000.0,-112000000.0,35216000000.0,182000000.0,103000000.0,2652000000.0,1.31,42979000000.0,-141000000.0,47155000000.0,301000000.0,1268000000.0,,500000000.0,4000000.0,1057000000.0,132000000.0,164000000.0,164000000.0,276000000.0,4473000000,-2069000000.0,1419000000,164000000.0,-1597000000.0,849000000,34423000000.0,533000000.0,-158000000.0,2309000000.0,173000000.0,4176000000.0,408000000.0,,49225000000.0,6557000000.0,-192000000.0,-62000000.0,109000000.0,7583000000.0,,2164000000.0,,12732000000.0,85000000.0,605000000.0,1594000000.0,12000000.0,15601000000.0,533000000,533000000.0,361000000.0,1162000000.0,7566000000.0,27866000000.0,1.31,,,,,,
2009-12-31,,-782000000.0,2589000000.0,218000000.0,2534000000.0,4325000000.0,-12000000.0,-14091000000.0,854000000.0,44000000.0,4860000000.0,877000000.0,,1137000000.0,1466000000.0,403000000.0,74000000.0,36078000000.0,55000000.0,12000000.0,2402000000.0,,44121000000.0,164000000.0,48458000000.0,355000000.0,2110000000.0,,541000000.0,4000000.0,992000000.0,169000000.0,238000000.0,238000000.0,164000000.0,3655000000,-3337000000.0,1162000000,238000000.0,-1917000000.0,557000000,35491000000.0,348000000.0,13000000.0,2023000000.0,-96000000.0,4337000000.0,,,50169000000.0,6449000000.0,-192000000.0,1000000.0,91000000.0,7739000000.0,,1632000000.0,,12967000000.0,92000000.0,466000000.0,1431000000.0,11000000.0,16300000000.0,348000000,348000000.0,61000000.0,975000000.0,7712000000.0,29042000000.0,,,,,,,
2010-03-31,414673538.0,-846000000.0,3912000000.0,238000000.0,2848000000.0,4479000000.0,20000000.0,-14413000000.0,1442000000.0,51000000.0,5083000000.0,852000000.0,,896000000.0,1334000000.0,770000000.0,977000000.0,36854000000.0,214000000.0,12000000.0,2472000000.0,1.340814,45385000000.0,257000000.0,50942000000.0,50000000.0,2144000000.0,,486000000.0,4000000.0,937000000.0,157000000.0,1215000000.0,1826000000.0,238000000.0,3622000000,-2757000000.0,1494000000,1215000000.0,-1361000000.0,939000000,37606000000.0,556000000.0,-22000000.0,2273000000.0,153000000.0,5557000000.0,414673538.0,,51267000000.0,7782000000.0,-204000000.0,154000000.0,270000000.0,8091000000.0,611000000.0,1349000000.0,,13336000000.0,98000000.0,461000000.0,1174000000.0,26000000.0,16601000000.0,556000000,556000000.0,-102000000.0,933000000.0,7771000000.0,29824000000.0,1.340814,,,,,,
2010-06-30,408900000.0,-743000000.0,3022000000.0,247000000.0,2590000000.0,4315000000.0,185000000.0,-14602000000.0,-316000000.0,4000000.0,5242000000.0,826000000.0,664000000.0,852000000.0,1427000000.0,494000000.0,-386000000.0,37578000000.0,77000000.0,57000000.0,1518000000.0,1.01,45910000000.0,-311000000.0,51209000000.0,109000000.0,1373000000.0,,454000000.0,4000000.0,1316000000.0,49000000.0,829000000.0,829000000.0,1215000000.0,3591000000,-1961000000.0,1195000000,829000000.0,-922000000.0,709000000,37680000000.0,417000000.0,382000000.0,2136000000.0,328000000.0,5299000000.0,411400000.0,,52180000000.0,7126000000.0,-206000000.0,137000000.0,10000000.0,8303000000.0,0.0,1455000000.0,,13529000000.0,409000000.0,606000000.0,1485000000.0,25000000.0,17171000000.0,417000000,417000000.0,-167000000.0,798000000.0,5374000000.0,30554000000.0,1.02,,,,,,
2010-09-30,410900000.0,-663000000.0,2788000000.0,247000000.0,2807000000.0,4618000000.0,55000000.0,-15058000000.0,214000000.0,60000000.0,5149000000.0,895000000.0,678000000.0,1021000000.0,1575000000.0,960000000.0,-38000000.0,38301000000.0,240000000.0,115000000.0,1910000000.0,1.74,46958000000.0,-103000000.0,52734000000.0,358000000.0,1171000000.0,,604000000.0,4000000.0,1099000000.0,47000000.0,791000000.0,791000000.0,829000000.0,4691000000,-1874000000.0,1811000000,791000000.0,-1273000000.0,1125000000,38583000000.0,720000000.0,-258000000.0,2700000000.0,-97000000.0,5776000000.0,413700000.0,,53359000000.0,7187000000.0,-206000000.0,46000000.0,56000000.0,8817000000.0,0.0,1991000000.0,,14151000000.0,93000000.0,712000000.0,1595000000.0,-68000000.0,17680000000.0,720000000,720000000.0,-1237000000.0,439000000.0,5636000000.0,31396000000.0,1.75,,,,,,
2010-12-31,,-695000000.0,2809000000.0,247000000.0,2689000000.0,4713000000.0,-56000000.0,-15146000000.0,174000000.0,18000000.0,5109000000.0,857000000.0,47000000.0,1065000000.0,1496000000.0,263000000.0,-489000000.0,39075000000.0,0.0,124000000.0,2091000000.0,,47736000000.0,84000000.0,52994000000.0,370000000.0,2759000000.0,,548000000.0,4000000.0,1124000000.0,166000000.0,302000000.0,302000000.0,791000000.0,3413000000,-3856000000.0,1058000000,302000000.0,-1728000000.0,470000000,38533000000.0,263000000.0,77000000.0,1966000000.0,27000000.0,5258000000.0,,,54221000000.0,6904000000.0,-207000000.0,-100000000.0,175000000.0,8873000000.0,0.0,1447000000.0,,14461000000.0,64000000.0,833000000.0,1509000000.0,39000000.0,18013000000.0,263000000,263000000.0,-393000000.0,407000000.0,5676000000.0,31629000000.0,,,,,,,
2011-03-31,418000000.0,-811000000.0,2966000000.0,254000000.0,2705000000.0,4818000000.0,-9000000.0,-15368000000.0,217000000.0,41000000.0,5157000000.0,875000000.0,40000000.0,983000000.0,1302000000.0,236000000.0,123000000.0,39937000000.0,-32000000.0,18000000.0,1956000000.0,0.64,48738000000.0,229000000.0,53257000000.0,172000000.0,1501000000.0,,402000000.0,0.0,1075000000.0,202000000.0,425000000.0,425000000.0,302000000.0,3134000000,-2177000000.0,892000000,425000000.0,-1077000000.0,428000000,38658000000.0,268000000.0,-105000000.0,1730000000.0,-6000000.0,4519000000.0,418000000.0,,55305000000.0,6739000000.0,-229000000.0,22000000.0,9000000.0,8912000000.0,0.0,1404000000.0,,14599000000.0,410000000.0,742000000.0,1285000000.0,-18000000.0,18288000000.0,268000000,268000000.0,236000000.0,799000000.0,5726000000.0,31919000000.0,0.64,,,,,,
2011-06-30,422340129.0,-975000000.0,2218000000.0,256000000.0,2271000000.0,4859000000.0,166000000.0,-15287000000.0,136000000.0,9000000.0,5281000000.0,1072000000.0,29000000.0,1008000000.0,1446000000.0,727000000.0,-138000000.0,40854000000.0,147000000.0,15000000.0,1852000000.0,1.373301,49744000000.0,-352000000.0,54557000000.0,33000000.0,1393000000.0,,469000000.0,4000000.0,1280000000.0,115000000.0,287000000.0,287000000.0,425000000.0,3961000000,-1861000000.0,1452000000,287000000.0,-1282000000.0,958000000,39651000000.0,580000000.0,298000000.0,2404000000.0,878000000.0,4813000000.0,422340129.0,,56141000000.0,6389000000.0,-230000000.0,-44000000.0,147000000.0,9262000000.0,0.0,1557000000.0,,14906000000.0,161000000.0,1010000000.0,1633000000.0,-196000000.0,19235000000.0,580000000,580000000.0,-1227000000.0,488000000.0,5823000000.0,33262000000.0,1.373301,,,,,,
2011-09-30,417400000.0,-877000000.0,2432000000.0,265000000.0,2801000000.0,4599000000.0,-39000000.0,-15106000000.0,1290000000.0,-102000000.0,5357000000.0,1045000000.0,639000000.0,1126000000.0,1560000000.0,565000000.0,353000000.0,41117000000.0,158000000.0,6000000.0,1907000000.0,0.97,50333000000.0,-105000000.0,56585000000.0,249000000.0,1072000000.0,,575000000.0,4000000.0,1336000000.0,-114000000.0,640000000.0,640000000.0,287000000.0,4382000000,-1685000000.0,1405000000,640000000.0,-2063000000.0,911000000,41698000000.0,407000000.0,-163000000.0,2471000000.0,1304000000.0,6252000000.0,419800000.0,,56223000000.0,7419000000.0,-230000000.0,-358000000.0,118000000.0,9439000000.0,0.0,1911000000.0,,14887000000.0,-573000000.0,1105000000.0,1689000000.0,-55000000.0,20039000000.0,407000000,407000000.0,-697000000.0,381000000.0,5721000000.0,34279000000.0,0.98,,,,,,
2011-12-31,419000000.0,-1364000000.0,2157000000.0,260000000.0,2889000000.0,4774000000.0,230000000.0,-15062000000.0,-363000000.0,31000000.0,5681000000.0,1074000000.0,547000000.0,957000000.0,1349000000.0,923000000.0,-263000000.0,42490000000.0,256000000.0,9000000.0,1842000000.0,0.93,52147000000.0,321000000.0,57019000000.0,-407000000.0,870000000.0,,398000000.0,4000000.0,1191000000.0,-154000000.0,377000000.0,377000000.0,640000000.0,3864000000,-1833000000.0,1514000000,377000000.0,-857000000.0,1132000000,42076000000.0,667000000.0,-127000000.0,2481000000.0,699000000.0,4872000000.0,419000000.0,,57552000000.0,6719000000.0,-231000000.0,-105000000.0,279000000.0,9876000000.0,0.0,1383000000.0,,14943000000.0,266000000.0,982000000.0,1372000000.0,-39000000.0,20810000000.0,667000000,667000000.0,-533000000.0,394000000.0,5511000000.0,35357000000.0,0.93,,,,,,
2012-03-31,415000000.0,-1274000000.0,3388000000.0,265000000.0,2996000000.0,5041000000.0,299000000.0,-15293000000.0,1058000000.0,20000000.0,5813000000.0,1092000000.0,528000000.0,558000000.0,1346000000.0,618000000.0,-102000000.0,43968000000.0,157000000.0,12000000.0,2031000000.0,1.02,54113000000.0,110000000.0,59207000000.0,-716000000.0,1035000000.0,,383000000.0,4000000.0,1073000000.0,-94000000.0,275000000.0,275000000.0,377000000.0,3371000000,-1808000000.0,1266000000,275000000.0,-1995000000.0,843000000,43984000000.0,461000000.0,-75000000.0,2189000000.0,234000000.0,5094000000.0,415000000.0,-19000000.0,59261000000.0,8005000000.0,-248000000.0,-61000000.0,134000000.0,10089000000.0,0.0,1182000000.0,,15223000000.0,52000000.0,985000000.0,1262000000.0,-18000000.0,20582000000.0,461000000,461000000.0,-134000000.0,353000000.0,5781000000.0,35979000000.0,1.02,,,,,,
2012-06-30,422757848.0,-1300000000.0,3270000000.0,270000000.0,1790000000.0,5028000000.0,5000000.0,-15453000000.0,953000000.0,76000000.0,5987000000.0,1082000000.0,517000000.0,1370000000.0,1409000000.0,850000000.0,20000000.0,45495000000.0,243000000.0,360000000.0,1600000000.0,1.43581,55536000000.0,-198000000.0,60390000000.0,70000000.0,2076000000.0,,402000000.0,4000000.0,1134000000.0,-190000000.0,295000000.0,295000000.0,275000000.0,3667000000,-2863000000.0,1522000000,295000000.0,-2026000000.0,1022000000,44602000000.0,607000000.0,63000000.0,2431000000.0,-63000000.0,4854000000.0,422757848.0,0.0,60948000000.0,7643000000.0,-252000000.0,-85000000.0,239000000.0,10444000000.0,0.0,1236000000.0,,15788000000.0,61000000.0,1122000000.0,1466000000.0,12000000.0,21580000000.0,607000000,607000000.0,-512000000.0,430000000.0,1440000000.0,36959000000.0,1.43581,,,,,,
2012-09-30,423206077.0,-1090000000.0,3636000000.0,259000000.0,1702000000.0,5194000000.0,-7000000.0,-15737000000.0,1202000000.0,59000000.0,6166000000.0,1055000000.0,513000000.0,1229000000.0,1568000000.0,569000000.0,-49000000.0,47693000000.0,154000000.0,14000000.0,1317000000.0,0.98,57612000000.0,-167000000.0,62049000000.0,139000000.0,998000000.0,,336000000.0,4000000.0,1194000000.0,-219000000.0,246000000.0,246000000.0,295000000.0,3843000000,-2607000000.0,1295000000,246000000.0,-2480000000.0,749000000,46163000000.0,415000000.0,13000000.0,2317000000.0,11000000.0,4437000000.0,423206077.0,0.0,63430000000.0,7875000000.0,-252000000.0,2000000.0,144000000.0,10607000000.0,0.0,1526000000.0,,15886000000.0,219000000.0,1215000000.0,1633000000.0,27000000.0,22714000000.0,415000000,415000000.0,-675000000.0,419000000.0,1503000000.0,38288000000.0,0.98061,,,,,,
2012-12-31,424000000.0,-1206000000.0,4033000000.0,243000000.0,1629000000.0,5166000000.0,130000000.0,-15504000000.0,1675000000.0,54000000.0,6703000000.0,1073000000.0,508000000.0,835000000.0,658000000.0,567000000.0,83000000.0,49413000000.0,138000000.0,19000000.0,2066000000.0,1.011792,59202000000.0,-31000000.0,64439000000.0,-371000000.0,1192000000.0,,651000000.0,4000000.0,1281000000.0,-255000000.0,329000000.0,329000000.0,246000000.0,3375000000,-2732000000.0,1461000000,329000000.0,-2427000000.0,732000000,48370000000.0,429000000.0,-18000000.0,1390000000.0,17000000.0,5237000000.0,424000000.0,0.0,64917000000.0,8729000000.0,-252000000.0,-181000000.0,141000000.0,10783000000.0,,1985000000.0,,16069000000.0,319000000.0,841000000.0,1487000000.0,-20000000.0,23326000000.0,429000000,429000000.0,-291000000.0,439000000.0,1454000000.0,39641000000.0,1.011792,,,,,,
2013-03-31,424638080.0,-895000000.0,5058000000.0,272000000.0,1554000000.0,5394000000.0,-13000000.0,-15666000000.0,382000000.0,-229000000.0,6660000000.0,1098000000.0,506000000.0,1082000000.0,724000000.0,252000000.0,-114000000.0,49824000000.0,168000000.0,8000000.0,1268000000.0,0.64,59798000000.0,136000000.0,63843000000.0,187000000.0,1005000000.0,,500000000.0,4000000.0,1094000000.0,-136000000.0,215000000.0,215000000.0,329000000.0,3279000000,-1986000000.0,1024000000,215000000.0,-1578000000.0,734000000,47641000000.0,272000000.0,42000000.0,1458000000.0,42000000.0,4045000000.0,424638080.0,0.0,65490000000.0,8776000000.0,-279000000.0,-207000000.0,363000000.0,10777000000.0,,1821000000.0,,16202000000.0,298000000.0,850000000.0,1366000000.0,-25000000.0,22866000000.0,84000000,272000000.0,-923000000.0,373000000.0,1371000000.0,38865000000.0,0.640545,,,,,,
