date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment
1998-06-30,-34300000.0,-1900000.0,460200000.0,,-10800000.0,,,,,,-65700000.0,,0.1325,,,,,56600000,38500000,,-114300000.0,123400000.0,,,,,61926000.0,1700000.0,24100000.0,,-1100000.0,49300000,,-61300000.0,,,-2600000.0,896900000.0,,,,,,,,0.135,600200000.0,-90200000.0,1109100000.0,,17700000,17700000,7300000.0,,,,61926000.0,,,8800000.0,-1400000.0,,,627700000.0,,16500000,500000.0,,-148600000.0,,600000.0,-21300000.0,,,,,
1998-09-30,13000000.0,500000.0,592800000.0,,-12300000.0,,,,,,-14300000.0,,0.18,,,,,68200000,48400000,200000.0,-59900000.0,88900000.0,,,,,61974000.0,-16900000.0,38900000.0,,80900000.0,60700000,,-58900000.0,,,23400000.0,945100000.0,,,,,,,,0.185,585900000.0,-21000000.0,1239300000.0,,24900000,24900000,7500000.0,,,,61974000.0,,,10300000.0,700000.0,,,625700000.0,,22800000,6200000.0,,-46900000.0,,11200000.0,-22500000.0,,,,,
1998-12-31,-7740000.0,1200000.0,595419000.0,,74389000.0,,4504000.0,,4504000.0,,62700000.0,218834000.0,,,,,,-32916000,38349000,271000.0,-226122000.0,90333000.0,-190941000.0,,,1322060000.0,,8156000.0,22011000.0,,-78480000.0,-41093000,,-56724000.0,,,-21422000.0,1131119000.0,,,,,,,,,709045000.0,-204111000.0,1356612000.0,,18535000,27067000,8177000.0,,,,,,88000000.0,10053000.0,-2134000.0,54478000.0,,737803000.0,,22935000,,,-190824000.0,,-9600000.0,-24910000.0,,,,,
1999-03-31,-8500000.0,-500000.0,591000000.0,,-16400000.0,,,,,4500000.0,-500000.0,,0.1225,,,,,75400000,49600000,,-57800000.0,29600000.0,,,,,62080000.0,-5600000.0,36400000.0,,-300000.0,66000000,,-62600000.0,,,13200000.0,1213400000.0,,,,,,,,0.1225,679400000.0,-21400000.0,1448300000.0,,19400000,19400000,9400000.0,,,,62080000.0,,100500000.0,12400000.0,17900000.0,,,814400000.0,,15300000,,,-66300000.0,,7100000.0,-25200000.0,,,,,
1999-06-30,-11300000.0,100000.0,614200000.0,,-17400000.0,,,,,,-1200000.0,,0.1225,,,,,79500000,52000000,,-55300000.0,41800000.0,,,,,64088000.0,5800000.0,26000000.0,,1200000.0,69400000,,-69100000.0,,,-9600000.0,1262500000.0,,,,,,,,0.1225,712300000.0,-29300000.0,1513000000.0,,19700000,19700000,10100000.0,,,,64088000.0,,117700000.0,13400000.0,-4600000.0,,,858300000.0,,15600000,200000.0,,-66600000.0,,-4900000.0,-26200000.0,,,,,
1999-09-30,66100000.0,-2400000.0,617900000.0,,-17600000.0,,,,,,-8300000.0,32000000.0,0.2,,,,,90200000,62400000,0.0,-53700000.0,-44400000.0,,,,,64090000.0,-12100000.0,34800000.0,,2800000.0,80000000,,-55700000.0,,,6600000.0,1238800000.0,,,,,,,,0.2025,711700000.0,-18900000.0,1504600000.0,,30200000,30200000,10200000.0,,,,64090000.0,,100500000.0,13800000.0,-2400000.0,,,847300000.0,,26100000,10200000.0,,12400000.0,,5700000.0,-26600000.0,,,,,
1999-12-31,170705000.0,-3100000.0,1200257000.0,,109144000.0,,7696000.0,,7696000.0,8200000.0,-5000000.0,326462000.0,,,,,,-51112000,60893000,4669000.0,-73952000.0,82535000.0,-230509000.0,,,2423497000.0,,6277000.0,26917000.0,,-508000.0,-66201000,,-66676000.0,,,-21449000.0,2192988000.0,,,,,,,,,1179507000.0,-47035000.0,2469390000.0,,9250000,27025000,15089000.0,,,,,,215500000.0,18201000.0,-1657000.0,47642000.0,,1228729000.0,,21550000,0.0,7696000.0,-109960000.0,,-13300000.0,-28177000.0,,,,,
2000-03-31,2456000.0,3452000.0,1185920000.0,,49262000.0,,4957000.0,,4957000.0,7696000.0,-10000000.0,325778000.0,0.26,,,,,50136000,82252000,,-6471000.0,-55729000.0,-247250000.0,,,2163585000.0,102570000.0,-5436000.0,57005000.0,-6269000.0,-2739000.0,32990000,,-76685000.0,,,12350000.0,1916335000.0,,,,,,,,0.265,1090899000.0,50534000.0,2454177000.0,,32945000,33154000,17146000.0,3519000.0,,,102600000.0,,213200000.0,21214000.0,-18862000.0,42902000.0,,1227765000.0,,26929000,684000.0,4957000.0,-4015000.0,,2723000.0,-43163000.0,,,,,
2000-06-30,-3343000.0,4666000.0,1169345000.0,,20667000.0,,7177000.0,,7177000.0,4957000.0,0.0,325488000.0,0.275,,,,,72123000,82096000,,-6147000.0,-42111000.0,-261737000.0,,,2432719000.0,102138000.0,4881000.0,44379000.0,-22694000.0,2220000.0,54676000,,-85712000.0,,,-12455000.0,2170982000.0,,,,6753000.0,,,,0.275,1094579000.0,38232000.0,2433607000.0,,34506000,34506000,17447000.0,3220000.0,,,102186000.0,,220800000.0,21535000.0,-13861000.0,42168000.0,,1224245000.0,75343000.0,28281000,3029000.0,7177000.0,-48000.0,,-10946000.0,-43533000.0,,,,,
2000-09-30,5549000.0,-4753000.0,1154934000.0,,22731000.0,,4904000.0,,4904000.0,7177000.0,0.0,325487000.0,0.23,,,,,69810000,82281000,-13655000.0,-3600000.0,-75859000.0,-277193000.0,,,2439229000.0,101924000.0,1196000.0,53869000.0,13679000.0,-2273000.0,52349000,,-100146000.0,,,5776000.0,2162036000.0,,,,7201000.0,,15231000.0,,0.23,1087648000.0,50269000.0,2404707000.0,,29436000,29501000,17461000.0,3270000.0,,,102054000.0,,132000000.0,22008000.0,-26148000.0,23045000.0,,1210049000.0,75080000.0,23276000,421000.0,4904000.0,19717000.0,,10529000.0,-43935000.0,,,,,
2000-12-31,-81434000.0,-2980000.0,1144555000.0,,21793000.0,,58623000.0,,58623000.0,4904000.0,0.0,325361000.0,,,,,,74836000,83178000,2535000.0,-5340000.0,-44599000.0,-287719000.0,,,2388228000.0,,-6452000.0,50258000.0,-2535000.0,53719000.0,54300000,,-107988000.0,,,-432000.0,2100509000.0,,,,7085000.0,,14920000.0,,,1158928000.0,44918000.0,2398703000.0,,36606000,36606000,20536000.0,3257000.0,,,,,204500000.0,21990000.0,-72651000.0,22615000.0,,1214604000.0,76093000.0,30381000,5622000.0,58623000.0,48060000.0,,2548000.0,-44448000.0,,,,,
2001-03-31,33646000.0,450000.0,1129460000.0,,50230000.0,,6213000.0,,6213000.0,58623000.0,-1000000.0,325496000.0,0.193546,,,,,46874000,78365000,1218000.0,-22949000.0,-91042000.0,-304224000.0,,,2414204000.0,101926000.0,-1515000.0,50198000.0,,-52410000.0,28135000,,-126930000.0,-22949000.0,,6950000.0,2109980000.0,,,,,,14910000.0,,0.195,1111830000.0,27249000.0,2343196000.0,,26024000,26024000,18739000.0,3256000.0,,,102296000.0,,159500000.0,20996000.0,-1294000.0,22296000.0,,1171600000.0,,19799000,-774000.0,6213000.0,-11566000.0,,3025000.0,-44966000.0,,,,,
2001-06-30,29685000.0,-2266000.0,1257225000.0,,21610000.0,,16131000.0,,16131000.0,6213000.0,0.0,329706000.0,0.268548,,,,,73620000,84450000,138343000.0,-30314000.0,-27334000.0,-318995000.0,,,2418440000.0,106324000.0,3882000.0,45027000.0,,9918000.0,55519000,,-137574000.0,-30314000.0,,-11856000.0,2099445000.0,,,,7321000.0,,18060000.0,,0.27,991669000.0,14713000.0,2344693000.0,,34900000,34900000,18101000.0,3509000.0,,,106778000.0,,40300000.0,19553000.0,-909000.0,22215000.0,,1045559000.0,77129000.0,28675000,532000.0,16131000.0,-7775000.0,,-6115000.0,-45544000.0,,,,,
2001-09-30,76106000.0,859000.0,1242684000.0,,32443000.0,,9836000.0,,9836000.0,16131000.0,0.0,330019000.0,0.16,,,,,73318000,84137000,10689000.0,-87682000.0,33446000.0,-323062000.0,,,2517709000.0,110720000.0,524000.0,56251000.0,0.0,-6295000.0,44096000,,-162847000.0,-87682000.0,,2432000.0,2194647000.0,,,,7598000.0,,19746000.0,,0.16,1076148000.0,-31431000.0,2443511000.0,,24073000,24073000,29222000.0,3221000.0,,,111248000.0,,112300000.0,18871000.0,103000.0,21998000.0,,1133142000.0,76539000.0,17848000,537000.0,9836000.0,-95992000.0,,1573000.0,-49346000.0,,,,,
2001-12-31,-160877000.0,-2729000.0,1246724000.0,,21289000.0,,8408000.0,,8408000.0,9836000.0,-13000000.0,330874000.0,,,,,,74308000,85508000,26060000.0,-14384000.0,-47970000.0,-339971000.0,,,2534527000.0,,402000.0,49372000.0,,-1428000.0,56272000,,-176945000.0,,,-5235000.0,2194556000.0,,,,7947000.0,,20940000.0,,,1057752000.0,34988000.0,2431153000.0,,36169000,36169000,18036000.0,3253000.0,,,,,108500000.0,19069000.0,-6987000.0,21750000.0,,1114461000.0,77561000.0,29944000,937000.0,8408000.0,-2830000.0,,-2506000.0,-50267000.0,,,,,
2002-03-31,7855000.0,590000.0,1246826000.0,,47144000.0,,6617000.0,,6617000.0,8408000.0,-111000000.0,331537000.0,0.21,,,,,51750000,80769000,19420000.0,-125572000.0,55543000.0,-369146000.0,,,2662070000.0,113474000.0,2609000.0,51753000.0,,-1791000.0,33625000,,-198067000.0,,,610000.0,2292924000.0,,,,,,21183000.0,,0.215,1144893000.0,-73819000.0,2519069000.0,,31626000,30409000,18125000.0,4199000.0,,,117238000.0,,309800000.0,17536000.0,-2646000.0,21546000.0,,1202476000.0,,24184000,,6617000.0,-109087000.0,,-285000.0,-51531000.0,,,,,
2002-06-30,948000.0,-608000.0,1258315000.0,,23125000.0,,8916000.0,,8916000.0,6617000.0,0.0,332166000.0,0.295,,,,,77378000,89259000,23593000.0,-67474000.0,6038000.0,-385799000.0,,,2719786000.0,114638000.0,823000.0,53609000.0,,2299000.0,58634000,,-210315000.0,,,-6313000.0,2333987000.0,,,,7500000.0,,20964000.0,,0.3,1182660000.0,-13865000.0,2563112000.0,,38185000,40355000,18744000.0,4477000.0,,,115252000.0,,101400000.0,18219000.0,-4182000.0,20886000.0,,1291488000.0,81759000.0,34130000,,8916000.0,-57348000.0,,-5400000.0,-52603000.0,,,,,
2002-09-30,-9541000.0,2160000.0,1280784000.0,,23638000.0,,11714000.0,,11714000.0,8916000.0,-5000000.0,333265000.0,0.265,,,,,79800000,92672000,34602000.0,-36350000.0,90108000.0,-404808000.0,,,2756338000.0,116408000.0,1791000.0,68559000.0,,2798000.0,60415000,,-227084000.0,,,10141000.0,2351530000.0,,,,8619000.0,,19238000.0,,0.265,1288503000.0,32209000.0,2703101000.0,,38005000,37242000,19385000.0,4253000.0,,,116832000.0,,213500000.0,20361000.0,2417000.0,32887000.0,,1409107000.0,84053000.0,31017000,,11714000.0,-155869000.0,,7981000.0,-54011000.0,,,,,
2002-12-31,-138592000.0,-3774000.0,1280889000.0,,34647000.0,,8495000.0,,8495000.0,11714000.0,-8579000.0,333957000.0,,,,,,73113000,97124000,24723000.0,-43457000.0,15851000.0,-424788000.0,,,2796199000.0,,11894000.0,49919000.0,,-3219000.0,53261000,,-252914000.0,,,-10817000.0,2371411000.0,,,,9216000.0,,22382000.0,,,1333848000.0,6462000.0,2748417000.0,,29307000,29374000,19468000.0,5595000.0,,,,,267800000.0,21836000.0,488000.0,32664000.0,,1395993000.0,87908000.0,23149000,,8495000.0,-68989000.0,,-7043000.0,-55204000.0,,,,,
2003-03-31,-10206000.0,5529000.0,1282641000.0,,55794000.0,,13440000.0,,13440000.0,8495000.0,-35000000.0,334775000.0,0.18,,,,,55811000,92056000,25028000.0,-29220000.0,-33829000.0,-439558000.0,,,2805924000.0,119630000.0,-6026000.0,72157000.0,,4945000.0,36262000,,-281000000.0,,,30970000.0,2366366000.0,,,,,,19319000.0,,0.18,1329557000.0,42937000.0,2754957000.0,,34267000,27664000,19549000.0,5242000.0,,,119972000.0,,102200000.0,22000000.0,-43000.0,32217000.0,,1459490000.0,,21439000,,13440000.0,-33383000.0,,11189000.0,-55750000.0,,,,,
2003-06-30,-355000.0,-10140000.0,1209485000.0,,25268000.0,,11559000.0,,11559000.0,13440000.0,0.0,248478000.0,0.165,,,,,84025000,98405000,143034000.0,-9122000.0,-49399000.0,-458691000.0,,,2807835000.0,121940000.0,19219000.0,50190000.0,,-1881000.0,64437000,,-299456000.0,,,-25371000.0,2349144000.0,,,,8700000.0,,18870000.0,,0.165,1391429000.0,41068000.0,2743822000.0,,39031000,36914000,19428000.0,5680000.0,,,122200000.0,,,23142000.0,-9232000.0,31662000.0,,1466109000.0,89705000.0,20295000,,11559000.0,-2672000.0,,-979000.0,-55371000.0,,,,,
2003-09-30,51805000.0,4097000.0,1210157000.0,,25045000.0,,9706000.0,,9706000.0,11559000.0,-1000000.0,160715000.0,0.305,,,,,88119000,102957000,163668000.0,-171894000.0,36455000.0,-473966000.0,,,2967757000.0,126784000.0,-3053000.0,71871000.0,-120000000.0,-1853000.0,68581000,,-306565000.0,,,5931000.0,2493791000.0,,,,9331000.0,,17093000.0,,0.305,1345659000.0,-100023000.0,2832439000.0,,43937000,49609000,19384000.0,5507000.0,,,127202000.0,,129200000.0,22606000.0,-2006000.0,28484000.0,,1554516000.0,93626000.0,38680000,,9706000.0,-110179000.0,,1834000.0,-56717000.0,,,,,
2003-12-31,-6191000.0,792000.0,1440617000.0,,29045000.0,,17768000.0,,17768000.0,9706000.0,0.0,416213000.0,,,,,,88076000,108242000,184040000.0,-12509000.0,111757000.0,-486421000.0,,,2992266000.0,,2575000.0,62955000.0,-267250000.0,8062000.0,67342000,,-318678000.0,,,-4752000.0,2505845000.0,,,,11855000.0,,16471000.0,,,1407284000.0,50446000.0,3035957000.0,,38797000,44398000,20734000.0,8311000.0,,,,,198000000.0,23001000.0,-7103000.0,210045000.0,,1478419000.0,96387000.0,41435000,,17768000.0,-166650000.0,,-5544000.0,-55393000.0,,,,,
2004-03-31,105537000.0,-361000.0,1445514000.0,,80977000.0,,28132000.0,,28132000.0,17768000.0,-51080000.0,417125000.0,0.31,,,,,37699000,98092000,16338000.0,-56808000.0,-203919000.0,-494274000.0,,,2969188000.0,130739000.0,-12582000.0,67338000.0,,10364000.0,17115000,,-331902000.0,,,12501000.0,2474914000.0,,20272000.0,,,,16417000.0,,0.32,1216971000.0,10530000.0,2857462000.0,,36271000,46835000,20584000.0,7302000.0,,,132700000.0,,90000000.0,22021000.0,-159080000.0,61973000.0,,1294593000.0,,41552000,,28132000.0,146945000.0,,6404000.0,-61177000.0,,,,,
2004-06-30,788000.0,-5651000.0,1439418000.0,,29470000.0,,11549000.0,,11549000.0,28132000.0,-35920000.0,417804000.0,0.27,,,,,88600000,107186000,11209000.0,-105226000.0,24574000.0,-512906000.0,,,3058977000.0,131653000.0,10979000.0,52532000.0,,-16583000.0,67524000,,-350773000.0,,,-21005000.0,2546071000.0,,14735000.0,,10192000.0,,17077000.0,,0.28,1292671000.0,-52694000.0,2918824000.0,,42401000,41584000,20974000.0,8394000.0,,,132856000.0,,154000000.0,20618000.0,73820000.0,72339000.0,,1362219000.0,96994000.0,36302000,-1216000.0,11549000.0,-93689000.0,,-8896000.0,-60455000.0,,,,,
2004-09-30,12152000.0,1481000.0,1421227000.0,,32545000.0,,11369000.0,,11369000.0,11549000.0,-12788000.0,418177000.0,0.22,,,,,90988000,111226000,4547000.0,-59929000.0,-36694000.0,-513518000.0,,,3268276000.0,132182000.0,8668000.0,72624000.0,0.0,-180000.0,68100000,,-377024000.0,,,6940000.0,2754758000.0,,16281000.0,,10581000.0,,16910000.0,,0.22,1390294000.0,12695000.0,3013639000.0,,36241000,34490000,22526000.0,9657000.0,,,133584000.0,,142800000.0,23233000.0,6488000.0,58520000.0,,1467152000.0,100645000.0,29208000,-5680000.0,11369000.0,-36110000.0,,5459000.0,-60741000.0,,,,,
2004-12-31,25000.0,6411000.0,1419442000.0,,36809000.0,,20555000.0,,20555000.0,11369000.0,-61593000.0,418831000.0,,,,,,105410000,113783000,10535000.0,-118901000.0,28244000.0,-534573000.0,,,3350945000.0,,-15590000.0,80048000.0,0.0,9186000.0,63070000,,-391770000.0,,,4836000.0,2816372000.0,,15300000.0,,13904000.0,,14834000.0,,,1486206000.0,-38853000.0,3102634000.0,,43419000,46131000,25273000.0,10681000.0,,,,,300100000.0,23442000.0,-119221000.0,60506000.0,,1561411000.0,99879000.0,40848000,,20555000.0,-99106000.0,,-1575000.0,-60877000.0,,,,,
2005-03-31,9636000.0,1648000.0,1413821000.0,18517000.0,31068000.0,,17807000.0,,75187000.0,20555000.0,-53661000.0,419491000.0,0.28,,,,,87946000,108396000,10815000.0,-6864000.0,-107963000.0,-544496000.0,,,3316640000.0,133492000.0,-1308000.0,72486000.0,,-2748000.0,63984000,,-409919000.0,,,6161000.0,2772144000.0,,17319000.0,,13344000.0,,14225000.0,57380000.0,0.29,1432751000.0,65622000.0,3048133000.0,,37599000,43458000,23962000.0,7297000.0,,,134529000.0,-4285000.0,247800000.0,23238000.0,-3510000.0,57380000.0,,1512469000.0,95052000.0,38175000,,17807000.0,32729000.0,,4513000.0,-61607000.0,,,,,
2005-06-30,-4750000.0,-767000.0,1420421000.0,19725000.0,36080000.0,,18890000.0,,18890000.0,17807000.0,-144066000.0,420803000.0,0.28,,,,,94296000,118542000,23509000.0,-123756000.0,60515000.0,-565559000.0,,,3461591000.0,134445000.0,555000.0,67671000.0,,4676000.0,67043000,,-428719000.0,,,-1707000.0,2896032000.0,,18430000.0,,15419000.0,,13629000.0,,0.28,1565709000.0,-56085000.0,3187760000.0,,38640000,43047000,25989000.0,8827000.0,,,135214000.0,-2349000.0,115300000.0,25372000.0,-4438000.0,48694000.0,,1646903000.0,103123000.0,37764000,,18890000.0,-123510000.0,,-940000.0,-61847000.0,,,,,
2005-09-30,12229000.0,-959000.0,1410384000.0,23236000.0,34932000.0,,38174000.0,,38174000.0,18890000.0,29832000.0,421031000.0,0.29,,,,,105229000,124392000,5464000.0,-246093000.0,167818000.0,-590284000.0,,,3779300000.0,135225000.0,1609000.0,83742000.0,,19284000.0,76073000,,-446090000.0,,,7436000.0,3189016000.0,,19018000.0,,13387000.0,,13507000.0,,0.29,1854112000.0,-162351000.0,3494944000.0,,44396000,45041000,29156000.0,7301000.0,,,136135000.0,-3153000.0,170000000.0,28262000.0,-3180000.0,49750000.0,,1943657000.0,111005000.0,39759000,,38174000.0,-232276000.0,,8395000.0,-62412000.0,,,,,
2005-12-31,4266000.0,-6925000.0,1399766000.0,38804000.0,36947000.0,,21342000.0,,21342000.0,38174000.0,77506000.0,421367000.0,,,,,,100755000,126236000,5450000.0,-70439000.0,16706000.0,-614089000.0,,,3855941000.0,,96189000.0,58191000.0,,-16832000.0,72428000,,-467102000.0,,,-934000.0,3241852000.0,,22551000.0,,16861000.0,,13313000.0,,,1956946000.0,-12248000.0,3597265000.0,,38742000,41511000,26947000.0,8620000.0,,,,-50274000.0,258600000.0,30329000.0,37773000.0,48598000.0,,2048215000.0,109375000.0,36229000,,21342000.0,-91729000.0,,-3749000.0,-62523000.0,,,,,
2006-03-31,31862000.0,1274000.0,1407505000.0,51556000.0,39421000.0,,55957000.0,,55957000.0,21342000.0,-136470000.0,422015000.0,0.38,1357000.0,,,,115566000,141695000,9564000.0,-190126000.0,93738000.0,-638405000.0,,,4042082000.0,136040000.0,-5009000.0,92211000.0,,34615000.0,84710000,,-472975000.0,,,8299000.0,3403677000.0,,31781000.0,,17564000.0,,13696000.0,,0.39,1744869000.0,-97915000.0,3788816000.0,,48840000,57888000,30856000.0,8742000.0,,,136856000.0,-14465000.0,2119869000.0,32093000.0,19399000.0,49058000.0,,2224517000.0,124131000.0,52605000,,55957000.0,-151334000.0,,7025000.0,-63761000.0,,,,,
2006-06-30,3675000.0,-665000.0,1391647000.0,60849000.0,44983000.0,,21476000.0,,72618000.0,55957000.0,-17903000.0,422222000.0,0.26,314000.0,,,,112873000,140082000,4673000.0,-74007000.0,-50435000.0,-657182000.0,,,4108315000.0,136484000.0,776000.0,81656000.0,,-34481000.0,75981000,,-495070000.0,,,1794000.0,3451133000.0,,35973000.0,,19118000.0,,12422000.0,51142000.0,0.27,2196489000.0,7649000.0,3858605000.0,,38171000,41567000,32181000.0,8434000.0,,,137192000.0,-1584000.0,265100000.0,33640000.0,129857000.0,51142000.0,,2309244000.0,120964000.0,36284000,,21476000.0,-65702000.0,45746000.0,2459000.0,-63662000.0,,,,,
2006-09-30,-124749000.0,-6870000.0,1414719000.0,58501000.0,40517000.0,,645363000.0,,695120000.0,21476000.0,-1026000.0,422733000.0,0.52,-4888000.0,,,,111763000,139597000,7449000.0,-72576000.0,663199000.0,-657552000.0,,,4135386000.0,136682000.0,-33065000.0,80626000.0,,623887000.0,78975000,,-482116000.0,,,4299000.0,3477834000.0,,31372000.0,,20105000.0,,12676000.0,49757000.0,0.52,2923428000.0,8050000.0,4611501000.0,,38496000,76818000,32788000.0,8280000.0,,,143538000.0,-851000.0,,36968000.0,-2031000.0,49757000.0,,3044171000.0,119492000.0,71536000,,645363000.0,-119938000.0,27964000.0,11169000.0,-63864000.0,,,,,
