date,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1998-09-30,-200000.0,999000000.0,78700000.0,-10200000.0,-465500000.0,1500000.0,164400000.0,66600000.0,92000000.0,0.0,21200000.0,,,-22000000.0,,35000000.0,,92000000.0,-4300000.0,-22800000.0,30200000.0,1724000000.0,2074600000.0,,24500000.0,7400000.0,,,,,80100000.0,414300000.0,42100000.0,66600000.0,,66600000.0,20100000.0,8900000,,,-11800000.0,-1400000.0,-21800000.0,-17700000.0,-2900000.0,1451000000.0,22400000.0,-13500000,30000000.0,3300000.0,225000000,321800000.0,1464500000.0,350600000.0,-100000.0,,116800000.0,890800000.0,1119200000.0,-2900000.0,105000000.0,81800000.0,90400000.0,134600000.0,-11800000,148100000.0,-11800000.0,,,387100000.0,,,,,,,
1998-12-31,3800000.0,1000300000.0,70300000.0,14500000.0,-479900000.0,1000000.0,156000000.0,80500000.0,146000000.0,0.0,21600000.0,0.122283,,32500000.0,,36200000.0,147199128.0,146000000.0,23100000.0,-16200000.0,-3100000.0,1722300000.0,2127500000.0,,13900000.0,-19300000.0,11600000.0,,,,97700000.0,414300000.0,66600000.0,80500000.0,147199128.0,80500000.0,,79400000,0.122283,,18000000.0,-6100000.0,-21700000.0,-11800000.0,,1499200000.0,21700000.0,57700000,-47100000.0,1700000.0,373700000,383600000.0,1480200000.0,405200000.0,0.0,,101400000.0,881300000.0,1115600000.0,8700000.0,139900000.0,131300000.0,159800000.0,213900000.0,18000000,156200000.0,18000000.0,,,394100000.0,,,,,,,
1999-03-31,2300000.0,999900000.0,47600000.0,32000000.0,-494500000.0,1100000.0,158000000.0,128200000.0,90500000.0,0.0,21300000.0,0.255683,,69500000.0,621100000.0,44400000.0,146665798.0,90500000.0,-71700000.0,-16400000.0,96900000.0,1725300000.0,2149000000.0,,47700000.0,80500000.0,48500000.0,,,,80100000.0,414300000.0,80500000.0,128200000.0,147952340.0,128200000.0,,134300000,0.25346,,37500000.0,22500000.0,-21800000.0,13500000.0,,1497500000.0,22600000.0,111700000,7700000.0,-4900000.0,499200000,358400000.0,1494400000.0,423700000.0,-10300000.0,,67000000.0,902300000.0,,22400000.0,187800000.0,166500000.0,216300000.0,282900000.0,37500000,171200000.0,37500000.0,,,403900000.0,,,,,,,
1999-06-30,5600000.0,1002400000.0,55300000.0,5900000.0,-502600000.0,1300000.0,160000000.0,152500000.0,103000000.0,0.0,21400000.0,0.08004,,17300000.0,,45400000.0,142428786.0,103000000.0,-23200000.0,-18900000.0,49900000.0,1722400000.0,2078900000.0,,24300000.0,31000000.0,16300000.0,,,-2000000.0,67400000.0,414500000.0,128200000.0,152500000.0,142428786.0,152500000.0,,47900000,0.08004,,11400000.0,-2400000.0,-22100000.0,13200000.0,-6300000.0,1448800000.0,22600000.0,25300000,19400000.0,3300000.0,259300000,315200000.0,1505000000.0,356500000.0,0.0,,41400000.0,893700000.0,1133600000.0,-7600000.0,144800000.0,101500000.0,104800000.0,154500000.0,11400000,129200000.0,11400000.0,,,398300000.0,,,,,,,
1999-09-30,5100000.0,1084100000.0,87100000.0,-9200000.0,-514900000.0,1300000.0,183900000.0,40500000.0,147700000.0,0.0,21900000.0,,,-20400000.0,,46700000.0,,147700000.0,-9700000.0,-18700000.0,-1800000.0,1845000000.0,2135900000.0,,-112000000.0,-20500000.0,-9700000.0,,,-1200000.0,100600000.0,414800000.0,152500000.0,40500000.0,,40500000.0,,7100000,,,-11200000.0,-100500000.0,-21300000.0,-8200000.0,-109900000.0,1656800000.0,22700000.0,-15700000,-8300000.0,7600000.0,251400000,402300000.0,1599000000.0,290900000.0,0.0,,53500000.0,989600000.0,1244900000.0,-28500000.0,109900000.0,102900000.0,115100000.0,136300000.0,-11200000,152000000.0,-11200000.0,,,269200000.0,,,,,,,
1999-12-31,5600000.0,1059700000.0,84100000.0,17400000.0,-532200000.0,1500000.0,170200000.0,71300000.0,184300000.0,0.0,24200000.0,0.171111,,38500000.0,,46000000.0,122827500.0,184300000.0,64500000.0,-14200000.0,-29300000.0,1826900000.0,2229600000.0,,30800000.0,-43500000.0,10800000.0,,,-1000000.0,121900000.0,414800000.0,40500000.0,71300000.0,123187500.0,71300000.0,,88600000,0.171111,,21100000.0,-4300000.0,-20000000.0,2600000.0,-2400000.0,1742100000.0,23500000.0,65100000,-79300000.0,1900000.0,466600000,454600000.0,1591900000.0,402700000.0,0.0,,43300000.0,1034900000.0,1287500000.0,-1500000.0,148400000.0,178400000.0,224300000.0,242300000.0,21100000,177200000.0,21100000.0,,,279300000.0,,,,,,,
2000-03-31,7500000.0,1060600000.0,66000000.0,34100000.0,-548300000.0,900000.0,169300000.0,60400000.0,108200000.0,0.0,24400000.0,0.315556,,72900000.0,658800000.0,48100000.0,122787000.0,108200000.0,-85800000.0,-16300000.0,104100000.0,1824500000.0,2213900000.0,,-10900000.0,87800000.0,0.0,,,-800000.0,104200000.0,414600000.0,71300000.0,60400000.0,122787000.0,60400000.0,,133900000,0.315556,,38800000.0,-29300000.0,-20000000.0,31200000.0,-2500000.0,1688600000.0,,110400000,22900000.0,-6600000.0,610400000,395100000.0,1608900000.0,389400000.0,-700000.0,,43900000.0,1042800000.0,,24900000.0,182700000.0,202900000.0,316900000.0,293500000.0,38800000,183100000.0,38800000.0,,,306400000.0,,,,,,,
2000-06-30,5100000.0,1075900000.0,91700000.0,-2400000.0,-563800000.0,600000.0,170800000.0,91300000.0,184500000.0,0.0,24700000.0,-0.037778,,-7100000.0,,47200000.0,122355000.0,184500000.0,46300000.0,-19700000.0,42700000.0,1857600000.0,2230000000.0,,30900000.0,23000000.0,400000.0,,,-1100000.0,111300000.0,414600000.0,60400000.0,91300000.0,122355000.0,91300000.0,,27400000,-0.037778,,-4700000.0,-57900000.0,-20300000.0,16100000.0,-3700000.0,1741700000.0,,3600000,20700000.0,6300000.0,335900000,450200000.0,1639700000.0,372400000.0,-300000.0,,37000000.0,1035200000.0,1291500000.0,-24600000.0,154400000.0,145400000.0,160300000.0,175600000.0,-4700000,172000000.0,-4700000.0,,,288100000.0,,,,,,,
2000-09-30,8700000.0,1073200000.0,117400000.0,-9000000.0,-578900000.0,800000.0,182100000.0,93900000.0,220600000.0,0.0,26800000.0,,,-19500000.0,,41700000.0,,220600000.0,17400000.0,-20800000.0,15200000.0,1852700000.0,2278800000.0,,2600000.0,-5600000.0,-3900000.0,,,-700000.0,156700000.0,414500000.0,91300000.0,93900000.0,,93900000.0,,11900000,,,-10500000.0,-30000000.0,-20000000.0,-4900000.0,-1000000.0,1834500000.0,,-14800000,900000.0,1600000.0,348800000,539400000.0,1652100000.0,426100000.0,100000.0,,38600000.0,1029700000.0,1285900000.0,-24900000.0,114800000.0,165700000.0,174600000.0,174200000.0,-10500000,189000000.0,-10500000.0,,,267200000.0,,,,,,,
2000-12-31,6200000.0,1090700000.0,121800000.0,21800000.0,-598800000.0,40600000.0,172700000.0,108600000.0,234900000.0,0.0,26800000.0,0.26,,48900000.0,,56000000.0,121828500.0,234900000.0,52500000.0,-17700000.0,-16300000.0,1873600000.0,2567100000.0,,14700000.0,-34000000.0,3700000.0,,,18100000.0,297300000.0,414500000.0,93900000.0,108600000.0,122332500.0,108600000.0,,111800000,0.257778,,31600000.0,-21600000.0,-21500000.0,16200000.0,,2021900000.0,,85800000,-86600000.0,5600000.0,737100000,712300000.0,1689500000.0,693500000.0,-9000000.0,,72700000.0,1053100000.0,1309600000.0,-5900000.0,180100000.0,353100000.0,377100000.0,360000000.0,27100000,274200000.0,31600000.0,,,307900000.0,,,,,,,
2001-03-31,4300000.0,1085800000.0,87500000.0,36900000.0,-616100000.0,1100000.0,176800000.0,57700000.0,188500000.0,0.0,26200000.0,0.373333,,82400000.0,661600000.0,83200000.0,122008500.0,188500000.0,-39200000.0,-18400000.0,32500000.0,1885300000.0,2442800000.0,,-50900000.0,14100000.0,500000.0,,,-600000.0,178400000.0,414500000.0,108600000.0,57700000.0,122805000.0,57700000.0,,164400000,0.371111,,45500000.0,-44100000.0,-21600000.0,51000000.0,,1870900000.0,,138300000,-61700000.0,-9500000.0,943800000,541500000.0,1701900000.0,557500000.0,-26400000.0,,36900000.0,1074200000.0,,34600000.0,174600000.0,348100000.0,507700000.0,436100000.0,45500000,297800000.0,45500000.0,,,325400000.0,,,,,,,
2001-06-30,3400000.0,1082900000.0,100900000.0,-1900000.0,-634400000.0,2200000.0,178400000.0,52100000.0,143900000.0,0.0,25600000.0,-0.035556,,-6200000.0,,85400000.0,122319000.0,143900000.0,-79500000.0,-18100000.0,89900000.0,1875900000.0,2282200000.0,,-5600000.0,71800000.0,0.0,,,-15200000.0,119400000.0,414400000.0,57700000.0,52100000.0,122319000.0,52100000.0,,31200000,-0.035556,,-4300000.0,-15700000.0,-32400000.0,36100000.0,,1764000000.0,,5000000,101400000.0,-8700000.0,411900000,444600000.0,1717300000.0,406300000.0,200000.0,,49600000.0,1066100000.0,1319400000.0,-13600000.0,181300000.0,195600000.0,190600000.0,221300000.0,-4300000,216300000.0,-4300000.0,,,298000000.0,,,,,,,
2001-09-30,7500000.0,1268000000.0,128600000.0,-11400000.0,-645500000.0,53500000.0,191200000.0,87500000.0,166100000.0,0.0,27400000.0,,,-27700000.0,,94700000.0,,166100000.0,169900000.0,-23800000.0,97400000.0,2091300000.0,2550200000.0,,35400000.0,73600000.0,0.0,,,-13500000.0,167000000.0,395000000.0,52100000.0,87500000.0,,87500000.0,,3800000,,,-16300000.0,-231900000.0,-22000000.0,9000000.0,,2048400000.0,,-23100000,70600000.0,7100000.0,375300000,567500000.0,1913500000.0,458900000.0,600000.0,,50900000.0,1196900000.0,1452100000.0,-19300000.0,196000000.0,180800000.0,163800000.0,211500000.0,-16300000,234600000.0,-16300000.0,,,255600000.0,,,,,,,
2001-12-31,6200000.0,1267900000.0,122200000.0,15800000.0,-666400000.0,40500000.0,190300000.0,108700000.0,198800000.0,0.0,28600000.0,0.195556,,39900000.0,,99600000.0,123304500.0,198800000.0,12900000.0,-23400000.0,29400000.0,2093300000.0,2642000000.0,,21200000.0,6000000.0,,,,-12700000.0,212300000.0,395000000.0,87500000.0,108700000.0,125158500.0,108700000.0,-600000.0,94600000,0.193333,,24100000.0,-21100000.0,-23400000.0,22000000.0,,2092100000.0,,71400000,-25300000.0,-700000.0,619400000,644300000.0,1934300000.0,548700000.0,2900000.0,,58400000.0,1157300000.0,1427800000.0,6300000.0,233200000.0,232100000.0,374700000.0,244700000.0,24100000,173300000.0,24100000.0,,,272400000.0,,,,,,,
2002-03-31,9400000.0,1262900000.0,74600000.0,30900000.0,-686600000.0,13800000.0,186300000.0,139500000.0,165300000.0,0.0,27800000.0,0.435556,,84900000.0,667700000.0,101600000.0,123862500.0,165300000.0,-44200000.0,-19600000.0,92300000.0,2087400000.0,2641300000.0,,30800000.0,72700000.0,,,,1200000.0,169700000.0,395100000.0,108700000.0,139500000.0,126396000.0,139500000.0,,168300000,0.426667,,54000000.0,-17300000.0,-24600000.0,65000000.0,,1980200000.0,,144800000,-36000000.0,200000.0,764000000,540000000.0,1949500000.0,553900000.0,-2100000.0,,55000000.0,1155200000.0,,47600000.0,205000000.0,265100000.0,336700000.0,427300000.0,54000000,282500000.0,54000000.0,,,331000000.0,,,,,,,
2002-06-30,4800000.0,1266800000.0,87100000.0,3500000.0,-703700000.0,1400000.0,193200000.0,135200000.0,142500000.0,0.0,27300000.0,0.031111,,7500000.0,,109800000.0,124168500.0,142500000.0,-63000000.0,-20300000.0,78000000.0,2104100000.0,2556100000.0,,-4300000.0,57700000.0,,,,4800000.0,142400000.0,395300000.0,139500000.0,135200000.0,126958500.0,135200000.0,,48100000,0.031111,,4000000.0,-19300000.0,-25100000.0,57700000.0,,1918500000.0,,24900000,50300000.0,9000000.0,446300000,474600000.0,1970500000.0,452000000.0,0.0,,49200000.0,1149300000.0,1423900000.0,-12100000.0,189700000.0,173000000.0,164200000.0,282100000.0,4000000,257200000.0,4000000.0,,,328700000.0,,,,,,,
2002-09-30,5500000.0,1271900000.0,109200000.0,-3300000.0,-720500000.0,5000000.0,208600000.0,194300000.0,204500000.0,0.0,27000000.0,,,-9900000.0,,84100000.0,,204500000.0,20000000.0,-31400000.0,47800000.0,2084400000.0,2614400000.0,,59100000.0,16400000.0,,,,6600000.0,166100000.0,396600000.0,135200000.0,194300000.0,,194300000.0,,17700000,,,-6600000.0,-8700000.0,-25200000.0,39700000.0,,2021100000.0,,-5900000,24800000.0,2500000.0,384000000,586400000.0,1992400000.0,530000000.0,18500000.0,,60700000.0,1127000000.0,1406300000.0,-22100000.0,174300000.0,157700000.0,153600000.0,230400000.0,-6600000,236300000.0,-6600000.0,,,317300000.0,,,,,,,
2002-12-31,5000000.0,1276100000.0,117200000.0,23500000.0,-743300000.0,2000000.0,210400000.0,273900000.0,334900000.0,0.0,28200000.0,0.293333,,60600000.0,,89500000.0,125064000.0,334900000.0,109000000.0,-25700000.0,-4000000.0,2098500000.0,2873800000.0,,79600000.0,-29700000.0,,,,11500000.0,254600000.0,573900000.0,194300000.0,273900000.0,127773000.0,273900000.0,,128500000,0.286667,,36700000.0,-25500000.0,-25200000.0,65000000.0,,2224400000.0,,104300000,-96500000.0,1300000.0,739900000,784600000.0,2019400000.0,775300000.0,300000.0,,57400000.0,1134900000.0,1439800000.0,-7800000.0,195100000.0,299000000.0,453100000.0,286800000.0,37100000,182500000.0,37100000.0,,,526500000.0,,,,,,,
2003-03-31,12700000.0,1279300000.0,83300000.0,44300000.0,-765800000.0,6200000.0,213000000.0,149200000.0,161300000.0,0.0,27100000.0,0.553333,,114500000.0,687300000.0,93300000.0,125874000.0,161300000.0,-198900000.0,-25400000.0,154900000.0,2119100000.0,2902700000.0,,-124700000.0,129500000.0,,,,10100000.0,302700000.0,574200000.0,273900000.0,149200000.0,128970000.0,149200000.0,,199100000,0.54,,69800000.0,-80300000.0,-25600000.0,122700000.0,,2165500000.0,,173700000,20100000.0,-9200000.0,1135900000,720000000.0,2045100000.0,783600000.0,1300000.0,,114600000.0,1133300000.0,,34200000.0,256000000.0,414800000.0,754900000.0,381000000.0,70200000,207300000.0,70200000.0,,,589100000.0,,,,,,,
2003-06-30,4600000.0,1336900000.0,97000000.0,-2200000.0,-787800000.0,84200000.0,221400000.0,121700000.0,139500000.0,0.0,26500000.0,-0.016667,,-3800000.0,,86300000.0,127353000.0,139500000.0,10800000.0,-21400000.0,54400000.0,2186800000.0,2771700000.0,,-27500000.0,33000000.0,,,,9300000.0,176700000.0,597000000.0,149200000.0,121700000.0,127353000.0,121700000.0,-5000000.0,30100000,-0.016667,,-2000000.0,-93000000.0,-25900000.0,108700000.0,,1998300000.0,,4000000,35800000.0,-3500000.0,623100000,553500000.0,2124700000.0,584900000.0,6800000.0,,125400000.0,1115900000.0,1444800000.0,-12200000.0,237300000.0,240800000.0,430100000.0,193000000.0,-1600000,189000000.0,-1600000.0,,,606000000.0,,,,,,,
2003-09-30,-200000.0,1336800000.0,136600000.0,-4900000.0,-805200000.0,6300000.0,231100000.0,142100000.0,121600000.0,-56400000.0,27400000.0,,,-10500000.0,,91000000.0,,121600000.0,3800000.0,-28400000.0,43800000.0,2194300000.0,2781700000.0,,20400000.0,15400000.0,,,,4700000.0,202500000.0,582400000.0,121700000.0,142100000.0,,142100000.0,-400000.0,27800000,,,-5600000.0,-27300000.0,29000000.0,90900000.0,,2077300000.0,,500000,33400000.0,8600000.0,527200000,570300000.0,2142000000.0,587400000.0,-50500000.0,,102100000.0,1158500000.0,1499000000.0,-39500000.0,206100000.0,199200000.0,346200000.0,181000000.0,-5600000,180500000.0,-5600000.0,,,569800000.0,,,,,,,
2003-12-31,9600000.0,1360300000.0,148600000.0,24300000.0,-827600000.0,1700000.0,230900000.0,143600000.0,192600000.0,0.0,26700000.0,0.303333,,63100000.0,,96900000.0,128517000.0,192600000.0,41300000.0,-24100000.0,13600000.0,2234600000.0,3027000000.0,,1500000.0,-10500000.0,,,,15200000.0,327200000.0,582900000.0,142100000.0,143600000.0,131841000.0,143600000.0,,130400000,0.293333,,38800000.0,-53500000.0,-27500000.0,117500000.0,,2268600000.0,6200000.0,102900000,-87700000.0,6100000.0,893700000,749800000.0,2187900000.0,792400000.0,100000.0,,108500000.0,1161600000.0,1518800000.0,-8300000.0,230000000.0,361100000.0,596900000.0,296800000.0,38800000,193900000.0,38800000.0,,,608600000.0,,,,,,,
2004-03-31,3300000.0,1884800000.0,105100000.0,40600000.0,-852600000.0,234900000.0,392700000.0,143300000.0,158100000.0,0.0,26700000.0,0.503333,,107700000.0,1316500000.0,118600000.0,132897000.0,158100000.0,137500000.0,-26100000.0,90600000.0,3382000000.0,4358900000.0,,-300000.0,64500000.0,,,,11100000.0,398500000.0,815400000.0,143600000.0,143300000.0,135930000.0,143300000.0,,215100000,0.493333,,67100000.0,-228400000.0,-27500000.0,172400000.0,,3266100000.0,4600000.0,186700000,-62800000.0,-2200000.0,1316600000,809200000.0,2737400000.0,976900000.0,0.0,,115200000.0,1609700000.0,,61200000.0,252600000.0,613300000.0,,1316600000.0,67100000,1129900000.0,67100000.0,,,894500000.0,,,,,,,
2004-06-30,5700000.0,1881200000.0,127400000.0,5500000.0,-880000000.0,63600000.0,390400000.0,160400000.0,164300000.0,0.0,33500000.0,0.053333,,13800000.0,,128800000.0,152745000.0,164300000.0,-6200000.0,-36300000.0,80600000.0,3388300000.0,4172400000.0,,17100000.0,44300000.0,-15000000.0,,,15400000.0,270300000.0,846900000.0,143300000.0,160400000.0,155724000.0,160400000.0,,66100000,0.053333,,8300000.0,-56600000.0,-31300000.0,164900000.0,,3041800000.0,-21600000.0,27600000,55700000.0,-1800000.0,823400000,723700000.0,2761200000.0,784100000.0,600000.0,,86800000.0,1554800000.0,2318100000.0,-22500000.0,289100000.0,409500000.0,,823400000.0,8300000,795800000.0,8300000.0,,,925700000.0,,,,,,,
2004-09-30,1500000.0,1781900000.0,198400000.0,-6000000.0,-892400000.0,8000000.0,449000000.0,149600000.0,200900000.0,-62400000.0,32200000.0,,,-8600000.0,,121700000.0,,200900000.0,-10700000.0,-47200000.0,73000000.0,3398900000.0,4235400000.0,,-10800000.0,25800000.0,,,,22400000.0,323900000.0,762800000.0,160400000.0,149600000.0,,149600000.0,,43300000,,,-2600000.0,-74300000.0,30000000.0,146200000.0,,3222900000.0,20200000.0,5300000,22500000.0,900000.0,751000000,922800000.0,2674300000.0,836500000.0,17300000.0,,121200000.0,1547300000.0,2292500000.0,-69800000.0,355000000.0,367300000.0,,-1775900000.0,-2600000,-1781200000.0,-2600000.0,,,834100000.0,,,,,,,
2004-12-31,22900000.0,1843000000.0,226300000.0,42000000.0,-924900000.0,3100000.0,474200000.0,121700000.0,308100000.0,-16500000.0,33500000.0,0.506667,,120200000.0,,123100000.0,154122000.0,308100000.0,20900000.0,-40900000.0,4800000.0,3537600000.0,4680500000.0,,-27900000.0,-36100000.0,,,,42000000.0,521700000.0,763300000.0,149600000.0,121700000.0,157800000.0,121700000.0,,189000000,0.496667,,78200000.0,-57000000.0,-16000000.0,208400000.0,-20000000.0,3591700000.0,-6300000.0,151400000,-126800000.0,1500000.0,1363100000,1218100000.0,2767900000.0,1142900000.0,2500000.0,,150500000.0,1561900000.0,2373600000.0,-12400000.0,388300000.0,644400000.0,913300000.0,449800000.0,78200000,298400000.0,78200000.0,,,919000000.0,,,,,,,
2005-03-31,7100000.0,1819600000.0,135400000.0,83500000.0,-947000000.0,12600000.0,472300000.0,161600000.0,249400000.0,16500000.0,33300000.0,0.753333,,200800000.0,1473900000.0,119800000.0,155373000.0,249400000.0,-92800000.0,-33600000.0,183700000.0,3479500000.0,4674400000.0,,39900000.0,150100000.0,,,,29500000.0,448200000.0,768800000.0,121700000.0,161600000.0,157629000.0,161600000.0,,317700000,0.743333,,117300000.0,-48300000.0,-49100000.0,309500000.0,0.0,3440000000.0,,280000000,-52400000.0,8200000.0,1788200000,1124700000.0,2766600000.0,1194900000.0,700000.0,,150500000.0,1520300000.0,,89400000.0,427100000.0,747400000.0,,1788200000.0,117300000,1508200000.0,117300000.0,,,1020200000.0,,,,,,,
2005-06-30,6500000.0,1787300000.0,168800000.0,-1600000.0,-966700000.0,7100000.0,468900000.0,207400000.0,289700000.0,-20000000.0,32100000.0,0.006667,,-900000.0,,120100000.0,156468000.0,289700000.0,-41800000.0,-37500000.0,128200000.0,3384500000.0,4328700000.0,,45800000.0,90700000.0,,,,-1600000.0,276800000.0,769900000.0,161600000.0,207400000.0,159036000.0,207400000.0,0.0,33300000,0.006667,,700000.0,-32700000.0,-34500000.0,292600000.0,,3182700000.0,,-3200000,89300000.0,-2500000.0,932500000,931100000.0,2754000000.0,944200000.0,3400000.0,,143700000.0,1458600000.0,2251600000.0,-35200000.0,364600000.0,424300000.0,,932500000.0,700000,935700000.0,700000.0,,,979300000.0,,,,,,,
2005-09-30,-1100000.0,1802700000.0,239900000.0,-4700000.0,-986900000.0,77000000.0,484700000.0,315000000.0,349400000.0,-46600000.0,31300000.0,,,-13400000.0,,131400000.0,,349400000.0,41100000.0,-46400000.0,121000000.0,3399200000.0,4571500000.0,,107600000.0,74600000.0,,,,16500000.0,399700000.0,793600000.0,207400000.0,315000000.0,,315000000.0,-5000000.0,31500000,,,-8700000.0,-53400000.0,32200000.0,266300000.0,,3367600000.0,,-3100000,101100000.0,4900000.0,806100000,1163100000.0,2789600000.0,1172300000.0,-3000000.0,,195600000.0,1392500000.0,2197300000.0,-71200000.0,373200000.0,421800000.0,,-2499900000.0,-8700000,-2496800000.0,-8700000.0,,,997600000.0,,,,,,,
2005-12-31,7400000.0,1805700000.0,262000000.0,38500000.0,-1012900000.0,1500000.0,483500000.0,284600000.0,585200000.0,0.0,32600000.0,0.366667,,96000000.0,,133700000.0,157735500.0,585200000.0,273900000.0,-42000000.0,-17500000.0,3389700000.0,5057900000.0,,-30400000.0,-59500000.0,,,,-10800000.0,619200000.0,795000000.0,315000000.0,284600000.0,159934500.0,284600000.0,,188500000,0.36,,57500000.0,-284800000.0,-35800000.0,306800000.0,,3847100000.0,,152200000,-146600000.0,10800000.0,1577900000,1584700000.0,2818600000.0,1668200000.0,-244400000.0,,445900000.0,1454500000.0,2262400000.0,-22700000.0,380300000.0,675700000.0,1150700000.0,427200000.0,57500000,275000000.0,57500000.0,,,1012800000.0,,,,,,,
