1443571200,,,,,217329000.0,1083000.0,,168702000.0,,,-6627000.0,,,,,662508000.0,,,,,,,-277211000.0,25868000.0,,9377438000.0,6304000.0,50600000.0,,,,,165017000.0,,,,,,267345000.0,,26212000.0,,,,138286000.0,0.26,,,-111180000.0,1530917000.0,875959000.0,,,,0.0,6128610000.0,,1371743000.0,100217000.0,,,8444000.0,,194814000.0,,,,,8501479000.0,0.26,258901000.0,263064000.0,,,2136163000.0,,25868000.0,,,29139000.0,,551000.0,,,,,,,15981000.0,827525000.0,77413000.0,,662508000.0,,,,,,120615000.0,,18400000.0,,,,15479000.0,4047000.0,9566445000.0,,253482000.0,,,,,,,-6627000.0,0.0,253482000.0,157984000.0,,,-275298000.0,,45120000.0,9566445000.0,,,,,45906000.0,134255000.0,,,,,157984000.0,,,10124491000.0,,11655408000.0,,,10022000.0,168698000.0,100217000.0,,528164000.0,,,,98567000.0,582696000.0,,,,,,,,,2237321000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,514712000.0,,,23790000.0,-54707000.0,2971000.0,,360040000.0,104404000.0,6474162000.0,-6210000.0,,23243000.0,2229104000.0,790881000.0,514712000.0,664120000.0,221358000.0,299485000.0,810931000.0,92795000.0,,-80767000.0,-234200000.0,1899358000.0,8566973000.0,66378000.0,,8566973000.0,,423120000.0,0.0,221358000.0,,-825126000.0,73061000.0,-198186000.0,514712000.0,214967000.0,10131000.0,15236000.0,10126023000.0,,,68095000.0,-2.34,,,-356524000.0,948291000.0,2092811000.0,,,-209005000.0,0.0,4235805000.0,948291000.0,1646748000.0,100217000.0,-356524000.0,-2.25,8883000.0,-209005000.0,126844000.0,,126844000.0,354154000.0,-137166000.0,6474162000.0,-2.34,206084000.0,149972000.0,,5848000.0,1882602000.0,734845000.0,-234200000.0,,9642183000.0,-232466000.0,0.0,2274000.0,261301000.0,4235805000.0,10590474000.0,1882602000.0,,810931000.0,1381000.0,736070000.0,79654000.0,,514712000.0,14913000.0,2092811000.0,299485000.0,-825126000.0,,137989000.0,,,10022000.0,,-833974000.0,14913000.0,5780000.0,9300897000.0,79654000.0,-117511000.0,,,9300897000.0,767638000.0,420826000.0,9300897000.0,-6210000.0,0.0,-117511000.0,62192000.0,92795000.0,-1198000.0,-76831000.0,736070000.0,-231085000.0,9300897000.0,,,-174396000.0,,39097000.0,-136086000.0,-106007000.0,180566000.0,,23790000.0,62192000.0,,1646748000.0,9642183000.0,333921000.0,10590474000.0,149972000.0,,10022000.0,104404000.0,100217000.0,-2.25,662508000.0,15236000.0,,-175389000.0,99069000.0,1899358000.0,-106007000.0,10126023000.0,39097000.0,344518000.0,,-929850000.0,11696000.0,,2229104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,129648000.0,2254000.0,,154262000.0,,,-5038000.0,,,,,574788000.0,,,,,,,-39723000.0,-26006000.0,,8864324000.0,-19510000.0,,,,,,145452000.0,,,,,,206376000.0,,15514000.0,,,,75387000.0,-0.26,,,-386561000.0,1078630000.0,2199507000.0,,,,0.0,4350354000.0,,1640423000.0,100217000.0,,,7375000.0,,148264000.0,,,,,6664817000.0,-0.26,199001000.0,110256000.0,,,1856522000.0,,-26006000.0,,,-22640000.0,,-15614000.0,,,,,,,-3599000.0,720240000.0,81920000.0,,574788000.0,,,,,,123614000.0,,6337000.0,,,,15165000.0,-20776000.0,9409064000.0,,639000.0,,,,,,,-5038000.0,0.0,639000.0,84499000.0,,,-19071000.0,,-26239000.0,9409064000.0,,,,,22876000.0,45415000.0,,,,,84499000.0,,,9772168000.0,,10850798000.0,,,10022000.0,141137000.0,100217000.0,,514712000.0,,,,78727000.0,1986290000.0,,,,,,,,,2233061000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,205980000.0,3595000.0,,187991000.0,,,-813000.0,,,,,554561000.0,,,,,,,17228000.0,2649000.0,,8674444000.0,-21450000.0,,,,,,141670000.0,,,,,,261302000.0,,19740000.0,,,,127108000.0,0.03,,,-383912000.0,1044975000.0,2143151000.0,,,,0.0,4245162000.0,,1629720000.0,100217000.0,,,10226000.0,,181260000.0,,,,,6531293000.0,0.03,251076000.0,104819000.0,,,1846064000.0,,2649000.0,,,4194000.0,,13057000.0,,,,,,,19762000.0,696231000.0,96669000.0,,554561000.0,,,,,,123968000.0,,6276000.0,,,,14690000.0,725000.0,9249765000.0,,-63110000.0,,,,,,,-813000.0,0.0,-63110000.0,33363000.0,,,0.0,,23956000.0,9249765000.0,,,,,23037000.0,-12519000.0,,,,,33363000.0,,,9598417000.0,,10643392000.0,,,10022000.0,140220000.0,100217000.0,,574788000.0,,,,103681000.0,1933174000.0,,,,,,,,,2219954000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,245539000.0,4747000.0,,192496000.0,,,-101000.0,,,,,673447000.0,,,,,,,-32184000.0,33014000.0,,8782265000.0,-16269000.0,,,,,,142014000.0,,,,,,295272000.0,,22709000.0,,,,162027000.0,0.33,,,-350897000.0,1198157000.0,2214035000.0,,,,0.0,4260800000.0,,1620857000.0,100217000.0,,,6880000.0,,206630000.0,,,,,6568230000.0,0.33,288392000.0,84738000.0,,,1852054000.0,,33014000.0,,,35285000.0,,-17250000.0,,,,,,,29801000.0,815461000.0,107740000.0,,673447000.0,,,,,,126365000.0,,,,,,15014000.0,122000.0,9243143000.0,,-39283000.0,,,,,,,-101000.0,0.0,-39283000.0,184329000.0,,,-14833000.0,,65086000.0,9243143000.0,,,,,21935000.0,112862000.0,,,,,184329000.0,,,9558156000.0,,10756313000.0,,,10022000.0,130731000.0,100217000.0,,554561000.0,,,,101553000.0,2023777000.0,,,,,,,,,2192929000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,594811000.0,,,1666000.0,142976000.0,4140000.0,,130026000.0,160505000.0,7163622000.0,0.0,,26919000.0,2188104000.0,971797000.0,594811000.0,0.0,228038000.0,334418000.0,-19071000.0,100217000.0,,9249000.0,-14513000.0,993144000.0,8338688000.0,59262000.0,,8338688000.0,,542441000.0,0.0,228038000.0,,-1143324000.0,2033000.0,1667000.0,594811000.0,208847000.0,-3637000.0,21417000.0,10067596000.0,,,37915000.0,-0.15,,,-365410000.0,1045854000.0,1175066000.0,,,-4855000.0,0.0,5005524000.0,1045854000.0,1612045000.0,100217000.0,-365410000.0,-0.05,2438000.0,-4855000.0,151199000.0,,151199000.0,514712000.0,-35509000.0,7163622000.0,-0.15,206409000.0,124782000.0,,14736000.0,1832716000.0,664775000.0,-14513000.0,,9251945000.0,-15172000.0,0.0,16170000.0,332925000.0,5005524000.0,10297799000.0,1832716000.0,,-226103000.0,-44298000.0,822849000.0,95037000.0,,594811000.0,15384000.0,1175066000.0,334418000.0,-1143324000.0,,168494000.0,,,10022000.0,,-21754000.0,15384000.0,-3093000.0,8924272000.0,95037000.0,82684000.0,,,8924272000.0,944878000.0,744265000.0,8924272000.0,,0.0,-124348000.0,32226000.0,100217000.0,-729000.0,-6921000.0,822849000.0,-59470000.0,8924272000.0,,,3333000.0,,21841000.0,-63801000.0,-5952000.0,81956000.0,,1666000.0,32226000.0,,1612045000.0,9251945000.0,408007000.0,10297799000.0,124782000.0,,10022000.0,160505000.0,100217000.0,-0.05,673447000.0,21417000.0,,-182636000.0,103924000.0,993144000.0,-5952000.0,10067596000.0,21841000.0,402437000.0,,-26359000.0,-2900000.0,,2188104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,141586000.0,13964000.0,,156090000.0,,,-1819000.0,-14672000.0,,,,589392000.0,,,,,,,-58811000.0,-11769000.0,,8390893000.0,-28701000.0,,,,,,207053000.0,,,,,,198146000.0,,14452000.0,10137825000.0,,,76699000.0,-0.12,,,-377179000.0,1118539000.0,509825000.0,,,,0.0,5732062000.0,,1602639000.0,100217000.0,,,26973000.0,,154422000.0,,,,,7881068000.0,-0.12,171173000.0,57486000.0,,,1816302000.0,,-11769000.0,,,-14407000.0,,-56992000.0,,,,,-306198000.0,,-4500000.0,796445000.0,97236000.0,,589392000.0,,,,-1228667000.0,,94474000.0,,,,,,16160000.0,-6007000.0,8909158000.0,,0.0,,,,,,,-1819000.0,33036000.0,-36194000.0,86372000.0,,,0.0,,-18907000.0,8909158000.0,,,,,21968000.0,-8633000.0,,,,,86372000.0,,,9213248000.0,,10331787000.0,,,10022000.0,111078000.0,100217000.0,,594811000.0,,,,83617000.0,346109000.0,,,,,,,,,2183459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,226424000.0,4179000.0,,183671000.0,,,-875000.0,-27655000.0,,,,614312000.0,,,,,,,78225000.0,24382000.0,,8510843000.0,-51266000.0,,,,,,136186000.0,,,,,,285069000.0,,20425000.0,10441508000.0,,,146942000.0,0.24,,,-352797000.0,1136235000.0,494059000.0,,,,0.0,5849368000.0,,1595396000.0,100217000.0,,,6064000.0,,222957000.0,,,,,8016784000.0,0.24,279005000.0,58361000.0,,,1882109000.0,,24382000.0,,,28584000.0,,79100000.0,,,,,-59852000.0,,17348000.0,750498000.0,114939000.0,,614312000.0,,,,-1354379000.0,,132063000.0,,,,,,16024000.0,-1730000.0,9087129000.0,,0.0,,,,,,,-875000.0,34097000.0,-87508000.0,17908000.0,,,0.0,,45932000.0,9087129000.0,,,,,21579000.0,8625000.0,,,,,17908000.0,,,9387738000.0,,10523973000.0,,,10022000.0,122000000.0,100217000.0,,589392000.0,,,,101657000.0,309296000.0,,,,,,,,,2224884000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,229951000.0,4993000.0,,188647000.0,,,-4812000.0,,,,,794094000.0,,,,,,,-3713000.0,29969000.0,,8673202000.0,32464000.0,,,,,,134562000.0,,,,,,291964000.0,,37824000.0,,,,153480000.0,0.3,,,-322828000.0,1311498000.0,588853000.0,,,,0.0,5906526000.0,,1586197000.0,100217000.0,,,4069000.0,,223307000.0,,,,,8084349000.0,0.3,287895000.0,56671000.0,,,1909026000.0,,29969000.0,,,30875000.0,,-1355000.0,,,,,,,12482000.0,928656000.0,122343000.0,,794094000.0,,,,,,134415000.0,,,,,,16326000.0,293000.0,9104780000.0,,-48805000.0,,,,,,,-4812000.0,0.0,-48805000.0,223010000.0,,,0.0,,43357000.0,9104780000.0,,,,,21460000.0,170492000.0,,,,,223010000.0,,,9401084000.0,,10712582000.0,,,10022000.0,139051000.0,100217000.0,,614312000.0,,,,105874000.0,373900000.0,,,,,,,,,2221832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,669387000.0,,,119837000.0,174244000.0,5602000.0,,320432000.0,155144000.0,8096498000.0,,-28680000.0,16983000.0,2226050000.0,1008381000.0,669387000.0,,210138000.0,385623000.0,-416327000.0,100217000.0,,55668000.0,-154386000.0,315198000.0,8596886000.0,38706000.0,,8596886000.0,,533431000.0,0.0,210138000.0,,-1549499000.0,-8797000.0,-104887000.0,669387000.0,233202000.0,8183000.0,30046000.0,10633769000.0,,,80854000.0,-1.54,,,-477214000.0,1141907000.0,500388000.0,,,-111804000.0,0.0,5803093000.0,1141907000.0,1636060000.0,100217000.0,-477214000.0,-1.12,5774000.0,-111804000.0,186728000.0,,186728000.0,594811000.0,-99483000.0,8096498000.0,-1.54,227428000.0,101026000.0,,18854000.0,1758858000.0,848840000.0,-154386000.0,,9350432000.0,-149939000.0,0.0,14792000.0,310960000.0,5803093000.0,10492339000.0,1758858000.0,-224487000.0,-416327000.0,94507000.0,879525000.0,186583000.0,,669387000.0,17933000.0,500388000.0,385623000.0,-1549499000.0,,146574000.0,,,10022000.0,,,17933000.0,1853000.0,9084270000.0,186583000.0,-243820000.0,30058000.0,,9084270000.0,991398000.0,789627000.0,9084270000.0,,0.0,-243820000.0,58333000.0,100217000.0,-2548000.0,,879525000.0,-55432000.0,9084270000.0,,,14950000.0,,236000.0,-129819000.0,,40664000.0,,119837000.0,58333000.0,37564000.0,1636060000.0,9350432000.0,463717000.0,10492339000.0,101026000.0,,10022000.0,155144000.0,100217000.0,-1.12,794094000.0,30046000.0,,-613242000.0,155147000.0,315198000.0,,10633769000.0,236000.0,457967000.0,,71368000.0,1259000.0,,2226050000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,159983000.0,19374000.0,,170459000.0,,,,-31068000.0,,,,755902000.0,,,,,,,47540000.0,-4764000.0,,8715062000.0,-11654000.0,,,,,,126310000.0,,,,,,225265000.0,,,10751202000.0,,,103330000.0,-0.05,,,-493790000.0,1231434000.0,558238000.0,,,,-1000.0,5813991000.0,,1676199000.0,100217000.0,,,36864000.0,,181474000.0,,,,,8156824000.0,-0.05,188401000.0,60142000.0,,,1754055000.0,,-4764000.0,,,-1510000.0,,-3645000.0,,,,,-70147000.0,,4650000.0,882212000.0,201274000.0,,755902000.0,,,,-1650654000.0,,85071000.0,,,,,,17912000.0,-16444000.0,9100548000.0,,,,,,,,,,,-101215000.0,130535000.0,,,-9327000.0,,3140000.0,9100548000.0,,,,,,76860000.0,,,,,130535000.0,60512000.0,,9378765000.0,,10610198000.0,,,10022000.0,109969000.0,100217000.0,,669387000.0,,,,82219000.0,377090000.0,,,,,,,,,2237823000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,292766000.0,5218000.0,,127403000.0,,,,-38856000.0,,,,657212000.0,,,,,,,-3018000.0,72114000.0,,8293042000.0,-35573000.0,,,,,,131217000.0,,,,,,287848000.0,,27429000.0,,,,175715000.0,0.72,,,-416767000.0,1151135000.0,458233000.0,,,,,5580974000.0,,1662379000.0,100217000.0,,,2854000.0,,204223000.0,,,,,7834809000.0,0.72,284994000.0,55815000.0,,,1734124000.0,,72114000.0,,,74685000.0,,-5196000.0,,,,,-141294000.0,,26369000.0,788429000.0,225171000.0,,657212000.0,,,,,,109279000.0,,,,,,18534000.0,2830000.0,8736368000.0,,,,,,,,,,,-106383000.0,32671000.0,,,0.0,,101054000.0,8736368000.0,,,,,,-76730000.0,,,,,32671000.0,2178000.0,,9006141000.0,,10157276000.0,,,10022000.0,97970000.0,100217000.0,,755902000.0,,,,106039000.0,276887000.0,,,,,,,,,2140869000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,268950000.0,5478000.0,,196967000.0,,,-1606000.0,-37032000.0,,,,744636000.0,,,,,,,-8318000.0,53162000.0,,8279300000.0,-49793000.0,,,,,,145807000.0,,,,,,323812000.0,,38660000.0,,,,185503000.0,0.53,,,-363605000.0,1297759000.0,497641000.0,,,,,5531111000.0,,1653451000.0,100217000.0,,,378000.0,,247216000.0,,,,,7781659000.0,0.53,323434000.0,57933000.0,,,1758463000.0,,53162000.0,,,57165000.0,,-11144000.0,,,,,-37463000.0,,28049000.0,890443000.0,251479000.0,,744636000.0,,,,,,137931000.0,,,,,,18785000.0,1665000.0,8606943000.0,,,,,,,,,-1606000.0,,-74495000.0,175127000.0,,,0.0,,85214000.0,8606943000.0,,,,,,92314000.0,,,,,175127000.0,0.0,,8874772000.0,,10172531000.0,,,10022000.0,82038000.0,100217000.0,,657212000.0,,,,100234000.0,325349000.0,,,,,,,,,2112046000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,631542000.0,,,42659000.0,146097000.0,663000.0,,202826000.0,192033000.0,7423780000.0,,-36078000.0,10648000.0,2056636000.0,1043822000.0,631542000.0,,240834000.0,401043000.0,,100217000.0,,-51064000.0,-78916000.0,533360000.0,8162919000.0,78676000.0,,8162919000.0,,545264000.0,,240834000.0,,-1926647000.0,-18344000.0,55269000.0,631542000.0,206897000.0,-16668000.0,13746000.0,10475828000.0,,,23348000.0,-0.79,,,-449274000.0,1127695000.0,739139000.0,,,41596000.0,,5241827000.0,1127695000.0,1658126000.0,100217000.0,-449274000.0,0.42,2996000.0,41596000.0,163856000.0,,163856000.0,669387000.0,-143034000.0,7423780000.0,-0.79,203901000.0,106089000.0,,15130000.0,1617384000.0,697655000.0,-78916000.0,,8791336000.0,-75071000.0,,5838000.0,362697000.0,5241827000.0,9919031000.0,1617384000.0,-137060000.0,-405231000.0,-16409000.0,872376000.0,211000000.0,,631542000.0,18924000.0,739139000.0,401043000.0,-1926647000.0,,180553000.0,,,10022000.0,,-70672000.0,18924000.0,1106000.0,8549181000.0,211000000.0,,68048000.0,,8549181000.0,1033174000.0,885644000.0,8549181000.0,,,-123138000.0,62710000.0,100217000.0,-1991000.0,-63866000.0,872376000.0,-91480000.0,8549181000.0,,,97928000.0,,37119000.0,-111492000.0,,-19048000.0,,42659000.0,62710000.0,6964000.0,1658126000.0,8791336000.0,425019000.0,9919031000.0,106089000.0,,10022000.0,192033000.0,100217000.0,0.42,744636000.0,13746000.0,,-385964000.0,118679000.0,533360000.0,,10475828000.0,37119000.0,487910000.0,,-14860000.0,6828000.0,,2056636000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,168678000.0,20992000.0,,169013000.0,,,,-37080000.0,,,,654618000.0,,,,,,,-22256000.0,-8957000.0,,8154840000.0,-54509000.0,,,,,,243025000.0,,,,,,221452000.0,,,,,,103353000.0,-0.089376,,,-456549000.0,1157967000.0,747644000.0,,,,,5193040000.0,,1653323000.0,100217260.0,,,36730000.0,,241412000.0,,,,,7407196000.0,-0.089376,184722000.0,120163000.0,,,1528356000.0,,-8957000.0,,,-3690000.0,,-26985000.0,,,,,-22574000.0,,9577000.0,897643000.0,227261000.0,,654618000.0,,,,,,81369000.0,,,,,,18912000.0,-11646000.0,8389508000.0,,,,,,,,,,,-44654000.0,96889000.0,,,-2457000.0,,5887000.0,,,,,,37119000.0,29979000.0,,,,,96889000.0,7186000.0,,8661876000.0,,9819843000.0,,,10022000.0,151463000.0,100217260.0,,631542000.0,,,,87055000.0,580857000.0,,,,,,,,,1974883000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,227256000.0,5461000.0,,192603000.0,,,,,,,,576066000.0,,,,,,,-97093000.0,27677000.0,,8122645000.0,-37418000.0,,,,,,252473000.0,,,,,,283338000.0,,,,,,152982000.0,0.27,,,-430636000.0,1139696000.0,986167000.0,,,,,4882554000.0,,1649971000.0,100811000.0,,,3380000.0,,292040000.0,,,,,7136478000.0,0.27,279958000.0,208044000.0,,,1534362000.0,,27677000.0,,,28201000.0,,-3454000.0,,,,,,,15699000.0,828539000.0,247412000.0,,576066000.0,,,,,,126976000.0,,,,,,19117000.0,989000.0,8359776000.0,,,,,,,,,,,,52218000.0,,,-101157000.0,,43900000.0,,,,,,,-84653000.0,,,,,52218000.0,7518000.0,,8724204000.0,,9863900000.0,,,10160000.0,149337000.0,100811000.0,,654618000.0,,,,109029000.0,804458000.0,,,,,,,,,1954838000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,658525000.0,,,205960000.0,58127000.0,30570000.0,191159000.0,,,,,,,,641728000.0,,,,,,439463000.0,-28152000.0,43876000.0,,8040103000.0,-40125000.0,,,-6691000.0,,,159380000.0,-30136000.0,,,,,293373000.0,,,,384146000.0,422800000.0,159780000.0,,142797000.0,-18084000.0,-386760000.0,1243307000.0,1010086000.0,744636000.0,-153424000.0,,,4768663000.0,,1640204000.0,,,,96173000.0,,257112000.0,92961000.0,,,,7030017000.0,,197200000.0,156655000.0,21668000.0,,1493641000.0,,43876000.0,-18084000.0,,45633000.0,,-5535000.0,,,,,,,19939000.0,801108000.0,264056000.0,-271692000.0,641728000.0,,,,,862263000.0,37420000.0,-52424000.0,,,384146000.0,,19608000.0,-40804000.0,8103340000.0,,,,355077000.0,,,,,,,,172328000.0,,,,,65572000.0,,368268000.0,,,23879000.0,37119000.0,80054000.0,,,-198565000.0,,172328000.0,0.0,,8493841000.0,,9737148000.0,,-53375000.0,10160000.0,62703000.0,,,576066000.0,,-593080000.0,,55562000.0,849093000.0,,,,,-86111000.0,,,1005060000.0,1870241000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
