,annualOperatingIncome,quarterlyCashDividendsPaid,annualDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingIncome,annualFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,trailingCostOfRevenue,trailingTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyDilutedEPS,annualDilutedEPS,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,annualBasicAverageShares,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherNonCurrentAssets,annualLongTermDebt,annualCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyStockholdersEquity,annualTotalAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,annualTaxProvision,quarterlyAccountsReceivable,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,annualInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,annualEbitda,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingOperatingExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyDilutedAverageShares,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualBasicEPS,annualTotalRevenue,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,trailingPurchaseOfBusiness,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyGoodwill,trailingBasicEPS
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857088000,-9700000.0,,43720000.0,2600000.0,28300000.0,,-115800000.0,,,412300000.0,,,,35400000.0,,,0.0,,,,-19400000.0,,4100000.0,,-48200000.0,170400000.0,,-0.005,,,,,,,,,,-15900000.0,-9300000.0,,,,54800000.0,-9300000.0,465100000.0,,,,,,53100000.0,,43720000.0,,,391800000.0,,,-100000.0,1700000.0,,333300000.0,,,,-9300000.0,,,,32800000.0,,427200000.0,,,,1700000.0,-6600000.0,,,,,,,,,,,,92200000.0,,93900000.0,-25400000.0,,,45100000.0,170400000.0,,,,82300000.0,,,-8000000.0,,,,,100000.0,,95000000.0,,,,,,,-23900000.0,,,,,,,2200000.0,,,,,-122100000.0,1700000.0,,,,-90400000.0,-2800000.0,,,,,,,,,,,,,,,,,,,4500000.0,,,168200000.0,,,100000.0,,,315800000.0,,,,6300000.0,,,,-0.005,510200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
865036800,,,,,,,,388200000.0,18200000.0,,900000.0,117800000.0,,,,2900000.0,,,,100000.0,,-1200000.0,,,,,-0.005,,123100000.0,,,,,177600000.0,-1500000.0,,120700000.0,,,-1200000.0,511300000.0,,,,,,,-33600000.0,-1200000.0,-1200000.0,,,,,,,4500000.0,,,,,,,43720000.0,160000000.0,,,,,,390600000.0,,0.0,-41700000.0,-11000000.0,,,,4300000.0,,,,0.0,,17600000.0,77500000.0,,,,19100000.0,,,,-2000000.0,,,,,,,211400000.0,122000000.0,,-0.005,-800000.0,211400000.0,170400000.0,,,,-43400000.0,72900000.0,,,500000.0,,,1100000.0,0.0,,72900000.0,-3700000.0,,,,,9800000.0,,,,,,,,,,125700000.0,,,9900000.0,38700000.0,,100000.0,,41000000.0,,,,,,,6200000.0,,,,-600000.0,,,,,,,,,,43720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872985600,,,,,,,,410300000.0,21400000.0,,1000000.0,184200000.0,,,,3100000.0,,,,0.0,,-3000000.0,,,,,-0.01,,165800000.0,,,,,206400000.0,-2600000.0,,187300000.0,,,-1700000.0,576100000.0,,,,,,,-121900000.0,-1700000.0,-1700000.0,,,,,,,7600000.0,,,,,,,43952000.0,186600000.0,,,,,,388800000.0,,0.0,-80700000.0,-38900000.0,,,,-54200000.0,,,,100000.0,,19800000.0,128800000.0,,,,22400000.0,,,,-2800000.0,,,,,,,130000000.0,162800000.0,,-0.01,-1100000.0,130000000.0,0.0,,,,-70200000.0,123900000.0,,,300000.0,,,3000000.0,0.0,,51000000.0,-4700000.0,,,,,-51700000.0,,,,,,,,,,167500000.0,,,-50600000.0,53500000.0,,-300000.0,,-81400000.0,,,,,,,6800000.0,,,,-1600000.0,,,,,,,,,,43952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880848000,,,,,,,,335900000.0,30000000.0,,1500000.0,167900000.0,,,,3300000.0,,,,,,,,,,,-0.045,,215100000.0,,,,,227100000.0,-14600000.0,,171200000.0,,,-9100000.0,551000000.0,,,,,,,-79600000.0,-9100000.0,-9100000.0,,,,,,,8300000.0,,,,,,,44320000.0,210200000.0,,,,,,379800000.0,,0.0,-91100000.0,-39000000.0,,,,,,,,0.0,,16900000.0,127200000.0,,,,31500000.0,,,,-14900000.0,,,,,,,11300000.0,213400000.0,,-0.045,-5800000.0,11300000.0,0.0,,,,-52100000.0,123700000.0,,,300000.0,,,1700000.0,100000.0,,-100000.0,-6200000.0,,,,,-27500000.0,,,,,,,,,,219600000.0,,,-21600000.0,36100000.0,,1800000.0,,-118800000.0,,,,,,,8100000.0,,,,-13100000.0,,,,,,,,,,44320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888624000,-54300000.0,,44408000.0,32800000.0,51200000.0,,-320400000.0,232600000.0,58200000.0,2400000.0,1200000.0,55600000.0,,88400000.0,,32800000.0,0.0,,,,-66000000.0,,1300000.0,,48200000.0,26400000.0,,-0.175,215700000.0,,,,,263100000.0,-35600000.0,400000.0,88400000.0,-56100000.0,-34200000.0,-22100000.0,448300000.0,,132400000.0,-34200000.0,796100000.0,,,-85300000.0,-22100000.0,-22100000.0,127800000.0,,44408000.0,,,359900000.0,1300000.0,5300000.0,-100000.0,1600000.0,27400000.0,232600000.0,,,239300000.0,-34200000.0,,,,55600000.0,359900000.0,448300000.0,0.0,125500000.0,137100000.0,4600000.0,-21900000.0,,,,,,0.0,100000.0,23800000.0,144000000.0,27400000.0,,214100000.0,59400000.0,215700000.0,-86100000.0,,-36300000.0,78100000.0,26400000.0,,,,144000000.0,26400000.0,214100000.0,-49700000.0,,-14200000.0,26400000.0,0.0,0.0,,221500000.0,-68600000.0,400000.0,,,700000.0,,-58900000.0,1600000.0,-100000.0,,-93700000.0,-7400000.0,5300000.0,170400000.0,,,-16700000.0,,-88000000.0,-1900000.0,,,,-234300000.0,-7400000.0,100000.0,221500000.0,,,-3700000.0,51200000.0,,-3500000.0,,15200000.0,,2300000.0,,,,,4000000.0,,4000000.0,,-34400000.0,-144000000.0,,,-100000.0,,,30100000.0,,,,1800000.0,,,,-0.175,874200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
896572800,,,,,,,,286600000.0,44900000.0,,2100000.0,74500000.0,,,,59100000.0,,,,,,,,,,,-0.015,,204900000.0,,,,,346400000.0,-5000000.0,,133600000.0,,,-3200000.0,491500000.0,,,,,,,-100400000.0,-3200000.0,-3200000.0,,,,,,,4600000.0,5500000.0,,,,,,45216000.0,304400000.0,,,,,,357900000.0,,0.0,9000000.0,0.0,,,,-54100000.0,,,,-100000.0,1500000.0,42000000.0,195900000.0,52100000.0,,,47000000.0,,,,-5300000.0,,,,,,,15500000.0,203100000.0,,-0.015,-2100000.0,15500000.0,26400000.0,,,,-54300000.0,800000.0,,,200000.0,,,1800000.0,0.0,,26200000.0,-7400000.0,,,,,-46100000.0,,,,,,,,,,210500000.0,,,-45300000.0,65800000.0,,-100000.0,,-10900000.0,,1100000.0,,,,,7900000.0,,,,-2900000.0,,,,,,,,,,45216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904521600,,,,,,,,293400000.0,49700000.0,,2200000.0,66200000.0,,,,115200000.0,,,,,,,,,,,-0.015,,243400000.0,,,,,400000000.0,-3500000.0,,181400000.0,,,-3000000.0,536800000.0,,,,,,,-57700000.0,-3000000.0,-3000000.0,,,,,,,4400000.0,6100000.0,,,,,,45574000.0,351600000.0,,,,,,355400000.0,,0.0,-39500000.0,100000.0,,,,15400000.0,,,,-100000.0,1700000.0,48400000.0,180800000.0,107400000.0,,,51900000.0,,,,-4900000.0,,,,,,,18800000.0,240400000.0,,-0.015,-1900000.0,18800000.0,0.0,,,,-39600000.0,5800000.0,,,1300000.0,,,3000000.0,-1100000.0,,60900000.0,-11400000.0,,,,,-18100000.0,,,,,,,,,,251800000.0,,,-17100000.0,53400000.0,,,,3300000.0,,,,,,,7000000.0,,,,-1300000.0,,,,,,,,,,45574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912384000,,,,,,,,282300000.0,50000000.0,,2400000.0,132300000.0,,,,69400000.0,,,,,,,,,,,-0.035,,268200000.0,,,,,345900000.0,-10300000.0,,201700000.0,,,-7300000.0,550500000.0,,,,,,,-38700000.0,-7300000.0,-7300000.0,,,,,,,3400000.0,6500000.0,,,,,,45760000.0,303800000.0,,,,,,348800000.0,,0.0,-23000000.0,-100000.0,,,,,,,,100000.0,1800000.0,42100000.0,174300000.0,61100000.0,,,52400000.0,,,,-12000000.0,,,,,,,5600000.0,253500000.0,,-0.035,-4700000.0,5600000.0,0.0,,,,-38100000.0,66900000.0,,,1800000.0,,,14700000.0,2300000.0,,10400000.0,-13700000.0,,,,,-600000.0,,,,,,,,,,267200000.0,,,-600000.0,52200000.0,,,,-13200000.0,,,,,,,13200000.0,,,,-7900000.0,,,,,,,,,,45760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920160000,-32100000.0,,46654000.0,148900000.0,59800000.0,,-261900000.0,341100000.0,59700000.0,4000000.0,3300000.0,81900000.0,,230800000.0,,148900000.0,0.0,,,,-79800000.0,,500000.0,,100000.0,17700000.0,,-0.12,230100000.0,,,,,374000000.0,-13200000.0,5900000.0,230800000.0,-38500000.0,-23500000.0,-10000000.0,571200000.0,,214400000.0,-23500000.0,1284000000.0,,,-65100000.0,-10000000.0,-10000000.0,204400000.0,,46654000.0,,,340400000.0,500000.0,5100000.0,,26200000.0,139700000.0,341100000.0,,,324200000.0,-23500000.0,,,,81900000.0,340400000.0,571200000.0,0.0,13000000.0,100000.0,10000000.0,-15000000.0,,,,,,-200000.0,4100000.0,49800000.0,225500000.0,139700000.0,,203900000.0,63000000.0,230100000.0,-82000000.0,,-16400000.0,182300000.0,17700000.0,,,,225500000.0,17700000.0,203900000.0,-22100000.0,,-6400000.0,17700000.0,0.0,0.0,,219700000.0,-47900000.0,5900000.0,,,3000000.0,,-55800000.0,26200000.0,0.0,,16300000.0,-15800000.0,5100000.0,26400000.0,,,-17200000.0,,-40500000.0,11300000.0,,,,-179900000.0,-15800000.0,4100000.0,219700000.0,,,-16800000.0,59800000.0,,6300000.0,,12100000.0,,1700000.0,,,,,16200000.0,,16200000.0,,-9900000.0,-8700000.0,,,0.0,,,113800000.0,,,,6400000.0,,,,-0.12,1466300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
928108800,,,,,,,,404600000.0,55900000.0,,2600000.0,193100000.0,,,,121600000.0,,,,100000.0,,,,,,,0.015,,254300000.0,,,,,486100000.0,6200000.0,,314700000.0,,,2700000.0,658900000.0,,,,,,,-62200000.0,2700000.0,2700000.0,,,,,,,900000.0,5500000.0,,,,,,46796000.0,421400000.0,,,,,,344200000.0,,0.0,-43700000.0,0.0,,,,-19900000.0,,,,-100000.0,4700000.0,64700000.0,261800000.0,111400000.0,,,58500000.0,,,,4400000.0,,,,,,,14200000.0,214600000.0,,0.015,1700000.0,14200000.0,17700000.0,,,,-45300000.0,90300000.0,,,1700000.0,,,39700000.0,-100000.0,,57100000.0,-17800000.0,,,,,-16900000.0,,,,,,,,,,232400000.0,,,-23500000.0,76400000.0,,1200000.0,,-3500000.0,,1100000.0,,,,,26400000.0,,,,8800000.0,,,,,,,,,,46796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936057600,,,,,,,,466300000.0,55900000.0,,4200000.0,232400000.0,,,,151000000.0,,,,,,,,,,,0.015,,266100000.0,,,,,535700000.0,7900000.0,,383400000.0,,,3200000.0,732400000.0,,,,,,,-27300000.0,3200000.0,3200000.0,,,,,,,1000000.0,6100000.0,,,,,,47920000.0,467700000.0,,,,,,349000000.0,,35700000.0,-17800000.0,0.0,,,,-22400000.0,,,,-100000.0,5200000.0,68000000.0,286000000.0,139700000.0,,,60100000.0,,,,5200000.0,,,,,,,35700000.0,225500000.0,,0.015,2000000.0,35700000.0,0.0,,,,-17800000.0,109200000.0,,,2600000.0,,,40600000.0,100000.0,,48800000.0,-21000000.0,,,,,-9500000.0,,,,,,,,,,246500000.0,,,-17400000.0,100400000.0,,500000.0,,21500000.0,,1500000.0,349000000.0,,,,22800000.0,,,,12100000.0,,,,,,,,,,47920000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943920000,,,,,,,,418300000.0,55000000.0,,4400000.0,244900000.0,,,,92700000.0,,,,,,,,,,,-0.015,,266000000.0,,,,,489000000.0,-2200000.0,,337600000.0,,,-3100000.0,684300000.0,,,,,,,-26200000.0,-3100000.0,-3100000.0,,,,,,,3000000.0,6500000.0,,,,,,48282000.0,431800000.0,,,,,,346700000.0,,7000000.0,-5000000.0,-100000.0,,,,5800000.0,,,,0.0,5600000.0,57200000.0,280200000.0,80600000.0,,,59400000.0,,,,-5000000.0,,,,,,,7000000.0,227200000.0,,-0.015,-1900000.0,7000000.0,35700000.0,,,,-11700000.0,158200000.0,,,2800000.0,,,38800000.0,900000.0,,-9200000.0,-24500000.0,,,,,-14500000.0,,,,,,,,,,251700000.0,,,-15300000.0,61800000.0,,-300000.0,,-28700000.0,,,346700000.0,,,,24900000.0,,,,2200000.0,,,,,,,,,,48282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951782400,12165000.0,,51576000.0,134383000.0,75959000.0,,-70488000.0,425670000.0,61400000.0,3456000.0,4041000.0,196123000.0,,330506000.0,,134383000.0,9981000.0,,,,-46612000.0,,2844000.0,,0.0,9981000.0,,0.005,249825000.0,,,,,504284000.0,465000.0,93161000.0,330506000.0,1803000.0,1118000.0,-1682000.0,675495000.0,,243441000.0,1118000.0,1759378000.0,,344989000.0,45212000.0,-1682000.0,-1682000.0,228200000.0,,47556000.0,,,344989000.0,2844000.0,7249000.0,,37969000.0,121257000.0,425670000.0,,,438378000.0,1118000.0,,,,196123000.0,344989000.0,675495000.0,9981000.0,11596000.0,-34749000.0,15241000.0,685000.0,,-3409000.0,,,,100000.0,5877000.0,65906000.0,283592000.0,121257000.0,,211856000.0,65441000.0,249825000.0,-25093000.0,,-2697000.0,255606000.0,9981000.0,,,,283592000.0,9981000.0,211856000.0,27406000.0,,-1015000.0,9981000.0,7000000.0,0.0,,239569000.0,29405000.0,93161000.0,,,3262000.0,,-39909000.0,37969000.0,-44000.0,,-24401000.0,-27713000.0,7249000.0,17679000.0,,,15807000.0,,-54904000.0,1225000.0,,,,-45395000.0,-27713000.0,5877000.0,239569000.0,,,9588000.0,75959000.0,,-175000.0,,3002000.0,,,344989000.0,,,,27003000.0,,27003000.0,,4506000.0,-7698000.0,,,0.0,,,72299000.0,,,,10362000.0,,,,0.005,2014984000.0,,,,,,,,,,,,,,,,,,,,,,,,,
959731200,,,,,,,,469904000.0,59444000.0,,4576000.0,120570000.0,,,,238437000.0,,,,,,,,,,,0.065,,249182000.0,,,,,625741000.0,26018000.0,,359007000.0,,,13944000.0,719086000.0,,,,,,,-13096000.0,13944000.0,13944000.0,,,,,,,3125000.0,7183000.0,,,,,,51038000.0,535703000.0,,,,,,360079000.0,,11370000.0,-3933000.0,0.0,,,,-29883000.0,,,,0.0,6121000.0,90038000.0,313475000.0,225133000.0,,,64020000.0,,,,22490000.0,,,,,,,11370000.0,212083000.0,,0.07,8546000.0,11370000.0,9981000.0,,,,-3933000.0,2624000.0,,,3528000.0,,,37099000.0,0.0,,14485000.0,-31419000.0,,,,,-9163000.0,,,,,,,,,,243502000.0,,,-28460000.0,93015000.0,,777000.0,,1389000.0,,1146000.0,360079000.0,,,,24931000.0,,,,30594000.0,,,,,,,,,,53836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967680000,,,,,,,,408245000.0,61348000.0,,4570000.0,190442000.0,,,,76979000.0,,,,,,,,,,,0.075,,235548000.0,,,,,673561000.0,29201000.0,,267421000.0,,,16271000.0,643793000.0,,,,,,,66381000.0,16271000.0,16271000.0,,,,,,,3019000.0,7097000.0,,,,,,51100000.0,578442000.0,,,,,,376372000.0,,6890000.0,8091000.0,-1325000.0,,,,26672000.0,,,,0.0,6121000.0,95119000.0,287603000.0,63761000.0,,,65918000.0,,,,26243000.0,,,,,,,6890000.0,198794000.0,,0.08,9972000.0,6890000.0,11370000.0,,,,-2620000.0,82402000.0,,,2958000.0,,,36754000.0,22000.0,,-81572000.0,-34793000.0,,,,,69001000.0,,,,,,,,,,233587000.0,,,44935000.0,76987000.0,,3052000.0,,-4480000.0,,,376372000.0,,,,31053000.0,,,,33771000.0,,,,,,,,,,53912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975542400,,,,,,,,440355000.0,56809000.0,,4904000.0,227802000.0,,,,57189000.0,,,,,,,,,,,0.035,,228638000.0,,,,,561693000.0,14870000.0,,284991000.0,,,7568000.0,668993000.0,,,,,,,-12856000.0,7568000.0,7568000.0,,,,,,,2813000.0,6934000.0,,,,,,51140000.0,485110000.0,,,,,,384002000.0,,7509000.0,1873000.0,0.0,,,,-34550000.0,,,,0.0,7519000.0,76583000.0,322153000.0,42736000.0,,,61713000.0,,,,12206000.0,,,,,,,7509000.0,192766000.0,,0.04,4638000.0,7509000.0,6890000.0,,,,-1599000.0,114469000.0,,,2664000.0,,,35872000.0,-1039000.0,,10003000.0,-34793000.0,,,,,-11257000.0,,,,,,,,,,227559000.0,,,-26767000.0,79989000.0,,2906000.0,,619000.0,,,384002000.0,,,,33344000.0,,,,19774000.0,,,,,,,,,,54040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
