1364688000,,1344000000.0,,,,,,,,,,,,,311000000.0,,,,,157000000.0,2644400000.0,,,,,,,,,,,,,,,,1548000000.0,,,1155000000.0,,,,,2276000000.0,,,,,,,,,,,0.38,,,,,,,,2644400000.0,,,,,,,,,2129000000.0,,,,,,,,,,,,,,8157000000.0,,,,,,,,,1004000000.0,,,,,,,,0.38,,1044000000.0,1004000000.0,,,,,,,,,,,,,,,2539000000.0,,,,,,,,,,,,-64000000.0,4070000000.0,,5618000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,547000000.0,,,,,18266000000.0,,,,4263000000.0,,4181000000.0,,48000000.0,10409000000.0,,3971000000.0,,154000000.0,2651400000.0,,,4542000000.0,,,,,,,,,,,,,1219000000.0,6403000000.0,,1185000000.0,,,,3270000000.0,1469000000.0,,,,,,,,,,,0.17,,,,,,,,2651400000.0,20859000000.0,,13644000000.0,,,,,,2306000000.0,,,,,82000000.0,,,27148000000.0,,,76128000000.0,,,8086000000.0,,,,,40792000000.0,,,,448000000.0,,,,96987000000.0,,,,0.17,,492000000.0,448000000.0,,,1347000000.0,,,,,2078000000.0,,7614000000.0,38144000000.0,,,,2673000000.0,,,,,,56066000000.0,,10689000000.0,3952000000.0,,5547000000.0,-535000000.0,4194000000.0,6852000000.0,5413000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,1494000000.0,,,,,,,,,,,,,275000000.0,,,,,147000000.0,2647000000.0,,,,,,,,,,,,,,,,1716000000.0,,,1183000000.0,,,,,2330000000.0,,,,,,,,,,,0.46,,,,,,,,2647000000.0,,,,,,,,,2016000000.0,,,,,,,,,,,,,,8518000000.0,,,,,,,,,1213000000.0,,,,,,,,0.46,,1248000000.0,1213000000.0,,,,,,,,,,,,,,,2874000000.0,,,,,,,,,,,,-99000000.0,3928000000.0,,5644000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,22316000000.0,1225000000.0,15395000000.0,72139000000.0,-1687000000.0,8257000000.0,15395000000.0,10182000000.0,,6954000000.0,8257000000.0,2649000000.0,8257000000.0,8129000000.0,132000000.0,10182000000.0,-117000000.0,4176000000.0,19561000000.0,154000000.0,2642200000.0,6381000000.0,-9379000000.0,14000000.0,-235000000.0,,884000000.0,19561000000.0,,-1398000000.0,,15523000000.0,-9379000000.0,-1273000000.0,-1010000000.0,175000000.0,2317000000.0,25000000.0,,1246000000.0,,5060000000.0,-963000000.0,9757000000.0,2061000000.0,-52000000.0,1876000000.0,200000000.0,37134000000.0,-3726000000.0,25000000.0,15655000000.0,-2822000000.0,612000000.0,,0.4,-253000000.0,2646200000.0,33306000000.0,2649000000.0,5556000000.0,1006000000.0,59000000.0,2642200000.0,23926000000.0,-963000000.0,13958000000.0,4770000000.0,25093000000.0,9757000000.0,39051000000.0,1.405,2148000000.0,-124000000.0,,8257000000.0,0.0,59000000.0,135000000.0,6793000000.0,25093000000.0,,,72139000000.0,,,8545000000.0,8257000000.0,-31000000.0,,-3638000000.0,39051000000.0,4603000000.0,3875000000.0,,1056000000.0,9428000000.0,10990000000.0,4176000000.0,96065000000.0,3717000000.0,14000000.0,,0.4,8602000000.0,1095000000.0,1056000000.0,23926000000.0,2646200000.0,884000000.0,56885000000.0,25000000.0,-1641000000.0,10414000000.0,0.0,740000000.0,6831000000.0,37134000000.0,13958000000.0,740000000.0,96065000000.0,2902000000.0,,763000000.0,1.405,5569000000.0,3717000000.0,56885000000.0,,10414000000.0,9428000000.0,6831000000.0,5060000000.0,-989000000.0,3326000000.0,15655000000.0,5643000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,1387000000.0,,,,,,,,,,,,,274000000.0,,,,,147000000.0,2639800000.0,,,,,,,,,,,,,,,,1482000000.0,,,1139000000.0,,,,,2211000000.0,,,,,,,,,,,0.41,,,,,,,,2639800000.0,,,,,,,,,2078000000.0,,,,,,,,,,,,,,7925000000.0,,,,,,,,,1084000000.0,,,,,,,,0.41,,1118000000.0,1084000000.0,,,,,,,,,,,,,,,2516000000.0,,,,,,,,,,,,-54000000.0,3927000000.0,,5409000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,1152000000.0,,,,,14254000000.0,,,,4374000000.0,,4306000000.0,,350000000.0,10090000000.0,,4683000000.0,,145000000.0,,,,18000000.0,,,,,,,,,,,,,1401000000.0,6289000000.0,,1188000000.0,,,,3228000000.0,1921000000.0,,,,,,,,,,,,,,,,,,,,20387000000.0,,14200000000.0,,,,,,2255000000.0,,,,,68000000.0,,,24753000000.0,,,70333000000.0,,,8146000000.0,,,,,38953000000.0,,,,777000000.0,,,,90720000000.0,,,,,,804000000.0,777000000.0,,,974000000.0,,,,,2074000000.0,,7137000000.0,37421000000.0,,,,2608000000.0,,,,,,51637000000.0,,10113000000.0,2850000000.0,,4600000000.0,-155000000.0,4137000000.0,6784000000.0,5538000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,1645000000.0,,,,,,,,,,,,,381000000.0,,,,,154000000.0,2626000000.0,,,,,,,,,,,,,,,,1982000000.0,,,1146000000.0,,,,,2360000000.0,,,,,,,,,,,0.455,,,,,,,,2626000000.0,,,,,,,,,2309000000.0,,,,,,,,,,,,,,8868000000.0,,,,,,,,,1190000000.0,,,,,,,,0.455,,1221000000.0,1190000000.0,,,,,,,,,,,,,,,2864000000.0,,,,,,,,,,,,-198000000.0,4022000000.0,,6004000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,23080000000.0,1547000000.0,14543000000.0,73955000000.0,-385000000.0,7341000000.0,14543000000.0,10396000000.0,,7690000000.0,7341000000.0,2639000000.0,7341000000.0,8818000000.0,166000000.0,10396000000.0,-11000000.0,1538000000.0,20880000000.0,159000000.0,2631600000.0,8257000000.0,-10484000000.0,2585000000.0,,,1133000000.0,20880000000.0,,-1557000000.0,,16552000000.0,-10484000000.0,-3460000000.0,-1270000000.0,-23000000.0,1663000000.0,131000000.0,,1351000000.0,,4105000000.0,-977000000.0,11363000000.0,2326000000.0,-8000000.0,-916000000.0,202000000.0,39197000000.0,-5180000000.0,131000000.0,16086000000.0,-3032000000.0,605000000.0,,0.51,-2296000000.0,2631600000.0,34109000000.0,2639000000.0,6133000000.0,681000000.0,9000000.0,2631600000.0,23437000000.0,-977000000.0,13032000000.0,4824000000.0,28092000000.0,11363000000.0,41124000000.0,1.67,2465000000.0,478000000.0,,7341000000.0,2157000000.0,9000000.0,957000000.0,6528000000.0,28092000000.0,,,73955000000.0,,,9170000000.0,7341000000.0,124000000.0,,-3676000000.0,41124000000.0,5731000000.0,4509000000.0,,1339000000.0,9819000000.0,11029000000.0,1538000000.0,97392000000.0,4390000000.0,2585000000.0,124000000.0,0.51,9107000000.0,1366000000.0,1339000000.0,23437000000.0,2631600000.0,1133000000.0,56120000000.0,10000000.0,-1801000000.0,13276000000.0,2157000000.0,,7149000000.0,39197000000.0,13032000000.0,,97392000000.0,3041000000.0,,1171000000.0,1.67,3777000000.0,4390000000.0,56120000000.0,,13276000000.0,9819000000.0,7149000000.0,4105000000.0,22000000.0,4466000000.0,16086000000.0,6129000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,1306000000.0,,,,,,,,,,,,,220000000.0,,,,,133000000.0,2616800000.0,,,,,,,,,,,,,,,,1783000000.0,,,1199000000.0,,,,,2057000000.0,,,,,,,,,,,0.39,,,,,,,,2616800000.0,,,,,,,,,2438000000.0,,,,,,,,,,,,,,8890000000.0,,,,,,,,,1023000000.0,,,,,,,,0.39,,1055000000.0,1023000000.0,,,,,,,,,,,,,,,2786000000.0,,,,,,,,,,,,-380000000.0,4321000000.0,,6104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,1883000000.0,,,,,14401000000.0,,,,4927000000.0,2622000000.0,4701000000.0,,519000000.0,10540000000.0,,3962000000.0,,134000000.0,,,,16000000.0,,,,,,,,,,,,,2024000000.0,8368000000.0,,1290000000.0,,,993000000.0,3969000000.0,2628000000.0,,,,,,,,,,,,,,,,,,,,22025000000.0,,16299000000.0,,,,,,2648000000.0,,,,,226000000.0,,,24850000000.0,,,75898000000.0,,,9461000000.0,,,,,41149000000.0,,,,1302000000.0,,,,97923000000.0,,,,,,1329000000.0,1302000000.0,,,1132000000.0,,,,,2170000000.0,,7765000000.0,40661000000.0,,,,2938000000.0,,,,,,56618000000.0,,10770000000.0,4454000000.0,,3742000000.0,-29000000.0,4499000000.0,7147000000.0,6523000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,1850000000.0,,,,,,,,,,,,,272000000.0,,,,,127000000.0,2611000000.0,,,,,,,,,,,,,,,,2222000000.0,,,1355000000.0,,,,,2575000000.0,,,,,,,,,,,0.625,,,,,,,,2611000000.0,,,,,,,,,2461000000.0,,,,,,,,,,,,,,9680000000.0,,,,,,,,,1628000000.0,,,,,,,,0.625,,1651000000.0,1628000000.0,,,,,,,,,,,,,,,2998000000.0,,,,,,,,,,,,-267000000.0,4460000000.0,,6682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,23942000000.0,363000000.0,12026000000.0,71641000000.0,-1562000000.0,9148000000.0,12026000000.0,9943000000.0,,8920000000.0,9148000000.0,2611000000.0,9148000000.0,7939000000.0,-218000000.0,9943000000.0,-466000000.0,3436000000.0,21109000000.0,172000000.0,2609800000.0,7341000000.0,-11166000000.0,5752000000.0,,,1121000000.0,21109000000.0,,-2772000000.0,,16756000000.0,-11166000000.0,-3257000000.0,-1253000000.0,-493000000.0,1328000000.0,1113000000.0,,1364000000.0,,2895000000.0,912000000.0,13259000000.0,1230000000.0,-20000000.0,1807000000.0,,39557000000.0,-3578000000.0,1113000000.0,15780000000.0,-708000000.0,559000000.0,,0.13,-362000000.0,2612400000.0,34861000000.0,2611000000.0,6148000000.0,574000000.0,13000000.0,2609800000.0,30680000000.0,912000000.0,17808000000.0,5082000000.0,26303000000.0,13259000000.0,44111000000.0,1.64,2482000000.0,241000000.0,,9148000000.0,0.0,13000000.0,1055000000.0,7186000000.0,26303000000.0,,,71641000000.0,,,8818000000.0,9148000000.0,-88000000.0,,-3694000000.0,44111000000.0,5243000000.0,4512000000.0,,334000000.0,10115000000.0,10919000000.0,3436000000.0,102321000000.0,4287000000.0,5752000000.0,,0.13,9382000000.0,553000000.0,334000000.0,30680000000.0,2612400000.0,1121000000.0,58049000000.0,7000000.0,-1784000000.0,13118000000.0,0.0,581000000.0,7386000000.0,39557000000.0,17808000000.0,581000000.0,102321000000.0,2865000000.0,,709000000.0,1.64,4276000000.0,4287000000.0,58049000000.0,,13118000000.0,10115000000.0,7386000000.0,2895000000.0,-892000000.0,4625000000.0,15780000000.0,5953000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,1037000000.0,,,,,,,,,,,,,117000000.0,,,,,129000000.0,2576800000.0,,,,,,,,,,,,,,,,1654000000.0,,,1235000000.0,,,,,1610000000.0,,,,,,,,,,,0.42,,,,,,,,2576800000.0,,,,,,,,,2212000000.0,,,,,,,,,,,,,,7928000000.0,,,,,,,,,1087000000.0,,,,,,,,0.42,,1013000000.0,1087000000.0,,,,,,,,,,,,,,,2447000000.0,,,,,,,,,,,,-500000000.0,3827000000.0,,5481000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,1362000000.0,,,,,11094000000.0,,,,6076000000.0,2574000000.0,6076000000.0,,380000000.0,9819000000.0,,2427000000.0,,112000000.0,2573600000.0,,,6010000000.0,,,,,,,,,,,,,1615000000.0,1186000000.0,,1279000000.0,,,3458000000.0,12607000000.0,1907000000.0,,,,,,,,,,,0.45,,,,,,,,2573600000.0,28345000000.0,,16220000000.0,,,,,,2397000000.0,,,,,130000000.0,,,28546000000.0,,,70768000000.0,,,8308000000.0,,,,,44766000000.0,,,,1158000000.0,,,,99113000000.0,,,,0.45,,987000000.0,1158000000.0,,,1027000000.0,,,,,1772000000.0,,7290000000.0,39420000000.0,,,,2523000000.0,,,,,,54190000000.0,,14850000000.0,10435000000.0,,2774000000.0,-179000000.0,4170000000.0,16259000000.0,5785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,2147000000.0,,,,,,,,,,,,,460000000.0,,,,,261000000.0,2577000000.0,,,,,,,,,,,,,,,,2475000000.0,,,1221000000.0,,,,,2811000000.0,,,,,,,,,,,0.65,,,,,,,,2577000000.0,,,,,,,,,2274000000.0,,,,,,,,,,,,,,9295000000.0,,,,,,,,,1674000000.0,,,,,,,,0.65,,1693000000.0,1674000000.0,,,,,,,,,,,,,,,2776000000.0,,,,,,,,,,,,-84000000.0,4044000000.0,,6519000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,24006000000.0,1132000000.0,10879000000.0,71564000000.0,-860000000.0,10273000000.0,10879000000.0,10019000000.0,,7838000000.0,10273000000.0,2584000000.0,10273000000.0,8294000000.0,369000000.0,10019000000.0,-323000000.0,1764000000.0,21877000000.0,422000000.0,2565800000.0,9148000000.0,-11858000000.0,6421000000.0,,,1378000000.0,21877000000.0,,-2083000000.0,,16612000000.0,-11858000000.0,-2511000000.0,-542000000.0,168000000.0,1650000000.0,1393000000.0,,1437000000.0,,2292000000.0,1964000000.0,14472000000.0,1966000000.0,-32000000.0,1125000000.0,241000000.0,40287000000.0,-4101000000.0,1393000000.0,16414000000.0,-2576000000.0,924000000.0,,0.31,-634000000.0,2573200000.0,34708000000.0,2584000000.0,5755000000.0,305000000.0,31000000.0,2565800000.0,33108000000.0,1964000000.0,17629000000.0,5172000000.0,29319000000.0,14472000000.0,46948000000.0,1.83,2603000000.0,447000000.0,,10273000000.0,31000000.0,31000000.0,828000000.0,7394000000.0,29319000000.0,,,71564000000.0,,,9177000000.0,10273000000.0,-3000000.0,,-3759000000.0,46948000000.0,5678000000.0,4486000000.0,,790000000.0,10379000000.0,10702000000.0,1764000000.0,104672000000.0,4709000000.0,6421000000.0,,0.31,9486000000.0,793000000.0,790000000.0,33108000000.0,2573200000.0,1378000000.0,57554000000.0,5000000.0,-2908000000.0,16815000000.0,31000000.0,676000000.0,7311000000.0,40287000000.0,17629000000.0,676000000.0,104672000000.0,2956000000.0,,1326000000.0,1.83,3301000000.0,4709000000.0,57554000000.0,,16815000000.0,10379000000.0,7311000000.0,2292000000.0,-97000000.0,4571000000.0,16414000000.0,6221000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,1638000000.0,,,,,,,,,,,,,336000000.0,,,,,111000000.0,2524800000.0,,,,,,,,,,,,,,,,1820000000.0,,,1309000000.0,,,,,2252000000.0,,,,,,,,,,,2.26,,,,,,,,2524800000.0,,,,,,,,,2478000000.0,,,,,,,,,,,,,,8897000000.0,,,,,,,,,5701000000.0,,,,,,,,2.26,,1308000000.0,5701000000.0,,,,,,,,,,,,,,,2785000000.0,,,,,,,,,,,,-119000000.0,4292000000.0,,6112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,1315000000.0,,,,,13849000000.0,,,,10877000000.0,,10877000000.0,,274000000.0,9633000000.0,,3241000000.0,,107000000.0,2516400000.0,,,28000000.0,,,,,,,,,,,,,1639000000.0,244000000.0,,1358000000.0,,,,13580000000.0,1909000000.0,,,,,,,,,,,0.41,,,,,,,,2516400000.0,27099000000.0,,17065000000.0,,,,,,2568000000.0,,,,,,,,27013000000.0,,,74771000000.0,,,8933000000.0,,,,,44078000000.0,,,,1037000000.0,,,,101870000000.0,,,,0.41,,1073000000.0,1037000000.0,,,1287000000.0,,,,,2091000000.0,,6857000000.0,40964000000.0,,,,2885000000.0,,,,,,57631000000.0,,15186000000.0,10325000000.0,,2128000000.0,-264000000.0,4409000000.0,16194000000.0,6048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,1901000000.0,,,,,,,,,,,,,412000000.0,,,,,103000000.0,2508600000.0,,,,,,,,,,,,,,,,2393000000.0,,,1341000000.0,,,,,2438000000.0,,,,,,,,,,,0.625,,,,,,,,2508600000.0,,,,,,,,,2314000000.0,,,,,,,,,,,,,,9393000000.0,,,,,,,,,1567000000.0,,,,,,,,0.625,,1531000000.0,1567000000.0,,,,,,,,,,,,,,,2853000000.0,,,,,,,,,,,,-415000000.0,4147000000.0,,6540000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,24593000000.0,676000000.0,13080000000.0,73440000000.0,-1239000000.0,10315000000.0,13080000000.0,9579000000.0,,7379000000.0,10315000000.0,2508000000.0,10315000000.0,7816000000.0,700000000.0,9579000000.0,-145000000.0,1275000000.0,21978000000.0,99000000.0,2505800000.0,10273000000.0,-12399000000.0,34000000.0,,,1026000000.0,21978000000.0,,-1956000000.0,,17551000000.0,-12399000000.0,639000000.0,-909000000.0,-529000000.0,1190000000.0,343000000.0,,1464000000.0,,1605000000.0,-585000000.0,13839000000.0,1217000000.0,-52000000.0,42000000.0,,40264000000.0,-7902000000.0,343000000.0,16037000000.0,-2368000000.0,420000000.0,,0.05,-1312000000.0,2513800000.0,36204000000.0,2508000000.0,5423000000.0,319000000.0,77000000.0,2505800000.0,26386000000.0,-585000000.0,15457000000.0,5472000000.0,26111000000.0,13839000000.0,41568000000.0,3.355,2698000000.0,577000000.0,,10315000000.0,77000000.0,77000000.0,148000000.0,7042000000.0,26111000000.0,,,73440000000.0,,,8981000000.0,10315000000.0,-163000000.0,,-3710000000.0,41568000000.0,5530000000.0,3912000000.0,,129000000.0,10517000000.0,11611000000.0,1275000000.0,99826000000.0,8434000000.0,34000000.0,,0.05,10058000000.0,0.0,129000000.0,26386000000.0,2513800000.0,1026000000.0,58089000000.0,204000000.0,-2162000000.0,14326000000.0,77000000.0,572000000.0,7216000000.0,40264000000.0,15457000000.0,572000000.0,99826000000.0,3088000000.0,,1722000000.0,3.355,3686000000.0,8434000000.0,58089000000.0,,14326000000.0,10517000000.0,7216000000.0,1605000000.0,-441000000.0,4703000000.0,16037000000.0,5893000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,1203000000.0,,,,,,,,,,,,,187000000.0,,,,,95000000.0,2496400000.0,,,,,,,,,,,,,,,,1444000000.0,,,1280000000.0,,,,,1756000000.0,,,,,,,,,,,0.405,,,,,,,,2496400000.0,,,,,,,,,2312000000.0,,,,,,,,,,,,,,8126000000.0,,,,,,,,,1016000000.0,,,,,,,,0.405,,1046000000.0,1016000000.0,,,,,,,,,,,,,,,2545000000.0,,,,,,,,,,,,-243000000.0,4137000000.0,,5581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,854000000.0,,,,,22436000000.0,,,,7493000000.0,,7493000000.0,,110000000.0,9470000000.0,,6153000000.0,,107000000.0,,,,,,,,,,,,,,,,,1493000000.0,721000000.0,,1475000000.0,,,,4582000000.0,1502000000.0,,,,,,,,,,,,,,,,,,,,25469000000.0,,19878000000.0,,,,,,2507000000.0,,,,,,,,36539000000.0,,,87309000000.0,,,8481000000.0,,,,,56417000000.0,,,,762000000.0,,,,112778000000.0,,,,,,789000000.0,762000000.0,,,1018000000.0,,,,,2477000000.0,,6602000000.0,44828000000.0,,,,2720000000.0,,,,,,56197000000.0,,22788000000.0,5245000000.0,,3784000000.0,-532000000.0,4268000000.0,7364000000.0,5761000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,2608000000.0,,,,,,,,,,,,,427000000.0,,,,,130000000.0,2494200000.0,,,,,,,,,,,,,,,,2437000000.0,,,1461000000.0,,,,,3275000000.0,,,,,,,,,,,0.91,,,,,,,,2494200000.0,,,,,,,,,2310000000.0,,,,,,,,,,,,,,9744000000.0,,,,,,,,,2274000000.0,,,,,,,,0.91,,2304000000.0,2274000000.0,,,,,,,,,,,,,,,3032000000.0,,,,,,,,,,,,277000000.0,4275000000.0,,6712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,24242000000.0,-260000000.0,21889000000.0,86761000000.0,-1696000000.0,6925000000.0,21889000000.0,9651000000.0,,5547000000.0,6925000000.0,2495000000.0,6925000000.0,7010000000.0,-243000000.0,9651000000.0,-701000000.0,2633000000.0,22697000000.0,103000000.0,2491200000.0,10315000000.0,-13046000000.0,,,,963000000.0,22697000000.0,,-1977000000.0,,17870000000.0,-13046000000.0,-12872000000.0,-727000000.0,-35000000.0,998000000.0,341000000.0,,1678000000.0,,3414000000.0,-168000000.0,14402000000.0,477000000.0,-91000000.0,-3390000000.0,,44235000000.0,3934000000.0,341000000.0,17654000000.0,-787000000.0,435000000.0,,0.1,-12994000000.0,2494200000.0,35677000000.0,2495000000.0,3570000000.0,177000000.0,199000000.0,2491200000.0,24647000000.0,-168000000.0,17376000000.0,5894000000.0,34997000000.0,14402000000.0,52373000000.0,1.725,2730000000.0,270000000.0,,6925000000.0,,199000000.0,-1280000000.0,6372000000.0,34997000000.0,,,86761000000.0,,,9326000000.0,6925000000.0,-58000000.0,,-3773000000.0,52373000000.0,4405000000.0,4423000000.0,,254000000.0,10986000000.0,11435000000.0,2633000000.0,111408000000.0,4306000000.0,,,0.1,9859000000.0,284000000.0,254000000.0,24647000000.0,2494200000.0,963000000.0,58876000000.0,136000000.0,-1101000000.0,22007000000.0,,,7260000000.0,44235000000.0,17376000000.0,,111408000000.0,3138000000.0,,481000000.0,1.725,4279000000.0,4306000000.0,58876000000.0,,22007000000.0,10986000000.0,7260000000.0,3414000000.0,-1198000000.0,5190000000.0,17654000000.0,6188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,1355000000.0,,,,,,,,,,,,,255000000.0,,,,,106000000.0,2491600000.0,,,,,,,,,,,,,,,,1735000000.0,,,1385000000.0,,,,,2018000000.0,,,,,,,,,,,0.455,,,,,,,,2491600000.0,,,,,,,,,2376000000.0,,,,,,,,,,,,,,8713000000.0,,,,,,,,,1137000000.0,,,,,,,,0.455,,1147000000.0,1137000000.0,,,,,,,,,,,,,,,2618000000.0,,,,,,,,,,,,-326000000.0,4360000000.0,,6095000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,-393000000.0,,,,,19098000000.0,,,,6742000000.0,2504000000.0,6742000000.0,,-242000000.0,10711000000.0,,4411000000.0,,138000000.0,,,,,,,,10711000000.0,,,,,,,,,1647000000.0,273000000.0,,1587000000.0,,,271000000.0,5082000000.0,304000000.0,,,,,,,,,,,,,,,,,,,,25384000000.0,,19206000000.0,,,,,,2459000000.0,,,,,,,,34821000000.0,,,85161000000.0,,,8980000000.0,,,,,54027000000.0,,,,-87000000.0,,,,110545000000.0,,,,,,-82000000.0,-87000000.0,,,739000000.0,,,,,2920000000.0,,7229000000.0,44418000000.0,,,,2767000000.0,,,,,,56353000000.0,,21087000000.0,4935000000.0,,2938000000.0,-1944000000.0,4566000000.0,8423000000.0,6213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,2052000000.0,,,,,,,25283000000.0,,,,,,268000000.0,,,,,109000000.0,2504400000.0,,,,,-3865000000.0,,,18374000000.0,,9876000000.0,,,,,,2529000000.0,,3224000000.0,1360000000.0,456000000.0,,,,2681000000.0,,,,,,,,,,6010000000.0,0.705,,,,,,,,2504400000.0,,,,,,,,,2311000000.0,,11657000000.0,,,,,,,,36940000000.0,,3070000000.0,2754000000.0,9921000000.0,,,38000000.0,,,,,6909000000.0,1766000000.0,,,,,,,,0.705,,1875000000.0,1766000000.0,,,,,,,,,,,,,,,3134000000.0,3070000000.0,,,,,,,,,,,-397000000.0,4258000000.0,,6787000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
