1033344000,,-1027000000.0,,,,,,,,,-56000000.0,,,,0.52,531000000.0,5843000000.0,1111538462.0,1997000000.0,,15000000.0,,6804000000.0,,-333000000.0,11000000.0,1404000000.0,,,,,,10957000000.0,,-306000000.0,,362000000.0,,-191000000.0,,-11519000000.0,,,13612000000.0,,,23000000.0,,,,,,-588000000.0,,,,,11000000.0,,,,-216000000.0,0.0,,940000000.0,,11276000000.0,,,,870000000.0,-292000000.0,,-315000000.0,1133333333.0,25131000000.0,,,,8316000000.0,6163000000.0,,7754000000.0,-961000000.0,,,,,25950000000.0,17634000000.0,,,3558000000.0,1058000000.0,,,48000000.0,1199000000.0,1234000000.0,,3745000000.0,,1911000000.0,1816000000.0,,0.51,8830000000.0,,,,,,,,578000000.0,,4520000000.0,,578000000.0,,,,1452000000.0,-471000000.0,,578000000.0,,4038000000.0,,,,20000000.0,,,1452000000.0,1292000000.0,,,30000000.0,2651000000.0,,,,-717000000.0,-213000000.0,,,,373000000.0,,,14993000000.0,4022000000.0,,,,,,0.0,,578000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,-832000000.0,,173000000.0,312000000.0,,8738000000.0,858000000.0,,25361000000.0,-32000000.0,565000000.0,3182000000.0,162000000.0,,655000000.0,6089000000.0,,1908000000.0,17944000000.0,-154000000.0,-1099000000.0,8109000000.0,2109000000.0,-438000000.0,11000000.0,1452000000.0,,-1658000000.0,,1353000000.0,1084000000.0,12455000000.0,1244000000.0,-887000000.0,1755000000.0,659000000.0,,-345000000.0,1107000000.0,-11749000000.0,,,13612000000.0,11000000.0,7768000000.0,29000000.0,-832000000.0,,,17619000000.0,,-1642000000.0,23504000000.0,-82000000.0,,3601000000.0,82000000.0,13902000000.0,-11749000000.0,3969000000.0,482000000.0,0.0,28199000000.0,2161000000.0,991000000.0,12495000000.0,,-14000000.0,,1735000000.0,-412000000.0,3254000000.0,-487000000.0,,25361000000.0,,2.84,,8738000000.0,5555000000.0,,8257000000.0,-2020000000.0,26357000000.0,3182000000.0,,,26357000000.0,17619000000.0,3495000000.0,-849000000.0,3495000000.0,1244000000.0,1132384342.0,3756000000.0,759000000.0,803000000.0,3601000000.0,,3756000000.0,5009000000.0,2168000000.0,1084000000.0,2227000000.0,,8347000000.0,125000000.0,12455000000.0,-4695000000.0,,31272000000.0,-2303000000.0,2.81,1430000000.0,-2133000000.0,4540000000.0,12495000000.0,1502000000.0,1464000000.0,,-2090000000.0,2211000000.0,-429000000.0,2211000000.0,1430000000.0,1120422535.0,3601000000.0,,,,2065000000.0,5627000000.0,8347000000.0,2211000000.0,1107000000.0,-56000000.0,,52000000.0,3014000000.0,1908000000.0,,5555000000.0,-257000000.0,-211000000.0,803000000.0,,,378000000.0,,,13902000000.0,4007000000.0,,4007000000.0,13612000000.0,-3231000000.0,-438000000.0,0.0,3601000000.0,1323000000.0,-604000000.0,2211000000.0,-2151000000.0,3014000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,-952000000.0,,,,,,,,,-154000000.0,97000000.0,,,0.54,1038000000.0,6040000000.0,1131481481.0,1944000000.0,,1000000.0,,7070000000.0,,-356000000.0,11000000.0,2211000000.0,,,,,,12813000000.0,,-634000000.0,,271000000.0,,-662000000.0,,-12020000000.0,,,13808000000.0,,,26000000.0,,,,,,-643000000.0,,,,,-148000000.0,,,,385000000.0,,,882000000.0,,12869000000.0,,,,1473000000.0,-600000000.0,,-879000000.0,1131481481.0,25828000000.0,,,,8954000000.0,5560000000.0,381000000.0,8015000000.0,-1030000000.0,,,,,26750000000.0,17796000000.0,,,3467000000.0,1297000000.0,,,-76000000.0,880000000.0,1304000000.0,,3659000000.0,,1975000000.0,1340000000.0,,0.54,8377000000.0,,,,,,,,611000000.0,,4708000000.0,,611000000.0,,,,2135000000.0,-679000000.0,,611000000.0,,3606000000.0,,,,-38000000.0,,,2135000000.0,598000000.0,,,25000000.0,3015000000.0,,,,-1123000000.0,-237000000.0,,,,387000000.0,,,13937000000.0,3988000000.0,,,,,,1000000.0,,873000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,-811000000.0,,,,,,,,,-44000000.0,-16000000.0,,,0.61,1812000000.0,6225000000.0,1134426230.0,1943000000.0,,20000000.0,,7146000000.0,,-353000000.0,11000000.0,2135000000.0,,,,,,13314000000.0,,-515000000.0,,360000000.0,,-124000000.0,,-12359000000.0,,,13869000000.0,,,56000000.0,,,,,,-530000000.0,,,,,70000000.0,,,,-254000000.0,,,1052000000.0,,13326000000.0,,,,1097000000.0,-451000000.0,,-314000000.0,1134426230.0,26228000000.0,,,,9317000000.0,5402000000.0,,8226000000.0,-921000000.0,,,,,27235000000.0,17918000000.0,,,3520000000.0,1397000000.0,,,50000000.0,1188000000.0,1337000000.0,,3675000000.0,,2001000000.0,1513000000.0,,0.61,8519000000.0,,,,,,,,692000000.0,,4754000000.0,,692000000.0,,,,2185000000.0,-775000000.0,,692000000.0,,3662000000.0,,,,10000000.0,,,2185000000.0,549000000.0,,,38000000.0,3373000000.0,,,,-2101000000.0,-235000000.0,,,,391000000.0,,,13921000000.0,4049000000.0,,,,,,-27000000.0,,646000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,-1344000000.0,,,,,,,,,-158000000.0,-69000000.0,,,0.66,1912000000.0,6361000000.0,1119696970.0,2118000000.0,,175000000.0,,7165000000.0,,-305000000.0,11000000.0,2185000000.0,,,,,,13731000000.0,,-471000000.0,,400000000.0,,-98000000.0,,-12648000000.0,,,13931000000.0,,,38000000.0,,,,,,-420000000.0,,,,,159000000.0,,,,228000000.0,,,1139000000.0,,13783000000.0,,,,1590000000.0,-464000000.0,,-422000000.0,1136923077.0,26579000000.0,,,,9978000000.0,6063000000.0,357000000.0,8312000000.0,-804000000.0,,,,,28373000000.0,18395000000.0,,,3425000000.0,1229000000.0,,,923000000.0,1028000000.0,1311000000.0,,3741000000.0,,1951000000.0,1714000000.0,,0.65,8579000000.0,,,,,,,,739000000.0,,4830000000.0,,739000000.0,,,,3108000000.0,-274000000.0,,739000000.0,,3843000000.0,,,,23000000.0,,,3108000000.0,645000000.0,,,31000000.0,4136000000.0,,,,-1747000000.0,-282000000.0,,,,384000000.0,,,14642000000.0,4464000000.0,,,,,,0.0,,1126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,-2181000000.0,,121000000.0,-264000000.0,,9853000000.0,2211000000.0,,26915000000.0,-42000000.0,-276000000.0,2898000000.0,317000000.0,,1147000000.0,6705000000.0,,2003000000.0,19328000000.0,-130000000.0,-1245000000.0,7650000000.0,37000000.0,-177000000.0,11000000.0,3108000000.0,,-1947000000.0,,740000000.0,1166000000.0,14852000000.0,1393000000.0,-283000000.0,1472000000.0,441000000.0,,-361000000.0,674000000.0,-13007000000.0,,,13908000000.0,11000000.0,8154000000.0,34000000.0,-2181000000.0,,,19056000000.0,,-558000000.0,25331000000.0,-26000000.0,,4055000000.0,236000000.0,14057000000.0,-13007000000.0,2699000000.0,-1209000000.0,,29031000000.0,1297000000.0,-850000000.0,14356000000.0,,,,486000000.0,-432000000.0,2898000000.0,-565000000.0,,26915000000.0,,2.57,,9853000000.0,5518000000.0,,8932000000.0,-945000000.0,28909000000.0,2898000000.0,,,28909000000.0,19056000000.0,3149000000.0,-1026000000.0,3149000000.0,1393000000.0,1136470588.0,4004000000.0,-157000000.0,1001000000.0,4055000000.0,,4004000000.0,4370000000.0,2227000000.0,1166000000.0,5909000000.0,,8539000000.0,154000000.0,14852000000.0,-3700000000.0,,33485000000.0,-6074000000.0,2.55,856000000.0,-1942000000.0,5036000000.0,14356000000.0,856000000.0,1549000000.0,,-2180000000.0,2951000000.0,-214000000.0,2951000000.0,856000000.0,1127626459.0,4055000000.0,,,,42000000.0,4646000000.0,8539000000.0,2951000000.0,674000000.0,66000000.0,,27000000.0,3952000000.0,2003000000.0,,5518000000.0,-1103000000.0,-272000000.0,1001000000.0,,1273000000.0,387000000.0,,,14057000000.0,3875000000.0,1273000000.0,3875000000.0,13908000000.0,-2151000000.0,-177000000.0,0.0,4055000000.0,54000000.0,-398000000.0,2951000000.0,-1903000000.0,3952000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,-2185000000.0,,,,,,,,,-379000000.0,50000000.0,,,0.67,933000000.0,6385000000.0,1132835821.0,2108000000.0,,94000000.0,,7702000000.0,,-224000000.0,11000000.0,2951000000.0,,,,,,14946000000.0,,-543000000.0,,436000000.0,,-58000000.0,,-13329000000.0,,,14008000000.0,,,35000000.0,,,,,,-931000000.0,,,,,194000000.0,,,,261000000.0,,,1195000000.0,,14799000000.0,,,,1823000000.0,-519000000.0,,-633000000.0,1132835821.0,27337000000.0,,,,10418000000.0,5740000000.0,,8919000000.0,-1317000000.0,,,,,29559000000.0,19141000000.0,,,3273000000.0,1497000000.0,,,-128000000.0,1789000000.0,1398000000.0,,3954000000.0,,2534000000.0,1452000000.0,,0.67,8873000000.0,,,,,,,,759000000.0,,5168000000.0,,759000000.0,,,,2823000000.0,-1281000000.0,,759000000.0,,4202000000.0,,,,17000000.0,,,2823000000.0,683000000.0,,,39000000.0,4612000000.0,,,,-1721000000.0,-308000000.0,,,,386000000.0,,,14613000000.0,3816000000.0,1317000000.0,,,,,1000000.0,,1304000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,-2217000000.0,,,,,,,,,-366000000.0,-10000000.0,,,0.73,1064000000.0,6389000000.0,1120547945.0,2022000000.0,,-118000000.0,,7561000000.0,,-238000000.0,11000000.0,2823000000.0,,,,,,15179000000.0,,-342000000.0,,471000000.0,,-20000000.0,,-13589000000.0,,,14072000000.0,,,69000000.0,,,,,,-787000000.0,,,,,-3000000.0,,,,-84000000.0,,,1289000000.0,,15301000000.0,,,,1317000000.0,-470000000.0,,-558000000.0,1136111111.0,27661000000.0,,,,10612000000.0,5793000000.0,,8871000000.0,-1172000000.0,,,,,29857000000.0,19245000000.0,,,3182000000.0,1288000000.0,,,489000000.0,1625000000.0,1436000000.0,,3964000000.0,,2482000000.0,1678000000.0,,0.72,8885000000.0,,,,,,,,818000000.0,,5079000000.0,,818000000.0,,,,3312000000.0,-243000000.0,,818000000.0,,4267000000.0,,,,14000000.0,,,3312000000.0,805000000.0,,,35000000.0,4937000000.0,,,,-906000000.0,-313000000.0,,,,385000000.0,,,14678000000.0,3859000000.0,1314000000.0,,,,,-30000000.0,,847000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,-2573000000.0,,,,,,,,,-347000000.0,-228000000.0,,,0.79,1301000000.0,6780000000.0,1126582278.0,1905000000.0,,4000000.0,,7694000000.0,,-237000000.0,11000000.0,3312000000.0,,,,,,15487000000.0,,-438000000.0,,356000000.0,,-158000000.0,,-13855000000.0,,,14220000000.0,,,35000000.0,,,,,,-531000000.0,,,,,22000000.0,,,,-463000000.0,,,1246000000.0,,15713000000.0,,,,972000000.0,-524000000.0,,-872000000.0,1141025641.0,28075000000.0,,,,11071000000.0,5755000000.0,,8952000000.0,-914000000.0,,,,,30969000000.0,19898000000.0,,,3145000000.0,1347000000.0,,,-489000000.0,1748000000.0,1423000000.0,,4192000000.0,,2172000000.0,1887000000.0,,0.78,9727000000.0,,,,,,,,890000000.0,,5139000000.0,,890000000.0,,,,2823000000.0,-557000000.0,,890000000.0,,5159000000.0,,,,26000000.0,,,2823000000.0,616000000.0,,,38000000.0,4571000000.0,,,,-1426000000.0,-306000000.0,,,,383000000.0,,,15482000000.0,4369000000.0,1309000000.0,,,,,0.0,,448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,-1824000000.0,,149000000.0,-686000000.0,,12605000000.0,1064000000.0,,27478000000.0,-218000000.0,-498000000.0,3333000000.0,289000000.0,,1426000000.0,5580000000.0,,2266000000.0,20916000000.0,338000000.0,-468000000.0,8636000000.0,82000000.0,-236000000.0,11000000.0,2823000000.0,,-2127000000.0,,-325000000.0,1197000000.0,16384000000.0,1518000000.0,-554000000.0,1589000000.0,326000000.0,,-232000000.0,1187000000.0,-13505000000.0,,,13973000000.0,11000000.0,10677000000.0,54000000.0,-1824000000.0,,,20421000000.0,,-2667000000.0,25905000000.0,-32000000.0,,5382000000.0,76000000.0,16642000000.0,-13505000000.0,3204000000.0,-437000000.0,,31593000000.0,1192000000.0,-723000000.0,16192000000.0,,-238000000.0,,1219000000.0,-614000000.0,3333000000.0,49000000.0,,27478000000.0,,2.95,,12605000000.0,6483000000.0,,9840000000.0,-3056000000.0,33026000000.0,3333000000.0,,,33026000000.0,20421000000.0,3261000000.0,-1208000000.0,3261000000.0,1518000000.0,1137542662.0,5156000000.0,-197000000.0,4458000000.0,5382000000.0,,5156000000.0,4922000000.0,4260000000.0,1197000000.0,4724000000.0,,10159000000.0,193000000.0,16384000000.0,-5688000000.0,,36582000000.0,-6322000000.0,2.93,866000000.0,-3638000000.0,5530000000.0,16192000000.0,866000000.0,1543000000.0,,-2014000000.0,739000000.0,-1557000000.0,739000000.0,866000000.0,1129830508.0,5382000000.0,,,,25000000.0,5331000000.0,10159000000.0,739000000.0,1187000000.0,318000000.0,,37000000.0,5197000000.0,2266000000.0,,6483000000.0,-2269000000.0,-281000000.0,4458000000.0,,1924000000.0,389000000.0,,,16642000000.0,4524000000.0,1924000000.0,4524000000.0,13973000000.0,-4145000000.0,-236000000.0,-3000000.0,5382000000.0,605000000.0,-1310000000.0,739000000.0,-1877000000.0,5197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,-2185000000.0,,,,,,,,,-831000000.0,82000000.0,,,0.78,842000000.0,6805000000.0,1130769231.0,2192000000.0,,-24000000.0,,8501000000.0,,-177000000.0,11000000.0,739000000.0,,,,,,16354000000.0,,-489000000.0,,496000000.0,,-388000000.0,,-13744000000.0,,,14058000000.0,,,46000000.0,,,,,,-1298000000.0,,,,,-3000000.0,,,,943000000.0,-40000000.0,,1378000000.0,,16520000000.0,,,,2329000000.0,-515000000.0,,-1772000000.0,1130769231.0,27802000000.0,,,,12599000000.0,6445000000.0,354000000.0,9886000000.0,-1696000000.0,,,,,33129000000.0,20530000000.0,,,3211000000.0,1581000000.0,,,-60000000.0,4550000000.0,5612000000.0,,5042000000.0,,3081000000.0,1478000000.0,,0.78,10330000000.0,,,,,,,,882000000.0,,5420000000.0,,882000000.0,,,,679000000.0,-615000000.0,,882000000.0,,5612000000.0,,,,30000000.0,,,679000000.0,840000000.0,,,37000000.0,5229000000.0,,,,-948000000.0,-671000000.0,,,,398000000.0,,,16775000000.0,4530000000.0,1942000000.0,,,,,44000000.0,,1814000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,-2004000000.0,,,,,,,,,-574000000.0,114000000.0,,,0.88,2795000000.0,6965000000.0,1120454545.0,2131000000.0,,-34000000.0,,8642000000.0,,-166000000.0,11000000.0,679000000.0,,,,,,16449000000.0,,-522000000.0,,555000000.0,,-125000000.0,,-13905000000.0,,,14154000000.0,,,39000000.0,,,,,,-1274000000.0,,,,,-48000000.0,,,,284000000.0,-52000000.0,,1541000000.0,,16604000000.0,,,,1751000000.0,-528000000.0,,-880000000.0,1120454545.0,28059000000.0,,,,12474000000.0,6243000000.0,70000000.0,10191000000.0,-1677000000.0,,,,,33166000000.0,20692000000.0,,,3258000000.0,1546000000.0,,,581000000.0,4244000000.0,1549000000.0,,4887000000.0,,3226000000.0,1631000000.0,,0.88,10474000000.0,,,,,,,,986000000.0,,5416000000.0,,986000000.0,,,,1260000000.0,-274000000.0,,986000000.0,,5667000000.0,,,,38000000.0,,,1260000000.0,865000000.0,,,46000000.0,5504000000.0,,,,-2485000000.0,-362000000.0,,,,403000000.0,,,16717000000.0,4573000000.0,1965000000.0,,,,,-46000000.0,,1223000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,-2874000000.0,,,,,,,,,-549000000.0,-319000000.0,,,0.86,4229000000.0,8022000000.0,1108139535.0,2374000000.0,,146000000.0,,9052000000.0,,-128000000.0,11000000.0,1260000000.0,,,,,,16617000000.0,,-663000000.0,,536000000.0,,250000000.0,,-14106000000.0,,,14889000000.0,,,40000000.0,,,,,,-618000000.0,,,,,-22000000.0,,,,-906000000.0,-1371000000.0,,1489000000.0,,16734000000.0,,,,471000000.0,-567000000.0,,-19000000.0,1108139535.0,28995000000.0,,,,11433000000.0,7869000000.0,,10550000000.0,-1030000000.0,,,,,35079000000.0,23646000000.0,,,3182000000.0,1964000000.0,,,448000000.0,2198000000.0,5805000000.0,,5446000000.0,,2528000000.0,1681000000.0,,0.86,10593000000.0,,,,,,,,953000000.0,,6112000000.0,,953000000.0,,,,1708000000.0,-9000000.0,,953000000.0,,5805000000.0,,,,28000000.0,,,1708000000.0,1850000000.0,,,37000000.0,3906000000.0,,,,-2212000000.0,-359000000.0,,,,412000000.0,,,18462000000.0,5628000000.0,3129000000.0,,,,,0.0,,-96000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,-2806000000.0,,172000000.0,-647000000.0,,11003000000.0,739000000.0,,29557000000.0,-525000000.0,-524000000.0,3870000000.0,477000000.0,,2509000000.0,6754000000.0,,2352000000.0,22517000000.0,70000000.0,-589000000.0,10243000000.0,104000000.0,-164000000.0,11000000.0,1708000000.0,,-2187000000.0,,630000000.0,1324000000.0,16884000000.0,1752000000.0,-592000000.0,2205000000.0,618000000.0,,-326000000.0,821000000.0,-14268000000.0,,,15289000000.0,11000000.0,12277000000.0,39000000.0,-2806000000.0,,,24219000000.0,,-3058000000.0,30304000000.0,-8000000.0,,6682000000.0,550000000.0,18338000000.0,-14268000000.0,3606000000.0,-896000000.0,-25000000.0,36438000000.0,1667000000.0,-575000000.0,17037000000.0,,-1488000000.0,,1242000000.0,-577000000.0,3870000000.0,-1504000000.0,,29557000000.0,,3.48,,11003000000.0,6793000000.0,180000000.0,11954000000.0,-3489000000.0,35222000000.0,3870000000.0,,2549000000.0,35222000000.0,24219000000.0,3159000000.0,-1391000000.0,3159000000.0,1752000000.0,1115273775.0,5950000000.0,-339000000.0,1672000000.0,6682000000.0,,5950000000.0,6075000000.0,5200000000.0,1324000000.0,10375000000.0,,11545000000.0,164000000.0,16884000000.0,-6134000000.0,,42581000000.0,-7623000000.0,3.47,1049000000.0,-975000000.0,4612000000.0,17037000000.0,1049000000.0,1644000000.0,2549000000.0,-4175000000.0,1369000000.0,-77000000.0,1369000000.0,1049000000.0,1112068966.0,6682000000.0,,,,8000000.0,5793000000.0,11545000000.0,1369000000.0,821000000.0,158000000.0,,52000000.0,3041000000.0,2352000000.0,,6793000000.0,-1978000000.0,1000000.0,1672000000.0,,684000000.0,431000000.0,,180000000.0,18338000000.0,5697000000.0,684000000.0,5697000000.0,15289000000.0,-4490000000.0,-164000000.0,-6000000.0,6682000000.0,665000000.0,-2479000000.0,1369000000.0,-2266000000.0,3041000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,-2407000000.0,,,,,,,,,-867000000.0,163000000.0,,,0.89,1354000000.0,,1095505618.0,2227000000.0,,-115000000.0,,9966000000.0,,-156000000.0,11000000.0,1369000000.0,,,,,,16716000000.0,,-646000000.0,,555000000.0,,-32000000.0,,-14535000000.0,,,15450000000.0,,,40000000.0,,,,,,1994000000.0,,,,,38000000.0,,,,877000000.0,-4000000.0,,1530000000.0,,16861000000.0,,,,2528000000.0,-596000000.0,,-1797000000.0,1095505618.0,29985000000.0,,,,10843000000.0,7006000000.0,476000000.0,11521000000.0,1555000000.0,,,,,34791000000.0,23948000000.0,,,3046000000.0,2036000000.0,,,-245000000.0,2007000000.0,6297000000.0,,5738000000.0,,,1574000000.0,,0.89,11069000000.0,,,,,,,,975000000.0,,9966000000.0,,975000000.0,,2501000000.0,,1124000000.0,-978000000.0,,975000000.0,,6297000000.0,,,,23000000.0,,,1124000000.0,693000000.0,,,48000000.0,3131000000.0,,,,-1692000000.0,-763000000.0,,,,439000000.0,,,18075000000.0,5241000000.0,756000000.0,,,,,-207000000.0,,1932000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,-2444000000.0,,,,,,,,,-554000000.0,64000000.0,,,0.98,2427000000.0,9488000000.0,1082653061.0,2360000000.0,,151000000.0,,10041000000.0,,-118000000.0,11000000.0,1124000000.0,,,,,,17015000000.0,,-693000000.0,,603000000.0,,-3000000.0,,-14773000000.0,,,15903000000.0,,,49000000.0,,,,,,-117000000.0,,,,,-43000000.0,,,,-236000000.0,0.0,,1664000000.0,,17122000000.0,,,,1436000000.0,-860000000.0,,-1050000000.0,1093814433.0,30676000000.0,,,,10525000000.0,6613000000.0,,11736000000.0,-553000000.0,,,,,34874000000.0,24349000000.0,,,3077000000.0,2083000000.0,,,-179000000.0,1905000000.0,2890000000.0,,5711000000.0,,2248000000.0,1625000000.0,,0.97,11246000000.0,,,,,,,,1061000000.0,,7357000000.0,,1061000000.0,,2539000000.0,,945000000.0,-587000000.0,,1061000000.0,,3505000000.0,,,,23000000.0,,,945000000.0,545000000.0,,,54000000.0,2850000000.0,,,,-2342000000.0,-405000000.0,,,,436000000.0,,,17859000000.0,5170000000.0,737000000.0,,,,,-140000000.0,,576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,-3816000000.0,,,,,,,,,-620000000.0,-191000000.0,,,0.96,3350000000.0,9406000000.0,1081250000.0,2371000000.0,,25000000.0,,10086000000.0,,-112000000.0,11000000.0,945000000.0,,,,,,17177000000.0,,-814000000.0,,509000000.0,,-28000000.0,,-15089000000.0,,,16353000000.0,,,38000000.0,,,,,-1494000000.0,-239000000.0,,,,,-28000000.0,,,,-84000000.0,3000000.0,,1547000000.0,,17278000000.0,,,,112000000.0,-841000000.0,,70000000.0,1081250000.0,31442000000.0,,,,10141000000.0,7819000000.0,,11662000000.0,-680000000.0,,,,,36172000000.0,26031000000.0,,,3113000000.0,2148000000.0,,,194000000.0,1102000000.0,6312000000.0,,5892000000.0,,2256000000.0,1650000000.0,,0.96,11176000000.0,,,,,,,,1038000000.0,,7389000000.0,,1038000000.0,,2484000000.0,,1139000000.0,19000000.0,,1038000000.0,,6312000000.0,,,,25000000.0,,,1139000000.0,1650000000.0,,,54000000.0,2241000000.0,,,,-2534000000.0,-401000000.0,,,,441000000.0,,,18995000000.0,6482000000.0,712000000.0,,,,,1053000000.0,,-729000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
