1443571200,,1283000000.0,,,,,,,,,-680000000.0,-142000000.0,,,1.4,1981000000.0,6779000000.0,895000000.0,2058000000.0,,-187000000.0,,4795000000.0,,-3851000000.0,9000000.0,3430000000.0,,,,,,1929000000.0,,-124000000.0,,648000000.0,,-211000000.0,,-23273000000.0,,,18163000000.0,,,54000000.0,,,124000000.0,,-53000000.0,1988000000.0,,,,,-58000000.0,,,,265000000.0,-1835000000.0,,1905000000.0,,5771000000.0,,,,2176000000.0,-690000000.0,,92000000.0,903000000.0,41436000000.0,,,,13581000000.0,11869000000.0,,14237000000.0,1984000000.0,,,,,39002000000.0,25421000000.0,,,10044000000.0,2343000000.0,,,11000000.0,2248000000.0,1245000000.0,,6055000000.0,,7458000000.0,2317000000.0,,1.39,25185000000.0,,,,483000000.0,,,,1257000000.0,,7458000000.0,,1257000000.0,,3442000000.0,,3441000000.0,-2183000000.0,,1257000000.0,,77000000.0,,,,4000000.0,,,3441000000.0,4557000000.0,,,83000000.0,5689000000.0,,,,-1521000000.0,-629000000.0,,,,527000000.0,,,37054000000.0,1182000000.0,1523000000.0,,,,,-24000000.0,,1486000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,1040000000.0,,341000000.0,-452000000.0,,13208000000.0,2291000000.0,,41918000000.0,-674000000.0,-1190000000.0,4844000000.0,540000000.0,1.49,1567000000.0,7550000000.0,893000000.0,2587000000.0,31028000000.0,598000000.0,-2724000000.0,5499000000.0,15000000.0,-3540000000.0,9000000.0,3441000000.0,,-2379000000.0,,439000000.0,2253000000.0,2470000000.0,2181000000.0,122000000.0,2498000000.0,638000000.0,308000000.0,-1025000000.0,2972000000.0,-23566000000.0,574000000.0,,18352000000.0,9000000.0,31028000000.0,55000000.0,1040000000.0,-1282000000.0,122000000.0,25103000000.0,-1084000000.0,2054000000.0,27335000000.0,-175000000.0,,115000000.0,738000000.0,35820000000.0,-23566000000.0,5051000000.0,-977000000.0,21000000.0,19667000000.0,1969000000.0,-254000000.0,6001000000.0,,-1904000000.0,,1015000000.0,-731000000.0,4844000000.0,-1405000000.0,898000000.0,41918000000.0,,5.38,,13208000000.0,10696000000.0,,16054000000.0,2051000000.0,38311000000.0,4844000000.0,,3419000000.0,38311000000.0,25103000000.0,10887000000.0,-2525000000.0,10887000000.0,2181000000.0,906000000.0,7134000000.0,-711000000.0,1996000000.0,1224000000.0,,7134000000.0,7342000000.0,8504000000.0,2253000000.0,6388000000.0,1.48,25124000000.0,249000000.0,2470000000.0,7668000000.0,473000000.0,58363000000.0,-7415000000.0,5.35,1331000000.0,-5309000000.0,8504000000.0,6001000000.0,1331000000.0,2084000000.0,3419000000.0,-1565000000.0,2730000000.0,-350000000.0,2730000000.0,1331000000.0,901000000.0,115000000.0,,,308000000.0,3000000.0,7430000000.0,25124000000.0,2730000000.0,2972000000.0,-147000000.0,,85000000.0,4726000000.0,2587000000.0,,10696000000.0,-1341000000.0,-626000000.0,1996000000.0,,1549000000.0,541000000.0,473000000.0,,35820000000.0,1528000000.0,1549000000.0,1528000000.0,18352000000.0,7683000000.0,-3540000000.0,26000000.0,1224000000.0,284000000.0,-2702000000.0,2730000000.0,-25000000.0,4726000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,1404000000.0,,,,,,,,,-640000000.0,1082000000.0,,,1.27,974000000.0,6565000000.0,889000000.0,2040000000.0,,-571000000.0,,4742000000.0,,-3647000000.0,9000000.0,2730000000.0,,,,,,2457000000.0,,-53000000.0,,616000000.0,,-223000000.0,,-24021000000.0,,,18285000000.0,,,83000000.0,,,215000000.0,,-35000000.0,1840000000.0,,,,,5000000.0,,,,674000000.0,-6000000.0,,1747000000.0,,6095000000.0,,,,2670000000.0,-427000000.0,,-440000000.0,894000000.0,42306000000.0,,,,13912000000.0,11098000000.0,538000000.0,14418000000.0,1823000000.0,,,,,39168000000.0,25256000000.0,,,11569000000.0,1857000000.0,,,1157000000.0,2380000000.0,1300000000.0,,6241000000.0,,7853000000.0,2131000000.0,,1.27,25590000000.0,,,,484000000.0,,,,1131000000.0,,7853000000.0,,1131000000.0,,3440000000.0,,3887000000.0,-1108000000.0,,1131000000.0,,104000000.0,,,,17000000.0,,,3887000000.0,3869000000.0,,,93000000.0,6267000000.0,,,,-1599000000.0,-666000000.0,,,,552000000.0,,,36688000000.0,1634000000.0,1569000000.0,,,,,-36000000.0,,2243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,1340000000.0,,,,,,,,,-689000000.0,-28000000.0,,,1.43,1366000000.0,3133000000.0,886000000.0,2405000000.0,,261000000.0,,1095000000.0,,-3606000000.0,9000000.0,3887000000.0,,,,,,2626000000.0,,5000000.0,,683000000.0,,-911000000.0,,-24349000000.0,,,18251000000.0,,,64000000.0,,,131000000.0,,-46000000.0,2601000000.0,,,,,-36000000.0,,,,-129000000.0,3000000.0,,1952000000.0,,6223000000.0,,,,2023000000.0,-536000000.0,,-2144000000.0,890000000.0,42600000000.0,,,,13123000000.0,9961000000.0,133000000.0,14629000000.0,2038000000.0,,,,,38339000000.0,25216000000.0,,,11550000000.0,1247000000.0,,,-828000000.0,2613000000.0,1266000000.0,,6111000000.0,,11496000000.0,2149000000.0,,1.43,25728000000.0,,,,485000000.0,,,,1269000000.0,,7738000000.0,,1269000000.0,,3427000000.0,,3059000000.0,-686000000.0,,1269000000.0,,72000000.0,,,,8000000.0,,,3059000000.0,2816000000.0,,,94000000.0,5672000000.0,,,,-1532000000.0,-661000000.0,,,,555000000.0,,,35689000000.0,1678000000.0,1550000000.0,,,,,-14000000.0,,1487000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,1223000000.0,,,,,,,,,-678000000.0,-272000000.0,,,1.44,1698000000.0,7071000000.0,880000000.0,2287000000.0,,34000000.0,,5037000000.0,,-3651000000.0,9000000.0,3059000000.0,,,,,,2743000000.0,,-3000000.0,,683000000.0,,-1189000000.0,,-24696000000.0,,,18489000000.0,,,49000000.0,,,125000000.0,,-1240000000.0,2047000000.0,,,,,-119000000.0,,,,-114000000.0,0.0,,1953000000.0,,6385000000.0,,,,670000000.0,-874000000.0,,-197000000.0,885000000.0,43185000000.0,,,,12853000000.0,10889000000.0,164000000.0,14928000000.0,2034000000.0,,,,,38342000000.0,25489000000.0,,,11506000000.0,1102000000.0,,,240000000.0,2059000000.0,1262000000.0,,6272000000.0,,7857000000.0,2270000000.0,,1.44,24686000000.0,,,,485000000.0,,,,1270000000.0,,7857000000.0,,1270000000.0,,3436000000.0,,3299000000.0,-233000000.0,,1270000000.0,,72000000.0,,,,13000000.0,,,3299000000.0,3820000000.0,,,94000000.0,5358000000.0,,,,-1119000000.0,-660000000.0,,,,554000000.0,,,35575000000.0,1571000000.0,1537000000.0,,,,,61000000.0,,-204000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,8821000000.0,,381000000.0,-704000000.0,,13388000000.0,2730000000.0,,43674000000.0,-671000000.0,-1486000000.0,3431000000.0,123000000.0,-0.27,1686000000.0,922000000.0,876000000.0,3042000000.0,34770000000.0,737000000.0,-3805000000.0,1350000000.0,50000000.0,-4483000000.0,9000000.0,3299000000.0,,-2965000000.0,,746000000.0,2317000000.0,429000000.0,1422000000.0,1000000.0,1705000000.0,-277000000.0,342000000.0,-1482000000.0,3635000000.0,-24874000000.0,591000000.0,,18800000000.0,9000000.0,50816000000.0,49000000.0,8821000000.0,-2693000000.0,120000000.0,27013000000.0,-1372000000.0,-416000000.0,10090000000.0,-98000000.0,,3029000000.0,273000000.0,39972000000.0,-24874000000.0,6473000000.0,-1140000000.0,-544000000.0,4623000000.0,-516000000.0,-709000000.0,4879000000.0,,-547000000.0,,1110000000.0,-1128000000.0,3431000000.0,-359000000.0,876000000.0,43674000000.0,,3.89,,13388000000.0,11855000000.0,,16931000000.0,-428000000.0,40401000000.0,3431000000.0,,3757000000.0,40401000000.0,27013000000.0,12394000000.0,-2643000000.0,12394000000.0,1422000000.0,887000000.0,7695000000.0,177000000.0,1091000000.0,1224000000.0,,7695000000.0,5136000000.0,16009000000.0,2317000000.0,5724000000.0,-0.27,28117000000.0,245000000.0,429000000.0,5467000000.0,476000000.0,60906000000.0,-4816000000.0,3.87,-239000000.0,-2566000000.0,11322000000.0,4879000000.0,-239000000.0,2224000000.0,3757000000.0,-3140000000.0,3476000000.0,-539000000.0,3476000000.0,-239000000.0,883000000.0,3029000000.0,,,342000000.0,12000000.0,6473000000.0,28117000000.0,3476000000.0,3635000000.0,461000000.0,,100000000.0,4567000000.0,3042000000.0,,11855000000.0,-566000000.0,-656000000.0,1091000000.0,,1758000000.0,563000000.0,476000000.0,,39972000000.0,8213000000.0,1758000000.0,8213000000.0,18800000000.0,5517000000.0,-4483000000.0,-109000000.0,1224000000.0,-18000000.0,-2678000000.0,3476000000.0,-50000000.0,4567000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,7776000000.0,,,,,,,,,-438000000.0,1134000000.0,,,1.32,556000000.0,2954000000.0,874000000.0,2404000000.0,,-675000000.0,,1170000000.0,,-4462000000.0,9000000.0,3476000000.0,,,,,,560000000.0,,-5000000.0,,539000000.0,,-503000000.0,,-25284000000.0,,,19225000000.0,,,74000000.0,,,212000000.0,,-2509000000.0,1799000000.0,,,,,94000000.0,,,,549000000.0,-25000000.0,,1697000000.0,,4988000000.0,,,,239000000.0,-938000000.0,,-124000000.0,879000000.0,44509000000.0,,,,11494000000.0,11406000000.0,,15315000000.0,1784000000.0,,,,,38380000000.0,26886000000.0,,,12938000000.0,1166000000.0,,,-789000000.0,1031000000.0,1235000000.0,,6475000000.0,,12361000000.0,2270000000.0,,1.32,26414000000.0,,,,490000000.0,,,,1158000000.0,,8131000000.0,,1158000000.0,,3777000000.0,,2687000000.0,-920000000.0,,1158000000.0,,3083000000.0,,,,15000000.0,,,2687000000.0,4302000000.0,,,102000000.0,3718000000.0,,,,-519000000.0,-695000000.0,,,,554000000.0,,,37820000000.0,7661000000.0,1780000000.0,,,,,-196000000.0,,239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,7790000000.0,,,,,,,,,-460000000.0,4000000.0,,,1.59,555000000.0,3368000000.0,872000000.0,2648000000.0,,141000000.0,,1152000000.0,,-4202000000.0,9000000.0,2687000000.0,,,,,,1274000000.0,,3000000.0,,735000000.0,,-717000000.0,,-25747000000.0,,,19841000000.0,,,58000000.0,,,133000000.0,,-53000000.0,2230000000.0,,,,,81000000.0,,,,21000000.0,-32000000.0,,2119000000.0,,5437000000.0,,,,2382000000.0,-1071000000.0,,-432000000.0,876000000.0,45588000000.0,,,,12394000000.0,11082000000.0,,15750000000.0,2216000000.0,,,,,39724000000.0,27330000000.0,,,14257000000.0,1012000000.0,,,857000000.0,1060000000.0,1289000000.0,,6553000000.0,,12382000000.0,2293000000.0,,1.58,27368000000.0,,,,479000000.0,,,,1384000000.0,,8105000000.0,,1384000000.0,,3845000000.0,,3544000000.0,-1107000000.0,,1384000000.0,,3130000000.0,,,,14000000.0,,,3544000000.0,3817000000.0,,,111000000.0,4604000000.0,,,,-565000000.0,-694000000.0,,,,562000000.0,,,38450000000.0,7489000000.0,1829000000.0,,,,,10000000.0,,2382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,8449000000.0,,,,,,,,,-448000000.0,-320000000.0,,,1.45,471000000.0,3217000000.0,869000000.0,2808000000.0,,123000000.0,,1182000000.0,,-4224000000.0,9000000.0,3544000000.0,,,,,,1539000000.0,,21000000.0,,680000000.0,,-1230000000.0,,-26216000000.0,,,20988000000.0,,,45000000.0,,,118000000.0,,-14000000.0,2055000000.0,,,,,120000000.0,,,,-441000000.0,-4000000.0,,1944000000.0,,5724000000.0,,,,1797000000.0,-1699000000.0,,-358000000.0,874000000.0,47204000000.0,,,,12910000000.0,12167000000.0,,15978000000.0,2035000000.0,,,,,41356000000.0,28446000000.0,,,14355000000.0,1012000000.0,,,-126000000.0,1043000000.0,1405000000.0,,6937000000.0,,12761000000.0,2439000000.0,,1.45,27650000000.0,,,,481000000.0,,,,1264000000.0,,8221000000.0,,1264000000.0,,3838000000.0,,3418000000.0,-1591000000.0,,1264000000.0,,3220000000.0,,,,20000000.0,,,3418000000.0,4555000000.0,,,111000000.0,4461000000.0,,,,-384000000.0,-696000000.0,,,,572000000.0,,,39817000000.0,7458000000.0,1897000000.0,,,,,2000000.0,,1797000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,11479000000.0,,453000000.0,-1022000000.0,,15548000000.0,3476000000.0,,48726000000.0,-467000000.0,-1840000000.0,4910000000.0,1230000000.0,1.27,408000000.0,3029000000.0,867000000.0,3872000000.0,34588000000.0,1003000000.0,-3939000000.0,1535000000.0,72000000.0,-4867000000.0,9000000.0,3418000000.0,,-5227000000.0,,-156000000.0,2521000000.0,1030000000.0,922000000.0,-13000000.0,2238000000.0,284000000.0,404000000.0,-1489000000.0,3960000000.0,-26608000000.0,584000000.0,,22118000000.0,9000000.0,53304000000.0,70000000.0,11479000000.0,-7747000000.0,121000000.0,29855000000.0,-5171000000.0,1517000000.0,12568000000.0,-203000000.0,,4326000000.0,935000000.0,44373000000.0,-26608000000.0,1479000000.0,-1589000000.0,-73000000.0,5039000000.0,1388000000.0,-1460000000.0,5858000000.0,,-134000000.0,,-2939000000.0,-1519000000.0,4910000000.0,4201000000.0,872000000.0,48726000000.0,,5.64,,15548000000.0,12708000000.0,,18829000000.0,1494000000.0,45403000000.0,4910000000.0,,3872000000.0,45403000000.0,29855000000.0,20278000000.0,-2771000000.0,20278000000.0,922000000.0,875000000.0,8773000000.0,-98000000.0,749000000.0,1804000000.0,,8773000000.0,7148000000.0,15800000000.0,2521000000.0,1990000000.0,1.27,31665000000.0,247000000.0,1030000000.0,7529000000.0,483000000.0,65872000000.0,-1634000000.0,5.61,1104000000.0,-4975000000.0,10131000000.0,5858000000.0,1104000000.0,2282000000.0,3872000000.0,3287000000.0,3320000000.0,-1357000000.0,3320000000.0,1104000000.0,871000000.0,4326000000.0,,,404000000.0,23000000.0,1479000000.0,31665000000.0,3320000000.0,3960000000.0,592000000.0,,129000000.0,4069000000.0,3872000000.0,,12708000000.0,-166000000.0,-686000000.0,749000000.0,,1964000000.0,594000000.0,483000000.0,,44373000000.0,7737000000.0,1964000000.0,7737000000.0,22118000000.0,7601000000.0,-4867000000.0,-19000000.0,1804000000.0,-2939000000.0,-1813000000.0,3320000000.0,6000000.0,4069000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,9411000000.0,,,,,,,,,-261000000.0,1201000000.0,,,1.55,246000000.0,8068000000.0,866000000.0,3501000000.0,,-601000000.0,,6548000000.0,,-5638000000.0,9000000.0,3769000000.0,,,,,,1375000000.0,,2000000.0,,316000000.0,,-1656000000.0,,-27070000000.0,,,23239000000.0,,,77000000.0,,,239000000.0,,-42000000.0,1814000000.0,,,,,106000000.0,,,,1609000000.0,,,1661000000.0,,6973000000.0,,,,4067000000.0,-1537000000.0,,-2550000000.0,870000000.0,50309000000.0,,,,13620000000.0,11149000000.0,,17113000000.0,1520000000.0,,,,,44464000000.0,30844000000.0,,,20409000000.0,1064000000.0,,,57000000.0,665000000.0,1912000000.0,,7606000000.0,,9045000000.0,2523000000.0,,1.55,31940000000.0,,,,,,,,1345000000.0,,9045000000.0,,1345000000.0,,3893000000.0,,3826000000.0,-1446000000.0,,1345000000.0,,4478000000.0,,,,294000000.0,,,3544000000.0,2683000000.0,,,153000000.0,4209000000.0,,,,-177000000.0,-754000000.0,,,,596000000.0,,,43089000000.0,7605000000.0,2025000000.0,,,,,-280000000.0,,4067000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,8940000000.0,,,,,,,,,-260000000.0,69000000.0,,,1.71,207000000.0,3085000000.0,866000000.0,3785000000.0,,341000000.0,,1312000000.0,,-5346000000.0,9000000.0,3826000000.0,,,,,,2356000000.0,,-13000000.0,,441000000.0,,-358000000.0,,-27299000000.0,,,23901000000.0,,,48000000.0,,,139000000.0,,-36000000.0,2075000000.0,,,,,36000000.0,,,,759000000.0,,,1926000000.0,,7665000000.0,,,,3133000000.0,-1312000000.0,,-1057000000.0,870000000.0,51200000000.0,,,,13874000000.0,12487000000.0,,17456000000.0,1773000000.0,,,,,45223000000.0,31349000000.0,,,19121000000.0,1171000000.0,,,665000000.0,720000000.0,1593000000.0,,7363000000.0,,14371000000.0,2549000000.0,,1.71,30380000000.0,,,,,,,,1485000000.0,,9024000000.0,,1485000000.0,,3837000000.0,,4491000000.0,-1374000000.0,,1485000000.0,,4233000000.0,,,,302000000.0,,,4214000000.0,2591000000.0,,,149000000.0,4934000000.0,,,,-269000000.0,-753000000.0,,,,542000000.0,,,42867000000.0,7448000000.0,2028000000.0,,,,,9000000.0,,3133000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,9150000000.0,,,,,,,,,-249000000.0,-174000000.0,,,1.74,159000000.0,3064000000.0,865000000.0,3689000000.0,,-131000000.0,,1337000000.0,,-5288000000.0,9000000.0,4491000000.0,,,,,,3126000000.0,,-19000000.0,,381000000.0,,-108000000.0,,-27667000000.0,,,25379000000.0,,,51000000.0,,,129000000.0,,-41000000.0,2044000000.0,,,,,76000000.0,,,,-129000000.0,,,1889000000.0,,8377000000.0,,,,2222000000.0,-1641000000.0,,-653000000.0,870000000.0,53046000000.0,,,,13991000000.0,12222000000.0,,17444000000.0,1727000000.0,,,,,46689000000.0,32698000000.0,,,20101000000.0,1209000000.0,,,-116000000.0,744000000.0,1515000000.0,,7494000000.0,,14380000000.0,2748000000.0,,1.73,31341000000.0,,,,,,,,1508000000.0,,9015000000.0,,1508000000.0,,3825000000.0,,4375000000.0,-1679000000.0,,1508000000.0,,4228000000.0,,,,317000000.0,,,4097000000.0,3200000000.0,,,155000000.0,4841000000.0,,,,-188000000.0,-753000000.0,,,,524000000.0,,,43563000000.0,7319000000.0,2070000000.0,,,,,12000000.0,,2222000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,10696000000.0,,605000000.0,-421000000.0,,15731000000.0,3769000000.0,,54488000000.0,-241000000.0,-1517000000.0,4791000000.0,758000000.0,0.52,274000000.0,3558000000.0,865000000.0,5188000000.0,37235000000.0,1425000000.0,-2887000000.0,1554000000.0,-400000000.0,-4994000000.0,9000000.0,4375000000.0,,-6283000000.0,,598000000.0,3047000000.0,3037000000.0,1522000000.0,35000000.0,1228000000.0,90000000.0,421000000.0,-765000000.0,2665000000.0,-27912000000.0,634000000.0,,26576000000.0,9000000.0,59372000000.0,64000000.0,10696000000.0,-170000000.0,127000000.0,33858000000.0,-51000000.0,691000000.0,12489000000.0,-288000000.0,,4187000000.0,540000000.0,46552000000.0,-27912000000.0,12711000000.0,-197000000.0,,5465000000.0,543000000.0,2042000000.0,8006000000.0,,,,3289000000.0,-1793000000.0,4791000000.0,-1432000000.0,869000000.0,54488000000.0,,5.53,,15731000000.0,14087000000.0,,19848000000.0,2004000000.0,49589000000.0,4791000000.0,,3811000000.0,49589000000.0,33858000000.0,19931000000.0,-3011000000.0,19931000000.0,1522000000.0,870000000.0,8958000000.0,-8000000.0,810000000.0,1424000000.0,,8958000000.0,6019000000.0,16290000000.0,3047000000.0,886000000.0,0.52,32465000000.0,240000000.0,3037000000.0,7024000000.0,,71861000000.0,-973000000.0,5.51,453000000.0,-6330000000.0,10151000000.0,8006000000.0,453000000.0,2207000000.0,3811000000.0,-5692000000.0,4367000000.0,-1831000000.0,4367000000.0,453000000.0,866000000.0,4187000000.0,,,421000000.0,-1313000000.0,12711000000.0,32465000000.0,4225000000.0,2665000000.0,1034000000.0,,148000000.0,5035000000.0,5188000000.0,,14087000000.0,-339000000.0,-751000000.0,810000000.0,,2076000000.0,545000000.0,,,46552000000.0,7282000000.0,2076000000.0,7282000000.0,26576000000.0,6624000000.0,-4994000000.0,-29000000.0,1424000000.0,3289000000.0,-1011000000.0,4225000000.0,5000000.0,5035000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,9793000000.0,,,,,,,,,-246000000.0,1301000000.0,,,1.28,349000000.0,2734000000.0,866000000.0,3907000000.0,,-1143000000.0,,1340000000.0,,-4818000000.0,9000000.0,4367000000.0,,,,,,3485000000.0,,-6000000.0,,329000000.0,,-439000000.0,,-28118000000.0,,,27247000000.0,,,47000000.0,,,308000000.0,,-221000000.0,1609000000.0,,,,,78000000.0,,,,279000000.0,-1000000.0,,1440000000.0,,8249000000.0,,,,2277000000.0,-1514000000.0,,-695000000.0,869000000.0,55365000000.0,,,,14904000000.0,13209000000.0,,17160000000.0,1394000000.0,,,,,52061000000.0,37157000000.0,,,20377000000.0,1660000000.0,,,175000000.0,712000000.0,1346000000.0,,7613000000.0,,14426000000.0,2913000000.0,,1.28,35367000000.0,,,,,,,,1111000000.0,,9317000000.0,,1111000000.0,,3813000000.0,,4542000000.0,-1416000000.0,,1111000000.0,,6720000000.0,,,,215000000.0,,,4399000000.0,2789000000.0,,,169000000.0,5111000000.0,,,,-248000000.0,-799000000.0,,,,568000000.0,,,48576000000.0,9910000000.0,2093000000.0,,,,,-182000000.0,,2277000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,10046000000.0,,,,,,,,,-257000000.0,-484000000.0,,,1.95,131000000.0,3522000000.0,865000000.0,4291000000.0,,361000000.0,,1379000000.0,,-4815000000.0,9000000.0,4542000000.0,,,,,,4423000000.0,,-82000000.0,,519000000.0,,-1549000000.0,,-28454000000.0,,,28095000000.0,,,82000000.0,,,205000000.0,,-919000000.0,2363000000.0,,,,,197000000.0,,,,-45000000.0,,,2204000000.0,,9109000000.0,,,,1930000000.0,-1347000000.0,,-839000000.0,869000000.0,56549000000.0,,,,14843000000.0,13633000000.0,,18048000000.0,2143000000.0,,,,,52787000000.0,37944000000.0,,,20427000000.0,1635000000.0,,,-326000000.0,725000000.0,1314000000.0,,8071000000.0,,14526000000.0,2743000000.0,,1.94,34731000000.0,,,,,,,,1685000000.0,,9299000000.0,,1685000000.0,,3811000000.0,,4797000000.0,-1431000000.0,,1685000000.0,,6780000000.0,,,,220000000.0,,,4072000000.0,2952000000.0,,,159000000.0,4797000000.0,,,,-135000000.0,-800000000.0,,,,575000000.0,,,48364000000.0,9849000000.0,2121000000.0,,,,,7000000.0,,1930000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,9646000000.0,,,,,,,,,-248000000.0,26000000.0,,,2.03,337000000.0,3502000000.0,864000000.0,4218000000.0,,-132000000.0,,1374000000.0,,-4617000000.0,9000000.0,4216000000.0,,,,,,5574000000.0,,12000000.0,,456000000.0,,-423000000.0,,-28787000000.0,,,29071000000.0,,,32000000.0,,,203000000.0,,-1227000000.0,2365000000.0,,,,,-232000000.0,,,,360000000.0,,,2206000000.0,,10037000000.0,,,,1486000000.0,-1475000000.0,,-320000000.0,870000000.0,57858000000.0,,,,14184000000.0,12835000000.0,,18318000000.0,2128000000.0,,,,,53282000000.0,39098000000.0,,,21740000000.0,2012000000.0,,,-31000000.0,498000000.0,1299000000.0,,7951000000.0,,14816000000.0,2483000000.0,,2.01,34873000000.0,,,,,,,,1750000000.0,,,,1750000000.0,,3783000000.0,,4185000000.0,-1180000000.0,,1750000000.0,,6690000000.0,,,,237000000.0,,,4040000000.0,2161000000.0,,,159000000.0,4538000000.0,,,,-104000000.0,-798000000.0,,,,587000000.0,,,47708000000.0,10027000000.0,2131000000.0,,,,,17000000.0,,-2850000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577750400,653000000.0,11362000000.0,4367000000.0,,,,17103000000.0,,871000000.0,59727000000.0,,,,,-0.12,,3959000000.0,863000000.0,,,,,1826000000.0,,,,4185000000.0,13717000000.0,,4440000000.0,,,3283000000.0,,,,-92000000.0,,,,-29245000000.0,,60377000000.0,30482000000.0,,,,11362000000.0,,,40754000000.0,,-32000000.0,,,1212000000.0,6742000000.0,,54574000000.0,-29245000000.0,,,,,-198000000.0,,,5919000000.0,,4440000000.0,2946000000.0,,,,863000000.0,59727000000.0,8639000000.0,,,17103000000.0,15413000000.0,,20568000000.0,2133000000.0,57857000000.0,,4440000000.0,,57857000000.0,40754000000.0,21818000000.0,,21818000000.0,,,,1053000000.0,,,-6061000000.0,,,16609000000.0,,,-0.12,39161000000.0,,3283000000.0,,,,,,-106000000.0,,,,-106000000.0,,,,5238000000.0,-2034000000.0,,-106000000.0,,6742000000.0,74094000000.0,8639000000.0,,-2165000000.0,,39161000000.0,,,,-1493000000.0,166000000.0,5741000000.0,,7798000000.0,15413000000.0,,,,5238000000.0,,,,,54574000000.0,10272000000.0,,10272000000.0,30482000000.0,,,,,7282000000.0,,,,5741000000.0,5652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
