date,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingInvestingCashFlow,annualIncomeTaxPayable,annualInvestingCashFlow,trailingSaleOfInvestment,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingStockBasedCompensation,annualCurrentLiabilities,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,annualGoodwill,annualTotalAssets,annualInventory,quarterlyBasicEPS,annualRetainedEarnings,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,annualCapitalStock,annualOtherIncomeExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyOperatingExpense,annualAccountsPayable,annualOperatingCashFlow,annualCommonStockIssuance,trailingOperatingIncome,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyCapitalStock,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingTotalRevenue,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,quarterlyCurrentDebt,trailingEndCashPosition,annualCashAndCashEquivalents,quarterlyInterestExpense,annualBasicEPS,annualNetOtherInvestingChanges,trailingPretaxIncome,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyDilutedAverageShares,annualOtherNonCurrentLiabilities,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualOperatingExpense,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualTaxProvision,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualInterestExpense,annualDilutedEPS,annualRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualTotalRevenue,annualDilutedAverageShares,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyCurrentAssets,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyPretaxIncome,annualBasicAverageShares,quarterlyNetPPE,quarterlyTaxProvision,trailingNetIncome,trailingTaxProvision,quarterlyOperatingIncome,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualNetIncome,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyPurchaseOfInvestment,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyEndCashPosition,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyOtherNonCashItems,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
1987-03-31,1806381.0,,35100000.0,,,516700000.0,-279700000.0,,,,,,,75700000.0,,,,,,,,,0.205554,,,,1590000.0,,,,,,,,,1494500000.0,,,-58000000.0,,,,,2890700000.0,,,,,1262500000.0,,,,,,,,,,,,15725700000.0,,-112600000.0,,,,1809000000.0,,,,,1095000000.0,,,,,,,1590000.0,,1628200000.0,1628200000.0,,,,,,,,0.205554,1921600000.0,344300000.0,-363900000.0,,783300000.0,,,,,,,702900000.0,,,,74310777.0,-39200000.0,,,,,,-6300000.0,,,1130600000.0,700000.0,,,,,,,,,12835000000.0,,,,,,,,,702900000.0,311700000.0,74310777.0,692100000.0,,74310777.0,,,,,,,,258600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,1865220.0,,,,,,,,,,,,,,,,,,,,,,0.205174,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.205174,,,,,,,,,,,,,,,,74173582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74173582.0,,,74173582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,1841580.0,,,,,,,,,,,,,,,,,,,,,,0.214851,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.214851,,,,,,,,,,,,,,,,73233498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73233498.0,,,73233498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,888033.0,,,,0.0,,,960714.0,-65702163.0,,,74935692.0,91588068.0,,530847858.0,,,,,,557694477.0,38001576.0,,-747222.0,,,,,,91588068.0,,,,,38001576.0,,,,,,3095634.0,79365651.0,,,,,0.0,,,,72800772.0,72800772.0,,92548782.0,,,,25405548.0,72800772.0,0.0,,19267653.0,,82834896.0,85290054.0,455912166.0,,72800772.0,,0.720536,,,12435909.0,3469245.0,623396640.0,,,557694477.0,,960714.0,,,,85290054.0,,183176136.0,3469245.0,-5924403.0,177038241.0,,,,,,,,474859581.0,115552545.0,,,,,-65702163.0,6084522.0,74935692.0,-200432841.0,,6351387.0,9927378.0,0.720536,,,,254749329.0,8814815.0,,,530847858.0,202443789.0,474859581.0,0.0,82834896.0,,623396640.0,92548782.0,,,-747222.0,,115552545.0,,8814815.0,79365651.0,,,,-200432841.0,,,35048835.0,-5924403.0,455912166.0,,,6351387.0,52305540.0,6351387.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,5052030.0,,,,,,,,,,,,,,,,,,,,,,0.64494,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.64494,,,,,,,,,,,,,,,,130922820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130922820.0,,,130922820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,5492232.0,,,,,,,,,,,,,,,,,,,,,,0.701136,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.701136,,,,,,,,,,,,,,,,142389036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142389036.0,,,142389036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,5573730.0,,,,,,,,,,,,,,,,,,,,,,0.741188,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.741188,,,,,,,,,,,,,,,,144501915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144501915.0,,,144501915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,4145306.0,,,,0.0,,,1220912.0,59935680.0,,,34740496.0,141292816.0,,473547368.0,,,,,,675996776.0,34463016.0,,332976.0,,,,,,141292816.0,,,,,34463016.0,,,,,,7547456.0,86740248.0,,,,,0.0,,,175700336.0,92955800.0,92955800.0,,142513728.0,175700336.0,,,62322008.0,92955800.0,0.0,,50834336.0,,267157744.0,105220416.0,438806872.0,,92955800.0,,2.719304,,,39568648.0,4717160.0,616061096.0,,,675996776.0,,1220912.0,,,,105220416.0,,397462352.0,4717160.0,-18480168.0,385974680.0,,,,,,,,408839032.0,13984992.0,,,,,59935680.0,18702152.0,34740496.0,-382612114.0,,20866496.0,18813144.0,2.719304,,,,540919512.0,7673469.0,,,473547368.0,448296688.0,408839032.0,0.0,267157744.0,,616061096.0,142513728.0,,,332976.0,,13984992.0,,7673469.0,86740248.0,,,,-382612114.0,,,107473062.0,-18480168.0,438806872.0,,,20866496.0,92622824.0,20866496.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,9235044.0,,,,,,,,,,,,,,,,,,,,,,0.876145,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.846546,,,,,,,,,,,,,,,,244195875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244195875.0,,,244195875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,10116766.0,,,,,,,,,,,,,,,,,,,,,,0.953682,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.934351,,,,,,,,,,,,,,,,265806750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265806750.0,,,265806750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,9668217.0,,,,,,,,,,,,,,,,,,,,,,0.923715,,,,1590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,,,,,,,,,0.911399,,,,,,,,,,,,,,,,254021625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254021625.0,,,254021625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,10131570.0,,,,0.0,,,242549440.0,-372050400.0,42689200.0,,1055825440.0,451570720.0,,1175916080.0,,,,,,1540675040.0,93043760.0,,41879040.0,,,,,,451570720.0,42689200.0,,,,93043760.0,,,,,,15330720.0,160162400.0,,,,,0.0,,,357966080.0,238934880.0,238934880.0,,736809360.0,357966080.0,,,123829840.0,238934880.0,0.0,,103575840.0,,538320160.0,200047200.0,120090640.0,,238934880.0,,3.726736,,,74410080.0,20191680.0,1912725440.0,,,1540675040.0,,242549440.0,,,,200047200.0,,778813040.0,20191680.0,-39884800.0,758559040.0,,,,,,,,1002354880.0,6917520.0,,,,,-372050400.0,35335440.0,1055825440.0,-658489035.0,,30474480.0,44496480.0,3.64572,,,,1028217680.0,8358974.0,,,1175916080.0,882388880.0,1002354880.0,0.0,538320160.0,,1912725440.0,736809360.0,,,41879040.0,,6917520.0,,8177258.0,160162400.0,,,,-658489035.0,,,266152805.0,-39884800.0,120090640.0,,,39074640.0,145828800.0,39074640.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,13332720.0,,,,,,,,,,,,,,,,,,,,,,1.0654,,,,1644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644000.0,,,,,,,,,,,0.94364,,,,,,,,,,,,,,,,318280640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318280640.0,,,318280640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,12557022.0,,,,,,,,,,,,,,,,,,,,,,1.003415,,,,1644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644000.0,,,,,,,,,,,0.888739,,,,,,,,,,,,,,,,299820402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299820402.0,,,299820402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,14341466.0,,,,,,,,,,,,,,,,,,,,,,0.922332,,,,1644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644000.0,,,,,,,,,,,0.869018,,,,,,,,,,,,,,,,371545266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371545266.0,,,371545266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,12904794.0,,,,0.0,,,187097778.0,-261439206.0,34682298.0,,922683916.0,459320120.0,,986190366.0,,,,,,1405851356.0,62003032.0,,73874850.0,,,,,,459320120.0,34682298.0,,,,62003032.0,,,,,,12701290.0,136292618.0,,,,,0.0,,,350192710.0,229556376.0,229556376.0,,681100196.0,350192710.0,,,156977576.0,229556376.0,0.0,,131523154.0,,499031092.0,196170128.0,63506450.0,,229556376.0,,3.903703,,,86990876.0,12545764.0,1667290562.0,,,1405851356.0,,187097778.0,,,,196170128.0,,970067504.0,12545764.0,-59877510.0,944613082.0,,,,,,,,906820264.0,8709456.0,,,,,-261439206.0,36393084.0,922683916.0,-797526610.0,,32919670.0,57233568.0,3.56673,,,,1264789274.0,9229651.0,,,986190366.0,1101590658.0,906820264.0,0.0,499031092.0,,1667290562.0,681100196.0,,,73874850.0,,8709456.0,,8432935.0,136292618.0,,,,-797526610.0,,,335739510.0,-59877510.0,63506450.0,,,50597792.0,163198616.0,50597792.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,4141512.0,4141512.0,,,,,,,,,,,,,,,,,,,,,2.393938,,,,1730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4141512.0,,,1730000.0,,,,,,,,,,,2.393938,,,,,,,,,,,,,,,,271671683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271671683.0,,,271671683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,4450248.0,4450248.0,,,,,,,,,,,,,,,,,,,,,2.572398,,,,1730000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450248.0,,,1730000.0,,,,,,,,,,,2.572398,,,,,,,,,,,,,,,,291923907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291923907.0,,,291923907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,12433412.0,12433412.0,,,,,,,,,,,,,,,,,,,,,0.741442,,,,16769231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12433412.0,,,16769231.0,,,,,,,,,,,0.741442,,,,,,,,,,,,,,,,372717190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372717190.0,,,372717190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,10350052.0,10350052.0,,,-6787134.0,,,90584190.0,-267744420.0,34897626.0,4221918.0,936090072.0,561515094.0,,969063786.0,,,,,,1398203046.0,62740908.0,,87591438.0,105387624.0,25865928.0,,,,561515094.0,34897626.0,2298006.0,,,62740908.0,,,,,,32492736.0,132856812.0,,,,,64504494.0,11917566.0,,349671006.0,205270722.0,205270722.0,,686996910.0,349671006.0,,,104639436.0,205270722.0,0.0,,78773508.0,,497598462.0,208210032.0,32973714.0,,205270722.0,,1.389492,0.0,,54564282.0,15070644.0,1656060696.0,-7285808.0,,1398203046.0,,90584190.0,,,-21269916.0,208210032.0,,962383536.0,15070644.0,-75353220.0,936517608.0,,,,,,,,900604584.0,1923912.0,,62687466.0,163104984.0,,-267744420.0,23567922.0,936090072.0,-832686846.0,,13360500.0,55205586.0,1.389492,,,,1203353514.0,9615385.0,,,969063786.0,1041157044.0,900604584.0,43234578.0,497598462.0,,1656060696.0,686996910.0,,3420288.0,87591438.0,,1923912.0,,9615385.0,132856812.0,,,,-832686846.0,,-1656702.0,291893160.0,-75353220.0,32973714.0,,,30996360.0,162196470.0,30996360.0,,,42165738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,746915.0,-2585475.0,,,,,,,,,,,,,,,,,,,,,0.028728,,,,2190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2585475.0,,,2190000.0,,,,,,,,,,,0.017237,,,,,,,,,,,,,,,,276990555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276990555.0,,,276990555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,684710.0,-2370150.0,,,,,,,,,,,,,,,,,,,,,0.026335,,,,2190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2370150.0,,,2190000.0,,,,,,,,,,,0.015801,,,,,,,,,,,,,,,,253922070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253922070.0,,,253922070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,730743.0,-2529495.0,,,,,,,,,,,,,,,,,,,,,0.028106,,,,2190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2529495.0,,,2190000.0,,,,,,,,,,,0.016863,,,,,,,,,,,,,,,,271049442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271049442.0,,,271049442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,1302220.0,-4279455.0,,,-32043438.0,,,82679982.0,-252589323.0,35801619.0,6065836.0,416037230.0,578891740.0,,1129893821.0,,,,,,1585688650.0,65669268.0,,96196247.0,29999515.0,22878751.0,,,,578891740.0,35801619.0,,-263732.0,,65669268.0,,,,,,-28878654.0,147426188.0,,,,713856591.0,42328986.0,,,349510833.0,250479467.0,250479467.0,,697373341.0,349510833.0,,,104306006.0,250479467.0,0.0,,81427255.0,,516585055.0,241182914.0,,,250479467.0,,0.672517,-15428322.0,,20702962.0,19648034.0,1827267162.0,-4279455.0,,1585688650.0,,82679982.0,,,-21098560.0,241182914.0,,1009500163.0,19648034.0,-93756726.0,986621412.0,,,,,,,713856591.0,1069103595.0,38702671.0,,0.0,78196538.0,,-252589323.0,17208513.0,416037230.0,-731608649.0,,-11867940.0,44768507.0,0.672517,,,,1271583838.0,9528000.0,,,1129893821.0,1090927418.0,1069103595.0,21230426.0,516585055.0,,1827267162.0,697373341.0,,9889950.0,96196247.0,,38702671.0,,9528000.0,147426188.0,,,,-731608649.0,,6263635.0,458547934.0,-93756726.0,,,,3494449.0,180656420.0,-11867940.0,,,172216996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,7093626.0,7093626.0,,,,,,,,,,,,,,,,,,,,,0.167303,,,,42400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7093626.0,,,58888889.0,,,,,,,,,,,0.120458,,,,,,,,,,,,,,,,349193778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349193778.0,,,349193778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,5837480.0,5837480.0,,,,,,,,,,,,,,,,,,,,,0.331675,,,,17600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837480.0,,,25142857.0,,,,,,,,,,,0.232173,,,,,,,,,,,,,,,,352636860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352636860.0,,,352636860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,5829736.0,5829736.0,,,,,,,,,,,,,,,,,,,,,0.331235,,,,17600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5829736.0,,,25142857.0,,,,,,,,,,,0.231865,,,,,,,,,,,,,,,,352169052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352169052.0,,,352169052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
